Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),18.08,11.61,39.66,1736.04,12.21,14.50,15.67,16.86,17.83,18.55,19.42,20.83,38.26,3.57
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,438.15,78.00,1565.00,42062.00,87.50,92.00,125.00,179.75,341.50,566.50,976.00,1187.00,1390.20,339.14
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.23,0.00,1.29,22.51,0.00,0.00,0.00,0.00,0.00,0.35,1.01,1.11,1.22,0.42
HTTP Connection Overhead (ms),0.23,0.00,1.29,22.51,0.00,0.00,0.00,0.00,0.00,0.35,1.01,1.11,1.22,0.42
HTTP Connection Reused (ratio),0.74,0.00,1.00,71.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.44
HTTP Data Received (KB),105.14,19.03,374.46,10093.17,21.33,22.45,30.32,43.37,82.10,135.91,233.69,284.29,332.62,81.05
HTTP Data Sent (KB),13.17,1.75,46.57,1264.05,1.93,2.92,3.34,5.51,9.95,18.09,28.43,35.40,41.98,10.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),23767.68,4862.04,86180.30,2281697.29,5005.10,6788.82,7468.99,10646.48,18843.99,29778.95,52140.91,64174.75,76743.28,17664.95
HTTP Receiving (ms),22813.37,3037.69,84663.03,2190083.56,3706.15,4402.68,6242.49,10193.47,17982.33,28906.64,51015.32,63653.43,75014.86,17709.34
HTTP Sending (ms),0.52,0.13,1.69,49.72,0.13,0.14,0.22,0.25,0.30,0.46,1.31,1.46,1.63,0.45
HTTP Total Time (ms),23767.91,4862.04,86180.30,2281719.80,5005.10,6788.90,7468.99,10646.48,18844.57,29779.74,52140.91,64174.75,76744.40,17664.93
HTTP Waiting (TTFB) (ms),953.79,203.34,3678.07,91564.01,212.89,241.91,269.22,367.53,455.11,805.57,3523.20,3562.40,3677.93,1082.23
Input Sequence Length (tokens),3041.42,393.00,10855.00,291976.00,393.95,664.25,708.50,1284.75,2355.00,4149.50,6616.50,8175.50,9749.20,2376.05
Inter Chunk Latency (ms),52.20,12.39,1298.72,2189677.82,17.38,30.47,41.46,43.73,45.38,46.97,48.87,113.33,224.16,38.72
Inter Token Latency (ms),52.66,24.38,64.93,5055.82,25.35,42.05,46.83,51.39,53.57,55.86,57.99,59.01,63.31,6.00
OSL Mismatch Diff % (%),-2.26,-87.40,0.00,-216.49,-53.30,-5.23,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,11.43
Output Sequence Length (tokens),438.02,78.00,1565.00,42050.00,87.50,92.00,125.00,179.75,341.50,566.50,975.50,1186.25,1390.20,339.07
Output Token Count (tokens),438.02,78.00,1565.00,42050.00,87.50,92.00,125.00,179.75,341.50,566.50,975.50,1186.25,1390.20,339.07
Output Token Throughput Per User (tokens/sec/user),19.36,15.40,41.02,1859.01,15.80,16.95,17.24,17.90,18.67,19.46,21.36,23.78,39.44,3.49
Prefill Throughput Per User (tokens/sec/user),5161.70,466.80,21198.55,495523.19,493.36,677.87,893.46,2386.18,3598.49,6612.85,11105.45,14475.38,18107.79,4328.88
Request Latency (ms),23763.58,4862.17,86180.44,2281304.14,5005.22,6788.92,7469.09,10646.60,18844.06,29779.10,52116.36,64163.67,76743.42,17661.72
Time to First Output Token (ms),954.44,203.69,3678.82,91626.32,214.13,242.36,269.94,368.69,456.14,805.99,3523.70,3562.73,3678.60,1082.16
Time to First Token (ms),954.44,203.69,3678.82,91626.32,214.13,242.36,269.94,368.69,456.14,805.99,3523.70,3562.73,3678.60,1082.16
Time to Second Token (ms),98.62,26.63,1007.08,9467.53,26.74,35.82,40.82,41.96,43.44,45.58,154.15,458.84,785.40,176.48

Metric,Value
Benchmark Duration (sec),159.73
OSL Mismatch Count,6.00
Output Token Throughput (tokens/sec),263.26
Request Count,96.00
Request Throughput (requests/sec),0.60
Total Input Sequence Length (tokens),291976.00
Total Output Sequence Length (tokens),42050.00
Total Output Tokens (tokens),42050.00
Total Token Throughput (tokens/sec),2091.23


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
