Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),5.77,2.72,15.31,115.37,2.86,3.42,3.52,4.26,5.50,6.39,6.94,9.12,14.07,2.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,303.70,74.00,630.00,6074.00,95.47,181.35,189.70,222.50,289.00,341.75,460.10,495.10,603.02,121.26
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),98.14,24.17,205.89,1962.89,30.96,58.11,61.06,74.88,93.12,110.18,147.69,159.22,196.56,39.21
HTTP Data Sent (KB),3.23,0.28,8.81,64.57,0.28,0.30,0.32,0.48,3.07,4.83,7.13,7.71,8.59,2.68
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),61240.96,10868.73,107580.08,1224819.17,11336.15,13205.84,20268.42,40093.78,58970.73,83252.32,97169.64,100732.68,106210.60,28485.44
HTTP Receiving (ms),46641.41,9966.99,98270.35,932828.25,10473.45,12499.30,19408.13,27225.25,44630.77,62293.76,73872.18,89888.83,96594.04,24061.78
HTTP Sending (ms),0.12,0.08,0.20,2.38,0.08,0.09,0.09,0.10,0.12,0.13,0.14,0.15,0.19,0.03
HTTP Total Time (ms),61240.96,10868.73,107580.08,1224819.17,11336.15,13205.84,20268.42,40093.78,58970.73,83252.32,97169.64,100732.68,106210.60,28485.44
HTTP Waiting (TTFB) (ms),14599.43,696.14,49738.70,291988.54,730.77,869.28,899.33,2395.90,11521.27,25097.63,25946.33,27399.20,45270.80,12408.28
Input Sequence Length (tokens),602.00,13.00,1639.00,12040.00,13.95,17.75,23.40,67.00,613.00,1002.00,1321.50,1444.25,1600.05,515.34
Inter Chunk Latency (ms),154.66,0.00,36868.12,932780.79,41.81,73.10,91.77,109.19,113.16,119.30,126.10,128.99,180.42,991.64
Inter Token Latency (ms),150.04,62.23,244.36,3000.79,71.22,107.19,111.02,114.44,144.47,191.10,200.64,219.90,239.47,45.48
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Output Token Count (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Output Token Throughput Per User (tokens/sec/user),7.38,4.09,16.07,147.63,4.18,4.55,4.99,5.23,6.93,8.74,9.01,9.47,14.75,2.61
Prefill Throughput Per User (tokens/sec/user),40.31,6.95,142.68,806.22,9.45,19.41,25.27,27.15,27.75,48.35,64.97,82.09,130.56,28.44
Request Latency (ms),61238.65,10867.94,107544.45,1224772.91,11335.52,13205.86,20266.98,40093.68,58969.53,83252.00,97169.34,100730.31,106181.63,28482.68
Time to First Output Token (ms),14599.61,696.34,49738.87,291992.12,730.96,869.46,899.48,2396.08,11521.43,25097.79,25946.48,27399.34,45270.96,12408.28
Time to First Token (ms),14599.61,696.34,49738.87,291992.12,730.96,869.46,899.48,2396.08,11521.43,25097.79,25946.48,27399.34,45270.96,12408.28
Time to Second Token (ms),1975.14,93.60,36868.12,39502.81,97.21,111.64,118.16,123.69,134.62,157.94,167.57,2010.11,29896.52,8005.02
Usage Completion Tokens (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Usage Prompt Cache Read Tokens (tokens),242.40,3.00,1191.00,4848.00,3.00,3.00,3.00,3.00,8.00,393.75,722.30,1013.35,1155.47,366.72
Usage Prompt Tokens (tokens),602.00,13.00,1639.00,12040.00,13.95,17.75,23.40,67.00,613.00,1002.00,1321.50,1444.25,1600.05,515.34
Usage Total Tokens (tokens),906.00,98.00,1904.00,18120.00,119.09,203.45,220.70,487.25,901.00,1314.25,1626.70,1680.75,1859.35,524.37

Metric,Value
Benchmark Duration (sec),615.95
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),9.87
Overall Usage Prompt Cache Read % (%),40.27
Request Count,20.00
Request Throughput (requests/sec),0.03
Total Input Sequence Length (tokens),12040.00
Total Output Sequence Length (tokens),6080.00
Total Output Tokens (tokens),6080.00
Total Token Throughput (tokens/sec),29.42
Total Usage Completion Tokens (tokens),6080.00
Total Usage Prompt Cache Read Tokens (tokens),4848.00
Total Usage Prompt Tokens (tokens),12040.00
Total Usage Total Tokens (tokens),18120.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
