Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),84.62,2.63,173.65,8123.80,3.95,11.35,14.20,45.55,91.40,116.13,141.25,152.54,164.51,45.95
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,193.74,1.00,929.00,18599.00,2.90,3.00,3.00,20.00,37.50,361.00,529.00,587.00,852.05,226.09
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),46.72,0.60,222.41,4484.65,1.05,1.08,1.08,5.18,9.37,86.70,126.91,140.95,203.98,54.07
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1870.88,109.15,8836.56,179604.21,134.94,153.97,188.43,274.38,605.41,3197.53,4574.77,5627.24,8828.57,2046.41
HTTP Receiving (ms),1430.66,0.00,8363.48,137343.75,7.22,8.45,8.91,101.16,235.16,2604.14,3519.24,4387.51,7208.82,1770.02
HTTP Sending (ms),0.12,0.06,0.21,11.36,0.06,0.09,0.10,0.11,0.11,0.13,0.14,0.15,0.17,0.02
HTTP Total Time (ms),1870.88,109.15,8836.56,179604.21,134.94,153.97,188.43,274.38,605.41,3197.53,4574.77,5627.24,8828.57,2046.41
HTTP Waiting (TTFB) (ms),440.09,76.71,5962.47,42249.10,80.65,97.28,114.72,159.74,234.34,463.79,856.03,1183.01,2662.77,685.64
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),7.42,0.00,669.05,137318.40,3.19,4.67,5.22,5.41,5.59,5.84,6.12,6.57,75.82,20.43
Inter Token Latency (ms),8.72,3.80,254.06,828.87,3.88,4.29,4.50,5.33,5.58,6.93,8.36,9.97,25.29,25.35
OSL Mismatch Diff % (%),-2.94,-98.57,0.00,-281.80,-96.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.13
Output Sequence Length (tokens),193.79,1.00,929.00,18604.00,2.90,3.00,3.00,20.00,37.50,361.25,529.00,587.50,852.05,226.19
Output Token Count (tokens),193.79,1.00,929.00,18604.00,2.90,3.00,3.00,20.00,37.50,361.25,529.00,587.50,852.05,226.19
Output Token Throughput Per User (tokens/sec/user),170.83,3.94,263.44,16229.21,88.19,100.35,119.56,144.26,179.34,187.64,222.00,232.90,257.91,41.14
Prefill Throughput Per User (tokens/sec/user),25302.08,2719.36,62907.15,2428999.61,5858.31,7736.11,9990.58,19120.37,23787.07,32960.21,42089.36,45509.52,49226.52,11668.91
Request Latency (ms),1870.68,109.21,8836.63,179584.99,135.03,154.02,188.49,274.43,602.42,3197.60,4574.82,5627.29,8828.62,2046.39
Time to First Output Token (ms),440.28,76.90,5962.67,42266.58,80.83,97.48,114.89,159.95,234.53,463.96,856.24,1183.19,2662.96,685.64
Time to First Token (ms),440.28,76.90,5962.67,42266.58,80.83,97.48,114.89,159.95,234.53,463.96,856.24,1183.19,2662.96,685.64
Time to Second Token (ms),3.50,0.07,80.77,332.91,0.10,0.16,0.17,1.59,3.06,3.78,4.49,4.66,9.47,8.10

Metric,Value
Benchmark Duration (sec),90.30
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),206.02
Request Count,96.00
Request Throughput (requests/sec),1.06
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),18604.00
Total Output Tokens (tokens),18604.00
Total Token Throughput (tokens/sec),10227.38


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
