Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),2.04,0.16,25.73,195.87,0.16,0.18,0.20,0.32,0.72,1.70,3.60,6.67,22.96,4.41
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4.73,2.00,39.00,454.00,2.00,2.00,2.00,2.00,2.00,4.00,9.50,18.50,31.40,6.60
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.90,0.00,1.90,86.37,0.00,0.45,0.54,0.64,0.77,1.14,1.46,1.69,1.84,0.39
HTTP Connection Overhead (ms),0.90,0.00,1.90,86.37,0.00,0.45,0.54,0.64,0.77,1.14,1.46,1.69,1.84,0.39
HTTP Connection Reused (ratio),0.02,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14
HTTP Data Received (KB),1.49,0.83,9.75,142.66,0.83,0.83,0.83,0.83,0.83,1.31,2.64,4.80,7.91,1.59
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3580.64,144.64,19734.02,343741.70,167.60,533.55,787.17,1431.78,3372.45,4490.75,6610.64,7279.33,13000.36,2825.26
HTTP Receiving (ms),902.89,9.79,16807.20,86677.38,9.92,11.17,12.26,71.05,431.06,1116.13,1693.88,2759.13,7355.61,1908.94
HTTP Sending (ms),1.18,0.11,2.51,113.05,0.12,0.60,0.69,0.81,1.05,1.49,1.93,2.15,2.21,0.50
HTTP Total Time (ms),3581.54,145.61,19734.48,343828.07,168.28,534.17,788.00,1432.85,3373.17,4491.96,6611.75,7280.10,13001.12,2825.29
HTTP Waiting (TTFB) (ms),2676.58,131.66,6208.55,256951.26,154.61,504.98,640.03,1088.66,2422.40,3969.39,5093.45,5740.80,6175.78,1698.83
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),184.51,5.01,2759.04,48342.51,9.69,12.95,13.18,13.84,14.73,124.82,563.84,999.52,1818.71,381.80
Inter Token Latency (ms),341.35,5.01,1840.94,12288.50,7.50,12.13,13.30,14.51,207.29,419.30,919.67,1122.87,1726.89,433.17
OSL Mismatch Diff % (%),-99.82,-99.95,-98.14,-9582.52,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.58,-99.15,-98.52,0.32
Output Sequence Length (tokens),3.73,1.00,38.00,358.00,1.00,1.00,1.00,1.00,1.00,3.00,8.50,17.50,30.40,6.60
Output Token Count (tokens),3.73,1.00,38.00,358.00,1.00,1.00,1.00,1.00,1.00,3.00,8.50,17.50,30.40,6.60
Output Token Throughput Per User (tokens/sec/user),32.65,0.54,199.62,1175.55,0.58,0.92,1.09,2.39,4.98,68.92,75.19,82.46,158.65,42.69
Prefill Throughput Per User (tokens/sec/user),3972.93,448.81,34982.91,381401.63,662.15,825.62,1017.43,1620.91,3030.96,4983.25,6636.98,7059.59,24543.01,4352.26
Request Latency (ms),3181.45,132.98,19719.02,305419.11,155.48,505.94,713.76,1110.13,2868.44,4188.67,5680.84,6183.89,12980.67,2654.70
Time to First Output Token (ms),2677.88,132.98,6209.78,257076.60,155.48,505.94,641.32,1089.78,2423.98,3970.96,5094.59,5742.76,6176.98,1698.93
Time to First Token (ms),2677.88,132.98,6209.78,257076.60,155.48,505.94,641.32,1089.78,2423.98,3970.96,5094.59,5742.76,6176.98,1698.93
Time to Second Token (ms),392.27,5.01,1840.94,14121.55,6.27,9.36,10.76,12.84,277.58,620.84,934.35,1087.72,1677.68,432.70

Metric,Value
Benchmark Duration (sec),119.11
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),3.01
Request Count,96.00
Request Throughput (requests/sec),0.81
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),358.00
Total Output Tokens (tokens),358.00
Total Token Throughput (tokens/sec),5445.40


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
