Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),73.11,35.55,115.84,7018.09,40.25,50.39,61.95,70.24,73.24,77.56,84.59,88.08,102.64,11.40
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,202.52,3.00,740.00,19442.00,4.90,10.00,27.00,72.50,167.00,278.25,390.50,600.00,730.50,168.69
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),48.86,1.07,177.15,4690.34,1.53,2.75,6.83,17.69,40.42,67.01,93.77,143.87,175.16,40.36
HTTP Data Sent (KB),1.87,0.17,8.23,179.17,0.18,0.20,0.23,0.33,1.41,2.84,4.08,5.12,6.91,1.72
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2667.84,52.76,10023.98,256112.64,118.93,206.03,432.85,913.90,2297.19,3751.41,5252.84,7093.87,9052.36,2151.30
HTTP Receiving (ms),2576.99,19.59,9913.72,247391.25,39.15,120.43,373.57,806.89,2197.64,3623.31,5188.23,7002.43,8952.12,2148.95
HTTP Sending (ms),0.14,0.09,0.44,13.80,0.09,0.09,0.10,0.12,0.13,0.15,0.21,0.24,0.28,0.05
HTTP Total Time (ms),2667.84,52.76,10023.98,256112.64,118.93,206.03,432.85,913.90,2297.19,3751.41,5252.84,7093.87,9052.36,2151.30
HTTP Waiting (TTFB) (ms),90.70,31.43,162.08,8707.59,32.40,33.29,59.79,80.98,87.39,108.02,111.69,155.21,161.65,28.50
Input Sequence Length (tokens),373.58,4.00,1701.00,35864.00,6.85,10.50,15.50,37.75,289.50,573.25,854.00,1059.50,1470.15,375.29
Inter Chunk Latency (ms),12.82,2.08,92.25,247246.92,2.74,4.03,8.21,9.72,9.99,10.22,10.60,68.23,72.73,13.87
Inter Token Latency (ms),12.66,8.52,16.46,1215.14,9.27,9.90,10.29,12.07,12.99,13.51,14.04,14.31,15.57,1.44
OSL Mismatch Diff % (%),-5.77,-97.92,0.00,-553.92,-95.90,-73.16,-0.39,0.00,0.00,0.00,0.00,0.00,0.00,21.48
Output Sequence Length (tokens),202.41,2.00,740.00,19431.00,3.90,10.00,26.50,72.50,167.00,278.25,390.50,600.00,730.50,168.78
Output Token Count (tokens),202.41,2.00,740.00,19431.00,3.90,10.00,26.50,72.50,167.00,278.25,390.50,600.00,730.50,168.78
Output Token Throughput Per User (tokens/sec/user),80.16,60.77,117.33,7695.29,64.22,69.87,71.25,74.01,76.99,82.88,97.22,101.03,107.88,10.26
Prefill Throughput Per User (tokens/sec/user),3867.16,71.68,18601.94,371247.78,71.86,131.52,201.88,684.67,3439.01,5810.78,9173.37,9667.07,11708.98,3569.08
Request Latency (ms),2666.41,42.74,10024.07,255975.01,109.04,205.48,432.90,913.97,2297.25,3751.50,5252.91,7093.93,9052.43,2152.85
Time to First Output Token (ms),90.92,31.60,162.28,8728.08,32.55,33.47,59.96,81.17,87.63,108.30,112.00,155.46,161.84,28.52
Time to First Token (ms),90.92,31.60,162.28,8728.08,32.55,33.47,59.96,81.17,87.63,108.30,112.00,155.46,161.84,28.52
Time to Second Token (ms),8.77,2.68,11.18,842.38,2.77,6.76,6.98,8.63,9.27,9.64,9.88,10.19,11.10,1.56

Metric,Value
Benchmark Duration (sec),18.53
OSL Mismatch Count,8.00
Output Token Throughput (tokens/sec),1048.90
Request Count,96.00
Request Throughput (requests/sec),5.18
Total Input Sequence Length (tokens),35864.00
Total Output Sequence Length (tokens),19431.00
Total Output Tokens (tokens),19431.00
Total Token Throughput (tokens/sec),2984.87


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
