Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),1.64,0.42,7.01,157.90,0.46,0.55,0.63,0.76,1.03,1.89,4.05,5.10,6.61,1.47
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4.85,2.00,37.00,466.00,2.00,2.00,2.00,2.00,2.00,4.00,13.00,21.50,37.00,6.92
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),1.52,0.83,9.27,145.62,0.83,0.83,0.83,0.83,0.83,1.31,3.49,5.54,9.20,1.67
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1903.48,535.64,7508.50,182734.51,844.59,1008.74,1060.73,1181.79,1575.35,1951.41,3186.92,4057.42,7381.86,1242.58
HTTP Receiving (ms),657.71,2.98,6033.21,63140.27,3.04,4.44,90.51,208.86,256.95,485.59,1745.47,2880.86,5861.26,1129.64
HTTP Sending (ms),0.13,0.10,0.23,12.41,0.10,0.10,0.10,0.11,0.12,0.14,0.16,0.17,0.21,0.03
HTTP Total Time (ms),1903.48,535.64,7508.50,182734.51,844.59,1008.74,1060.73,1181.79,1575.35,1951.41,3186.92,4057.42,7381.86,1242.58
HTTP Waiting (TTFB) (ms),1245.64,530.85,2377.95,119581.83,592.66,658.85,731.27,940.48,1174.95,1504.22,1828.62,1952.42,2220.12,412.22
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),164.57,2.83,315.56,45091.71,2.88,3.74,4.47,87.47,201.19,231.87,267.43,278.47,315.39,98.89
Inter Token Latency (ms),183.14,3.66,272.83,6043.61,11.07,60.11,93.37,157.42,199.74,234.73,260.39,264.27,270.86,65.63
OSL Mismatch Diff % (%),-99.81,-99.95,-98.24,-9581.93,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.41,-99.00,-98.24,0.34
Output Sequence Length (tokens),3.85,1.00,36.00,370.00,1.00,1.00,1.00,1.00,1.00,3.00,12.00,20.50,36.00,6.92
Output Token Count (tokens),3.85,1.00,36.00,370.00,1.00,1.00,1.00,1.00,1.00,3.00,12.00,20.50,36.00,6.92
Output Token Throughput Per User (tokens/sec/user),14.73,3.67,273.36,486.12,3.69,3.78,3.84,4.26,5.01,6.35,10.83,22.21,197.82,46.08
Prefill Throughput Per User (tokens/sec/user),5727.74,1227.96,14507.16,549863.26,1512.53,2130.41,2326.02,3412.55,5124.38,7313.54,10180.70,11277.66,13373.72,2921.61
Request Latency (ms),1715.55,531.05,7259.20,164692.42,657.39,828.37,875.80,1067.84,1334.65,1792.40,3011.92,3828.37,7116.50,1240.67
Time to First Output Token (ms),1245.84,531.05,2378.15,119600.71,592.83,659.05,731.44,940.70,1175.16,1504.40,1828.80,1952.62,2220.30,412.21
Time to First Token (ms),1245.84,531.05,2378.15,119600.71,592.83,659.05,731.44,940.70,1175.16,1504.40,1828.80,1952.62,2220.30,412.21
Time to Second Token (ms),210.32,2.83,315.56,6940.59,3.10,4.02,164.23,200.47,220.12,255.80,267.04,271.16,301.57,72.85

Metric,Value
Benchmark Duration (sec),23.03
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),16.07
Request Count,96.00
Request Throughput (requests/sec),4.17
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),370.00
Total Output Tokens (tokens),370.00
Total Token Throughput (tokens/sec),28162.99


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
