Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),13.12,4.96,24.03,1259.75,7.70,8.81,9.51,11.11,11.61,14.31,19.55,22.08,23.35,3.96
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,408.42,16.00,2002.00,39208.00,28.35,61.50,100.50,193.75,294.50,545.75,773.50,897.00,1795.85,352.42
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.56,0.00,1.72,53.95,0.00,0.00,0.00,0.00,0.00,1.13,1.29,1.35,1.64,0.59
HTTP Connection Overhead (ms),0.56,0.00,1.72,53.95,0.00,0.00,0.00,0.00,0.00,1.13,1.29,1.35,1.64,0.59
HTTP Connection Reused (ratio),0.51,0.00,1.00,49.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),98.18,4.19,478.72,9425.44,7.18,15.18,24.39,46.85,70.71,131.15,185.39,215.12,430.19,84.28
HTTP Data Sent (KB),9.54,1.60,33.23,915.69,1.60,2.30,2.86,3.85,5.53,12.08,22.87,25.10,33.20,8.18
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),31003.71,1852.39,119123.98,2976355.98,2197.38,5716.76,8492.71,15416.01,25911.85,41830.30,56284.83,67298.14,108153.75,22675.84
HTTP Receiving (ms),28979.98,1520.95,118478.43,2782078.31,1933.96,3045.47,7894.84,12266.38,23509.34,38745.71,55482.81,66588.69,106917.11,22700.49
HTTP Sending (ms),0.91,0.14,2.23,87.04,0.18,0.25,0.27,0.32,0.52,1.49,1.68,1.77,2.05,0.62
HTTP Total Time (ms),31004.27,1852.39,119124.96,2976409.93,2198.68,5716.76,8493.32,15416.78,25913.16,41830.75,56285.41,67299.18,108155.43,22676.04
HTTP Waiting (TTFB) (ms),2022.82,154.67,9150.43,194190.62,168.19,196.07,246.33,353.23,686.71,3279.98,6632.41,7238.48,8112.77,2445.90
Input Sequence Length (tokens),2383.65,394.00,9540.00,228830.00,394.95,650.25,673.00,1031.00,1426.50,2710.75,5560.50,6002.00,9529.55,2056.58
Inter Chunk Latency (ms),71.20,8.74,818.04,2775598.80,17.40,30.07,42.62,46.32,69.58,72.79,86.87,167.10,239.62,47.77
Inter Token Latency (ms),74.09,40.89,102.47,7112.35,41.98,44.13,48.62,61.17,81.60,86.02,87.83,90.90,99.93,15.59
OSL Mismatch Diff % (%),-80.11,-99.27,-2.29,-7690.33,-98.66,-97.05,-95.14,-90.59,-85.67,-73.40,-62.28,-56.25,-12.36,17.21
Output Sequence Length (tokens),407.40,15.00,2001.00,39110.00,27.35,60.50,99.50,192.75,293.50,544.75,772.50,896.00,1794.85,352.41
Output Token Count (tokens),407.40,15.00,2001.00,39110.00,27.35,60.50,99.50,192.75,293.50,544.75,772.50,896.00,1794.85,352.41
Output Token Throughput Per User (tokens/sec/user),14.27,9.76,24.45,1370.00,10.01,11.00,11.39,11.63,12.26,16.35,20.57,22.67,23.82,3.75
Prefill Throughput Per User (tokens/sec/user),3555.59,86.43,16993.57,341336.55,91.32,141.79,274.03,589.90,2542.61,4541.64,8776.16,11514.17,16011.27,3770.25
Request Latency (ms),30936.36,1766.08,119077.10,2969890.42,2150.90,5547.95,8433.07,15341.54,25863.34,41801.85,56234.60,67230.37,108138.03,22683.23
Time to First Output Token (ms),2023.87,156.24,9152.52,194291.62,170.01,197.45,247.34,354.00,687.85,3280.39,6633.75,7240.02,8114.38,2445.86
Time to First Token (ms),2023.87,156.24,9152.52,194291.62,170.01,197.45,247.34,354.00,687.85,3280.39,6633.75,7240.02,8114.38,2445.86
Time to Second Token (ms),76.53,19.09,246.81,7347.33,20.14,29.53,42.12,53.68,68.90,72.55,124.56,194.60,246.80,46.39

Metric,Value
Benchmark Duration (sec),140.21
OSL Mismatch Count,95.00
Output Token Throughput (tokens/sec),278.95
Request Count,96.00
Request Throughput (requests/sec),0.68
Total Input Sequence Length (tokens),228830.00
Total Output Sequence Length (tokens),39110.00
Total Output Tokens (tokens),39110.00
Total Token Throughput (tokens/sec),1911.06


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
