Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),7.37,1.07,41.31,707.28,1.11,1.15,1.83,2.58,3.80,9.13,17.86,25.30,34.58,8.05
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4.68,2.00,27.00,449.00,2.00,2.00,2.00,2.00,2.00,4.00,10.50,20.00,26.05,5.71
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),1.48,0.83,6.80,141.91,0.83,0.83,0.83,0.83,0.83,1.31,2.88,5.14,6.63,1.37
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),476.29,92.33,1195.90,45723.63,157.50,240.47,263.78,335.88,399.14,554.45,866.90,900.47,1187.62,228.34
HTTP Receiving (ms),74.64,0.50,906.39,7165.18,0.54,1.50,2.31,3.50,10.29,26.34,296.03,467.58,673.25,163.77
HTTP Sending (ms),0.12,0.09,0.20,11.25,0.09,0.09,0.10,0.10,0.11,0.13,0.14,0.16,0.17,0.02
HTTP Total Time (ms),476.29,92.33,1195.90,45723.63,157.50,240.47,263.78,335.88,399.14,554.45,866.90,900.47,1187.62,228.34
HTTP Waiting (TTFB) (ms),401.53,88.46,933.19,38547.20,153.14,213.53,249.83,284.16,358.18,428.11,698.93,877.96,933.07,183.75
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),20.35,0.00,328.43,5270.78,0.42,2.12,3.36,5.03,5.65,6.28,69.48,108.74,241.58,45.08
Inter Token Latency (ms),12.98,0.42,49.88,493.36,1.37,3.05,3.89,4.36,6.29,18.15,32.15,37.01,45.32,11.99
OSL Mismatch Diff % (%),-99.82,-99.95,-98.73,-9582.67,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.54,-99.07,-98.78,0.28
Output Sequence Length (tokens),3.70,1.00,26.00,355.00,1.00,1.00,1.00,1.00,1.00,3.00,9.50,19.00,25.05,5.70
Output Token Count (tokens),3.70,1.00,26.00,355.00,1.00,1.00,1.00,1.00,1.00,3.00,9.50,19.00,25.05,5.70
Output Token Throughput Per User (tokens/sec/user),204.58,20.05,2403.57,7774.04,22.48,27.02,31.11,55.14,160.52,229.41,257.06,328.26,1637.58,373.19
Prefill Throughput Per User (tokens/sec/user),17225.68,4709.48,51802.91,1653665.74,6996.73,9002.36,10177.12,12250.99,16232.58,20725.65,25806.86,27314.34,30303.04,6681.57
Request Latency (ms),456.62,88.62,1190.06,43835.33,153.29,234.71,256.32,311.62,389.56,541.74,857.60,892.07,1182.48,224.39
Time to First Output Token (ms),401.71,88.62,933.44,38564.56,153.29,213.72,250.04,284.32,358.36,428.32,699.13,878.12,933.26,183.75
Time to First Token (ms),401.71,88.62,933.44,38564.56,153.29,213.72,250.04,284.32,358.36,428.32,699.13,878.12,933.26,183.75
Time to Second Token (ms),9.30,0.00,129.28,353.38,0.15,1.37,1.84,2.49,3.54,6.64,17.46,24.13,90.47,20.67

Metric,Value
Benchmark Duration (sec),22.98
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),15.45
Request Count,96.00
Request Throughput (requests/sec),4.18
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),355.00
Total Output Tokens (tokens),355.00
Total Token Throughput (tokens/sec),28220.97


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
