Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),18.53,4.87,34.21,1778.98,6.09,12.90,17.28,18.31,18.88,19.36,20.50,20.84,26.36,3.36
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,196.78,2.00,740.00,18891.00,2.00,9.75,24.50,67.75,159.50,278.25,390.50,522.25,730.50,167.25
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.19,0.00,1.34,17.93,0.00,0.00,0.00,0.00,0.00,0.06,0.94,1.13,1.25,0.37
HTTP Connection Overhead (ms),0.19,0.00,1.34,17.93,0.00,0.00,0.00,0.00,0.00,0.06,0.94,1.13,1.25,0.37
HTTP Connection Reused (ratio),0.75,0.00,1.00,72.00,0.00,0.00,0.00,0.75,1.00,1.00,1.00,1.00,1.00,0.43
HTTP Data Received (KB),47.49,0.83,177.05,4558.78,0.83,2.68,6.23,16.65,38.63,66.97,93.91,125.36,175.57,40.03
HTTP Data Sent (KB),1.82,0.17,8.17,174.29,0.18,0.20,0.23,0.33,1.42,2.63,3.90,5.11,6.87,1.68
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),10032.34,208.06,38529.62,963104.38,211.87,721.89,1298.66,3425.15,8418.29,14555.83,20341.98,25975.52,35027.32,8166.02
HTTP Receiving (ms),9796.95,48.10,38219.37,940507.40,49.71,423.43,1136.01,3140.87,8149.26,14288.94,20100.70,25695.40,34832.49,8157.20
HTTP Sending (ms),0.50,0.20,1.70,47.55,0.21,0.23,0.26,0.29,0.34,0.43,1.28,1.54,1.63,0.39
HTTP Total Time (ms),10032.52,208.06,38530.05,963122.32,211.87,721.89,1299.13,3425.28,8418.52,14555.83,20342.39,25975.79,35027.34,8166.03
HTTP Waiting (TTFB) (ms),234.89,152.38,403.95,22549.44,153.44,157.24,160.80,188.69,220.78,282.32,309.95,313.30,387.41,59.25
Input Sequence Length (tokens),358.52,4.00,1701.00,34418.00,6.85,10.50,15.50,37.50,281.00,547.00,837.50,1031.25,1470.15,365.11
Inter Chunk Latency (ms),50.12,9.44,362.27,939869.55,13.43,32.29,44.18,45.63,46.75,48.01,61.43,92.05,130.35,17.65
Inter Token Latency (ms),50.70,28.91,72.89,4715.10,37.25,45.67,46.62,48.83,51.59,52.81,53.58,54.22,58.29,4.33
OSL Mismatch Diff % (%),-7.86,-99.10,0.00,-754.65,-98.97,-86.81,-6.59,0.00,0.00,0.00,0.00,0.00,0.00,24.98
Output Sequence Length (tokens),196.65,1.00,740.00,18878.00,1.00,9.50,24.50,67.75,159.50,278.25,390.50,521.50,730.50,167.31
Output Token Count (tokens),196.65,1.00,740.00,18878.00,1.00,9.50,24.50,67.75,159.50,278.25,390.50,521.50,730.50,167.31
Output Token Throughput Per User (tokens/sec/user),19.89,13.72,34.59,1849.84,17.23,18.44,18.67,18.94,19.38,20.48,21.45,21.90,27.00,2.07
Prefill Throughput Per User (tokens/sec/user),1419.84,25.58,7001.57,136304.96,25.78,44.29,71.98,189.21,1334.88,2300.31,3130.09,3371.85,4754.07,1270.15
Request Latency (ms),10025.83,158.35,38529.67,962480.13,162.27,707.96,1298.80,3425.25,8418.40,14520.31,20342.09,25940.76,35027.48,8170.01
Time to First Output Token (ms),235.53,154.13,404.40,22610.58,155.20,157.96,161.50,189.18,221.33,282.72,310.39,313.74,387.89,59.15
Time to First Token (ms),235.53,154.13,404.40,22610.58,155.20,157.96,161.50,189.18,221.33,282.72,310.39,313.74,387.89,59.15
Time to Second Token (ms),49.61,30.50,141.73,4614.05,30.53,30.69,30.76,44.96,46.48,48.54,52.88,98.21,136.96,19.80

Metric,Value
Benchmark Duration (sec),68.53
OSL Mismatch Count,10.00
Output Token Throughput (tokens/sec),275.48
Request Count,96.00
Request Throughput (requests/sec),1.40
Total Input Sequence Length (tokens),34418.00
Total Output Sequence Length (tokens),18878.00
Total Output Tokens (tokens),18878.00
Total Token Throughput (tokens/sec),777.74


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
