Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),90.40,14.26,146.67,8678.58,18.95,33.63,49.63,74.69,99.08,110.26,114.66,117.45,131.38,26.57
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,802.69,6.00,2048.00,77058.00,7.90,29.00,47.50,76.75,294.50,2006.25,2044.00,2045.00,2046.10,852.54
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),192.78,2.03,492.17,18507.31,2.25,7.26,11.73,18.73,70.73,480.27,490.38,490.58,491.47,204.39
HTTP Data Sent (KB),113.57,47.65,293.17,10902.50,47.91,48.30,49.21,67.57,104.33,139.10,203.85,222.40,278.83,57.29
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),7662.36,245.49,23055.26,735586.45,312.63,534.99,621.23,1184.70,3407.76,17308.42,18807.53,20044.97,22052.53,7731.23
HTTP Receiving (ms),7215.23,45.95,21670.59,692661.80,54.79,220.68,345.82,684.81,2750.22,16944.21,18305.05,19705.47,21524.38,7710.30
HTTP Sending (ms),0.14,0.09,1.04,13.18,0.09,0.10,0.10,0.11,0.12,0.13,0.17,0.19,0.25,0.10
HTTP Total Time (ms),7662.36,245.49,23055.26,735586.45,312.63,534.99,621.23,1184.70,3407.76,17308.42,18807.53,20044.97,22052.53,7731.23
HTTP Waiting (TTFB) (ms),446.99,124.14,1565.92,42911.47,125.20,147.40,194.87,243.94,342.04,481.01,715.69,1383.56,1545.35,322.89
Input Sequence Length (tokens),29232.70,12621.00,80925.00,2806339.00,12647.60,12787.00,12981.00,17347.50,26843.50,34461.75,52878.00,59347.25,76287.10,14878.29
Inter Chunk Latency (ms),8.99,0.00,762.63,691884.11,5.29,6.90,7.25,7.63,7.96,8.27,8.60,8.83,13.30,15.92
Inter Token Latency (ms),8.88,5.16,14.35,852.77,6.01,7.06,7.28,7.77,8.59,9.34,11.28,12.64,13.69,1.68
OSL Mismatch Diff % (%),-60.74,-99.66,0.00,-5830.76,-99.66,-98.60,-97.73,-96.30,-85.64,-1.84,0.00,0.00,0.00,41.75
Output Sequence Length (tokens),804.10,7.00,2048.00,77194.00,7.00,28.75,46.50,75.75,294.00,2010.25,2048.00,2048.00,2048.00,854.97
Output Token Count (tokens),804.10,7.00,2048.00,77194.00,7.00,28.75,46.50,75.75,294.00,2010.25,2048.00,2048.00,2048.00,854.97
Output Token Throughput Per User (tokens/sec/user),116.23,69.69,193.93,11158.24,73.03,79.14,88.69,107.09,116.46,128.71,137.44,141.68,166.71,20.14
Prefill Throughput Per User (tokens/sec/user),86941.76,8081.87,279082.98,8346409.36,8166.84,20068.25,27625.39,51700.92,81666.34,110836.49,145956.65,190467.75,231525.54,52057.06
Request Latency (ms),7654.32,237.52,23055.31,734815.09,304.51,526.74,612.92,1176.71,3399.31,17301.73,18807.60,20045.03,22052.58,7732.41
Time to First Output Token (ms),447.20,124.34,1566.22,42930.98,125.40,147.59,195.04,244.37,342.23,481.19,715.92,1383.76,1545.63,322.89
Time to First Token (ms),447.20,124.34,1566.22,42930.98,125.40,147.59,195.04,244.37,342.23,481.19,715.92,1383.76,1545.63,322.89
Time to Second Token (ms),5.57,0.00,246.64,534.79,0.00,0.00,0.00,0.23,0.47,0.61,3.95,4.55,164.54,29.70

Metric,Value
Benchmark Duration (sec),188.59
OSL Mismatch Count,71.00
Output Token Throughput (tokens/sec),409.33
Request Count,96.00
Request Throughput (requests/sec),0.51
Total Input Sequence Length (tokens),2806339.00
Total Output Sequence Length (tokens),77194.00
Total Output Tokens (tokens),77194.00
Total Token Throughput (tokens/sec),15290.31


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
