Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),51.65,5.54,61.06,4958.21,39.56,44.71,47.69,50.71,52.92,53.94,55.17,55.68,57.30,5.71
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,434.54,3.00,1565.00,41716.00,74.25,91.75,119.00,179.75,333.00,566.50,1011.00,1178.00,1390.20,341.22
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),104.26,1.07,374.46,10009.22,18.20,22.30,28.88,43.34,80.05,135.77,241.99,282.01,332.24,81.52
HTTP Data Sent (KB),13.17,1.75,46.57,1264.05,1.93,2.92,3.34,5.51,9.95,18.09,28.43,35.40,41.98,10.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),8188.39,379.81,29265.32,786085.30,1527.17,2039.80,2440.15,3680.24,6453.24,10350.39,18242.24,22401.14,25783.71,6264.40
HTTP Receiving (ms),7829.88,36.29,28696.72,751668.21,1255.55,1567.73,2139.98,3352.95,6086.52,10096.36,17862.57,21896.12,25217.35,6172.42
HTTP Sending (ms),0.23,0.09,0.28,22.15,0.09,0.19,0.20,0.21,0.23,0.25,0.26,0.28,0.28,0.03
HTTP Total Time (ms),8188.39,379.81,29265.32,786085.30,1527.17,2039.80,2440.15,3680.24,6453.24,10350.39,18242.24,22401.14,25783.71,6264.40
HTTP Waiting (TTFB) (ms),358.28,133.05,1069.31,34394.94,135.20,164.10,170.65,215.07,327.46,399.90,621.44,754.25,854.58,182.70
Input Sequence Length (tokens),3041.42,393.00,10855.00,291976.00,393.95,664.25,708.50,1284.75,2355.00,4149.50,6616.50,8175.50,9749.20,2376.05
Inter Chunk Latency (ms),18.06,10.82,507.21,751519.96,13.88,16.17,16.56,17.03,17.49,17.95,18.41,18.76,20.29,9.61
Inter Token Latency (ms),18.09,15.60,22.02,1737.04,16.81,17.13,17.27,17.69,17.92,18.35,18.79,19.49,21.93,0.87
OSL Mismatch Diff % (%),-3.49,-99.07,0.00,-334.68,-73.81,-11.04,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,15.33
Output Sequence Length (tokens),434.41,2.00,1565.00,41703.00,74.20,91.75,119.00,179.75,332.00,566.50,1009.50,1177.75,1390.20,341.12
Output Token Count (tokens),434.41,2.00,1565.00,41703.00,74.20,91.75,119.00,179.75,332.00,566.50,1009.50,1177.75,1390.20,341.12
Output Token Throughput Per User (tokens/sec/user),55.39,45.41,64.08,5317.01,45.59,51.31,53.21,54.49,55.81,56.52,57.91,58.39,59.52,2.49
Prefill Throughput Per User (tokens/sec/user),8236.34,2864.27,27424.16,790688.86,2881.75,3931.57,4100.12,4580.32,5601.72,10604.96,15597.12,19811.35,23255.45,5208.25
Request Latency (ms),8186.96,360.76,29265.40,785947.69,1526.33,2039.89,2440.26,3680.34,6452.24,10350.50,18223.62,22401.25,25783.84,6263.57
Time to First Output Token (ms),358.62,133.40,1069.60,34427.73,135.50,164.50,171.01,215.36,327.80,400.23,621.80,754.45,854.91,182.69
Time to First Token (ms),358.62,133.40,1069.60,34427.73,135.50,164.50,171.01,215.36,327.80,400.23,621.80,754.45,854.91,182.69
Time to Second Token (ms),16.17,10.93,96.65,1552.68,11.26,12.04,13.02,14.62,15.61,16.55,17.16,17.29,22.14,8.41

Metric,Value
Benchmark Duration (sec),397.86
OSL Mismatch Count,7.00
Output Token Throughput (tokens/sec),104.82
Request Count,96.00
Request Throughput (requests/sec),0.24
Total Input Sequence Length (tokens),291976.00
Total Output Sequence Length (tokens),41703.00
Total Output Tokens (tokens),41703.00
Total Token Throughput (tokens/sec),838.68


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
