Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),2.36,0.06,6.18,226.20,0.06,0.09,0.24,0.51,1.97,4.13,4.92,5.27,6.14,1.87
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,207.00,1.00,929.00,19872.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,230.83
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.72,0.00,2.59,69.05,0.00,0.00,0.00,0.00,0.75,1.07,1.46,1.79,2.18,0.61
HTTP Connection Overhead (ms),0.72,0.00,2.59,69.05,0.00,0.00,0.00,0.00,0.75,1.07,1.46,1.79,2.18,0.61
HTTP Connection Reused (ratio),0.31,0.00,1.00,30.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.46
HTTP Data Received (KB),49.86,0.60,222.53,4786.70,1.05,1.08,1.08,5.18,12.82,89.12,129.60,140.85,204.05,55.17
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),64569.30,3705.88,177089.83,6198652.89,6120.93,9364.30,12943.21,22923.79,53705.53,92058.42,137776.97,153623.26,175946.83,46560.48
HTTP Receiving (ms),45394.36,0.00,159122.10,4357858.71,150.32,183.84,291.01,7796.70,26497.20,76252.14,121921.86,135969.17,155711.77,46036.47
HTTP Sending (ms),1.05,0.13,3.22,101.08,0.15,0.20,0.28,0.41,0.95,1.45,1.99,2.40,3.19,0.70
HTTP Total Time (ms),64570.02,3705.88,177089.83,6198721.94,6121.90,9364.30,12943.21,22924.80,53706.61,92059.27,137777.69,153624.88,175948.73,46560.56
HTTP Waiting (TTFB) (ms),19173.89,2104.98,53094.01,1840693.10,2269.33,3441.61,4592.64,8587.40,14156.09,25266.53,44781.48,49050.49,52664.34,14331.95
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),220.36,14.26,5174.90,4357858.01,33.65,53.51,57.54,76.80,94.23,98.50,423.12,990.08,2541.24,475.17
Inter Token Latency (ms),421.84,71.25,4760.40,40074.60,78.65,88.37,92.54,168.95,244.29,466.71,807.67,1350.40,1660.26,561.44
OSL Mismatch Diff % (%),0.00,0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04
Output Sequence Length (tokens),207.02,1.00,929.00,19874.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,230.86
Output Token Count (tokens),207.02,1.00,929.00,19874.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,230.86
Output Token Throughput Per User (tokens/sec/user),4.83,0.21,14.04,458.83,0.66,0.74,1.24,2.14,4.09,5.92,10.81,11.32,12.72,3.43
Prefill Throughput Per User (tokens/sec/user),728.00,18.35,3228.12,69887.86,20.75,77.36,117.93,258.25,433.20,812.09,1822.73,2228.95,3151.31,733.46
Request Latency (ms),64569.44,3706.00,177089.91,6198666.67,6121.06,9364.45,12943.42,22923.86,53705.73,92058.59,137777.08,153623.48,175947.10,46560.48
Time to First Output Token (ms),19175.09,2105.33,53094.75,1840808.66,2269.75,3442.14,4593.62,8588.79,14158.03,25268.18,44783.07,49051.42,52665.42,14332.11
Time to First Token (ms),19175.09,2105.33,53094.75,1840808.66,2269.75,3442.14,4593.62,8588.79,14158.03,25268.18,44783.07,49051.42,52665.42,14332.11
Time to Second Token (ms),1288.90,68.57,5174.78,122445.33,68.79,75.99,78.61,91.25,450.09,1364.38,4752.36,4807.68,5174.78,1729.21

Metric,Value
Benchmark Duration (sec),195.69
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),101.56
Request Count,96.00
Request Throughput (requests/sec),0.49
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),19874.00
Total Output Tokens (tokens),19874.00
Total Token Throughput (tokens/sec),4726.03


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
