Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),6.06,0.43,12.07,587.74,0.78,2.17,3.11,4.77,6.19,7.43,8.66,9.40,11.01,2.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,217.07,35.00,677.00,21056.00,49.40,82.80,90.40,117.00,178.00,298.00,405.60,444.60,536.84,125.90
HTTP Chunks Sent,1.00,1.00,1.00,97.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.15,0.00,14.13,14.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,1.43
HTTP Connection Overhead (ms),0.16,0.00,15.72,15.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,1.59
HTTP Connection Reused (ratio),0.99,0.00,1.00,96.00,0.96,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10
HTTP Data Received (KB),67.93,11.18,212.59,6588.83,16.01,26.06,28.80,36.77,54.68,92.80,126.03,138.77,166.74,39.22
HTTP Data Sent (KB),6.62,1.69,13.46,642.22,1.70,2.20,3.04,4.20,6.12,8.76,10.78,11.58,12.82,2.89
HTTP DNS Lookup (ms),0.02,0.00,1.59,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.16
HTTP Duration (excl. conn) (ms),38451.90,13619.98,120923.21,3729834.37,13702.88,15188.55,16183.70,21245.28,30749.38,45145.63,72552.81,88282.29,116603.34,24059.85
HTTP Receiving (ms),14836.06,2106.30,45575.46,1439097.44,3284.72,5504.25,6112.97,8212.98,11956.84,20156.87,28997.87,31430.94,37277.67,8799.55
HTTP Sending (ms),0.27,0.08,14.53,26.15,0.08,0.08,0.09,0.12,0.13,0.13,0.14,0.14,0.73,1.46
HTTP Total Time (ms),38452.06,13619.98,120923.21,3729850.09,13702.88,15188.55,16183.70,21245.28,30749.38,45145.63,72552.81,88282.29,116603.34,24060.10
HTTP Waiting (TTFB) (ms),23615.58,3129.67,114246.31,2290710.78,5662.03,7883.82,8941.88,11341.11,16204.94,25424.69,49218.41,71023.92,111973.71,21021.39
Input Sequence Length (tokens),1601.06,406.00,3309.00,155303.00,408.88,501.80,683.40,1020.00,1448.00,2190.00,2733.40,2904.20,3092.04,749.59
Inter Chunk Latency (ms),70.90,0.00,278.15,1439016.89,21.07,62.44,64.86,67.08,69.79,72.85,78.22,82.91,122.66,13.73
Inter Token Latency (ms),70.03,65.02,75.45,6793.00,65.78,66.41,67.16,68.22,69.67,71.90,73.68,74.18,74.99,2.35
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),212.26,33.00,669.00,20589.00,48.36,80.00,88.80,114.00,171.00,291.00,395.40,436.00,525.00,123.78
Output Token Count (tokens),212.26,33.00,669.00,20589.00,48.36,80.00,88.80,114.00,171.00,291.00,395.40,436.00,525.00,123.78
Output Token Throughput Per User (tokens/sec/user),14.30,13.25,15.38,1386.66,13.34,13.48,13.57,13.91,14.35,14.66,14.89,15.06,15.20,0.48
Prefill Throughput Per User (tokens/sec/user),105.32,17.32,349.74,10215.58,19.43,20.25,21.03,45.88,87.56,139.40,219.12,280.89,328.71,79.60
Request Latency (ms),38451.12,13619.28,120922.17,3729759.02,13702.90,15188.39,16182.74,21244.75,30749.06,45145.27,72552.07,88281.03,116602.65,24059.89
Time to First Output Token (ms),23615.90,3129.86,114246.44,2290742.13,5662.22,7883.96,8942.06,11341.24,16205.08,25424.87,49218.56,71024.09,111973.84,21021.59
Time to First Token (ms),23615.90,3129.86,114246.44,2290742.13,5662.22,7883.96,8942.06,11341.24,16205.08,25424.87,49218.56,71024.09,111973.84,21021.59
Time to Second Token (ms),53.75,5.11,112.71,5213.81,5.46,6.24,7.23,55.83,57.37,59.89,66.17,76.77,109.21,22.50
Usage Completion Tokens (tokens),212.26,33.00,669.00,20589.00,48.36,80.00,88.80,114.00,171.00,291.00,395.40,436.00,525.00,123.78
Usage Prompt Cache Read Tokens (tokens),1157.90,30.00,3035.00,112316.00,42.48,43.00,43.00,497.00,1031.00,1699.00,2372.60,2549.40,2890.04,831.04
Usage Prompt Tokens (tokens),1601.06,406.00,3309.00,155303.00,408.88,501.80,683.40,1020.00,1448.00,2190.00,2733.40,2904.20,3092.04,749.59
Usage Total Tokens (tokens),1813.32,579.00,3466.00,175892.00,589.56,747.80,844.40,1221.00,1660.00,2381.00,2883.40,3007.60,3432.40,763.06

Metric,Value
Benchmark Duration (sec),4105.14
Error Request Count,3.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),5.02
Overall Usage Prompt Cache Read % (%),72.32
Request Count,97.00
Request Throughput (requests/sec),0.02
Total Input Sequence Length (tokens),155303.00
Total Output Sequence Length (tokens),20589.00
Total Output Tokens (tokens),20589.00
Total Token Throughput (tokens/sec),42.85
Total Usage Completion Tokens (tokens),20589.00
Total Usage Prompt Cache Read Tokens (tokens),112316.00
Total Usage Prompt Tokens (tokens),155303.00
Total Usage Total Tokens (tokens),175892.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
