Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),107.30,3.27,171.61,10300.49,4.78,20.29,42.92,90.05,115.65,138.93,148.18,151.68,160.25,40.45
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,718.39,2.00,2048.00,68965.00,2.00,7.25,22.50,66.75,187.00,1941.50,2045.50,2046.00,2047.05,831.98
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),172.52,0.83,491.37,16561.90,0.83,2.09,5.87,16.58,45.22,465.16,490.30,490.60,491.23,199.18
HTTP Data Sent (KB),116.09,47.65,279.04,11144.23,47.69,48.21,48.81,70.33,107.89,143.49,202.29,226.05,256.35,56.51
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5313.31,126.53,16558.84,510077.56,258.23,325.91,497.97,946.74,1687.22,12244.09,14152.89,14628.46,16374.50,5703.12
HTTP Receiving (ms),4903.80,0.55,16065.58,470764.77,0.63,35.32,132.46,462.78,1254.17,11933.43,13760.04,14029.30,15583.59,5655.26
HTTP Sending (ms),0.13,0.09,0.19,12.42,0.09,0.09,0.10,0.11,0.12,0.15,0.17,0.17,0.18,0.03
HTTP Total Time (ms),5313.31,126.53,16558.84,510077.56,258.23,325.91,497.97,946.74,1687.22,12244.09,14152.89,14628.46,16374.50,5703.12
HTTP Waiting (TTFB) (ms),409.38,125.82,1452.16,39300.37,129.69,179.76,203.56,256.24,345.99,473.61,646.10,842.75,1237.35,229.76
Input Sequence Length (tokens),29926.52,12621.00,74936.00,2872946.00,12640.00,12781.00,12884.50,18678.25,27957.00,36726.50,53557.50,57506.75,73500.55,14653.04
Inter Chunk Latency (ms),6.83,0.00,756.38,470257.79,4.96,5.77,6.00,6.21,6.43,6.63,6.84,6.97,7.84,9.85
Inter Token Latency (ms),6.75,0.65,31.43,634.14,1.66,5.64,5.95,6.10,6.47,6.85,7.59,7.98,12.39,2.83
OSL Mismatch Diff % (%),-64.86,-99.95,0.00,-6226.51,-99.95,-99.63,-98.90,-96.72,-90.82,-5.05,0.00,0.00,0.00,40.68
Output Sequence Length (tokens),719.68,1.00,2048.00,69089.00,1.00,7.50,22.50,67.25,188.00,1944.50,2048.00,2048.00,2048.00,833.21
Output Token Count (tokens),719.68,1.00,2048.00,69089.00,1.00,7.50,22.50,67.25,188.00,1944.50,2048.00,2048.00,2048.00,833.21
Output Token Throughput Per User (tokens/sec/user),173.15,31.82,1537.26,16275.84,87.13,125.30,131.67,146.09,154.51,163.82,167.96,177.18,644.96,151.62
Prefill Throughput Per User (tokens/sec/user),88057.78,15230.10,237682.22,8453546.76,15234.48,27979.90,28183.36,51570.08,80834.45,125521.51,150770.22,178250.50,206759.14,48791.58
Request Latency (ms),5308.09,125.95,16558.89,509576.99,251.43,320.72,491.21,939.59,1680.15,12244.17,14149.10,14626.67,16374.56,5705.26
Time to First Output Token (ms),409.58,125.95,1452.32,39319.21,129.85,179.94,203.74,256.42,346.16,473.82,646.29,842.99,1237.50,229.76
Time to First Token (ms),409.58,125.95,1452.32,39319.21,129.85,179.94,203.74,256.42,346.16,473.82,646.29,842.99,1237.50,229.76
Time to Second Token (ms),3.04,0.00,235.24,285.65,0.00,0.00,0.00,0.00,0.00,0.53,2.06,2.33,20.83,24.10

Metric,Value
Benchmark Duration (sec),260.40
OSL Mismatch Count,74.00
Output Token Throughput (tokens/sec),265.32
Request Count,96.00
Request Throughput (requests/sec),0.37
Total Input Sequence Length (tokens),2872946.00
Total Output Sequence Length (tokens),69089.00
Total Output Tokens (tokens),69089.00
Total Token Throughput (tokens/sec),11298.28


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
