Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),13.61,12.73,13.78,1360.66,12.91,13.44,13.50,13.55,13.64,13.69,13.73,13.76,13.77,0.15
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,223.48,33.00,913.00,22348.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.36
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,1.51,1.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.15
HTTP Connection Overhead (ms),0.02,0.00,2.45,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.24
HTTP Connection Reused (ratio),0.99,0.00,1.00,99.00,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10
HTTP Data Received (KB),58.13,9.09,236.01,5813.26,13.20,21.23,23.74,30.04,46.01,78.63,107.74,116.71,173.23,37.92
HTTP Data Sent (KB),6.74,1.69,14.33,673.54,1.70,2.20,3.04,4.36,6.17,8.82,10.96,11.63,13.47,2.98
HTTP DNS Lookup (ms),0.01,0.00,0.94,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.09
HTTP Duration (excl. conn) (ms),16422.33,2409.85,67924.11,1642232.87,3607.37,5906.33,6569.31,8393.61,12919.98,22421.14,30708.54,33182.36,49065.03,10850.39
HTTP Receiving (ms),16297.61,2322.42,67401.57,1629761.16,3514.59,5807.90,6468.56,8298.95,12824.61,22321.95,30562.74,33090.09,48968.14,10833.38
HTTP Sending (ms),0.13,0.08,1.76,13.17,0.08,0.09,0.09,0.09,0.12,0.13,0.15,0.15,0.19,0.17
HTTP Total Time (ms),16422.35,2409.85,67924.11,1642235.32,3607.37,5906.33,6569.31,8393.61,12919.98,22421.14,30708.54,33182.36,49065.03,10850.41
HTTP Waiting (TTFB) (ms),124.59,79.20,812.83,12458.53,79.51,80.93,82.10,87.24,102.92,116.13,154.09,214.88,525.35,94.33
Input Sequence Length (tokens),1634.41,406.00,3832.00,163441.00,408.97,502.70,684.60,1021.50,1481.00,2199.00,2779.00,2987.50,3314.23,777.15
Inter Chunk Latency (ms),73.85,68.20,227.17,1629685.33,71.01,71.56,71.83,72.30,72.94,73.84,75.26,76.50,78.76,8.65
Inter Token Latency (ms),73.20,72.47,74.47,7319.67,72.49,72.62,72.67,72.86,73.11,73.47,73.81,74.00,74.09,0.44
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),223.48,33.00,913.00,22348.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.36
Output Token Count (tokens),223.48,33.00,913.00,22348.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.36
Output Token Throughput Per User (tokens/sec/user),13.66,13.43,13.80,1366.23,13.50,13.51,13.55,13.61,13.68,13.72,13.76,13.77,13.80,0.08
Prefill Throughput Per User (tokens/sec/user),14735.89,3777.77,35024.62,1473588.75,4350.37,4754.64,5824.02,9130.91,13451.85,18790.59,25623.73,28052.43,34122.01,7390.64
Request Latency (ms),16421.64,2409.90,67924.15,1642163.70,3607.43,5906.39,6569.37,8393.65,12920.04,22421.19,30708.59,33182.42,49065.10,10851.11
Time to First Output Token (ms),124.78,79.42,812.98,12478.37,79.64,81.42,82.26,87.42,103.11,116.29,154.25,215.04,525.50,94.31
Time to First Token (ms),124.78,79.42,812.98,12478.37,79.64,81.42,82.26,87.42,103.11,116.29,154.25,215.04,525.50,94.31
Time to Second Token (ms),73.23,69.70,78.55,7323.21,70.20,70.76,71.30,72.10,72.92,74.29,75.48,75.90,78.03,1.77
Usage Completion Tokens (tokens),223.48,33.00,913.00,22348.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.36
Usage Prompt Tokens (tokens),1634.41,406.00,3832.00,163441.00,408.97,502.70,684.60,1021.50,1481.00,2199.00,2779.00,2987.50,3314.23,777.15
Usage Total Tokens (tokens),1857.89,579.00,4012.00,185789.00,589.89,752.45,853.10,1221.75,1748.50,2417.00,2918.60,3359.50,3527.89,802.12

Metric,Value
Benchmark Duration (sec),1642.41
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),13.61
Request Count,100.00
Request Throughput (requests/sec),0.06
Total Input Sequence Length (tokens),163441.00
Total Output Sequence Length (tokens),22348.00
Total Output Tokens (tokens),22348.00
Total Token Throughput (tokens/sec),113.12
Total Usage Completion Tokens (tokens),22348.00
Total Usage Prompt Tokens (tokens),163441.00
Total Usage Total Tokens (tokens),185789.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
