Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),0.12,0.03,1.18,11.09,0.03,0.04,0.04,0.05,0.07,0.11,0.15,0.34,0.86,0.16
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,5.01,2.00,72.00,481.00,2.00,2.00,2.00,2.00,2.00,4.00,6.00,17.25,45.40,9.58
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.32,0.00,3.04,30.82,0.00,0.00,0.00,0.00,0.00,0.69,1.05,1.24,1.72,0.53
HTTP Connection Overhead (ms),0.32,0.00,3.04,30.82,0.00,0.00,0.00,0.00,0.00,0.69,1.05,1.24,1.72,0.53
HTTP Connection Reused (ratio),0.66,0.00,1.00,63.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),1.55,0.83,17.63,149.03,0.83,0.83,0.83,0.83,0.83,1.31,1.79,4.51,11.22,2.30
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),28027.58,8452.84,85596.62,2690647.37,12742.12,13714.11,17443.89,19919.74,25141.19,33702.33,42387.32,49405.66,85345.04,12878.74
HTTP Receiving (ms),8215.62,46.39,54916.63,788699.29,94.63,655.86,2450.12,3659.69,4485.40,8887.29,19788.31,23723.08,54666.33,9551.00
HTTP Sending (ms),0.62,0.07,3.15,59.88,0.10,0.15,0.21,0.31,0.40,0.89,1.39,1.56,2.12,0.52
HTTP Total Time (ms),28027.90,8452.84,85597.16,2690678.19,12742.12,13714.11,17443.89,19919.74,25141.19,33702.87,42387.32,49405.89,85345.94,12878.84
HTTP Waiting (TTFB) (ms),19811.34,8406.09,35078.86,1901888.21,8559.84,12891.17,12967.78,16168.21,19011.20,22777.51,26654.81,30678.10,35077.40,5768.42
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),1638.34,13.69,4721.39,473479.65,14.08,15.18,18.40,27.26,50.80,4403.25,4633.09,4696.49,4720.48,2021.77
Inter Token Latency (ms),3251.99,46.22,4720.36,113819.74,55.43,125.04,503.31,1863.80,4285.31,4458.81,4616.40,4661.94,4720.31,1656.78
OSL Mismatch Diff % (%),-99.80,-99.95,-96.53,-9581.20,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.76,-99.21,-97.83,0.47
Output Sequence Length (tokens),4.01,1.00,71.00,385.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,16.25,44.40,9.58
Output Token Count (tokens),4.01,1.00,71.00,385.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,16.25,44.40,9.58
Output Token Throughput Per User (tokens/sec/user),1.61,0.21,21.63,56.33,0.21,0.21,0.22,0.22,0.23,0.54,2.00,8.85,18.92,4.22
Prefill Throughput Per User (tokens/sec/user),364.38,96.65,1769.59,34980.35,105.54,118.92,167.87,215.14,315.43,423.75,575.88,788.48,1447.57,248.39
Request Latency (ms),24744.17,8406.64,85568.99,2375440.78,8560.43,12968.06,13003.82,17285.95,21885.24,30678.76,39050.67,46710.31,85308.34,13348.33
Time to First Output Token (ms),19812.10,8406.64,35079.38,1901961.13,8560.01,12891.91,12968.34,16168.62,19011.84,22778.59,26655.83,30679.52,35078.73,5768.56
Time to First Token (ms),19812.10,8406.64,35079.38,1901961.13,8560.01,12891.91,12968.34,16168.62,19011.84,22778.59,26655.83,30679.52,35078.73,5768.56
Time to Second Token (ms),3821.88,46.22,4721.39,133765.85,80.56,147.29,2450.19,3365.99,4442.09,4544.10,4710.26,4720.37,4721.06,1324.68

Metric,Value
Benchmark Duration (sec),86.22
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),4.47
Request Count,96.00
Request Throughput (requests/sec),1.11
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),385.00
Total Output Tokens (tokens),385.00
Total Token Throughput (tokens/sec),7522.88


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
