Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),140.88,102.19,181.62,13524.29,107.02,118.61,121.71,134.20,142.35,149.64,153.98,156.82,163.46,12.90
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,499.90,43.00,1953.00,47990.00,68.65,98.50,106.50,177.00,345.00,736.00,1104.50,1258.25,1689.85,401.14
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),120.09,10.63,467.73,11528.34,16.87,24.07,25.85,42.95,83.06,176.57,264.92,301.42,404.43,95.97
HTTP Data Sent (KB),12.46,1.59,42.63,1196.03,1.60,2.62,3.06,4.76,8.56,17.25,27.65,35.99,41.14,10.42
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3450.35,339.87,13735.52,331233.83,527.26,708.01,903.30,1420.00,2455.29,5080.45,7331.19,8230.33,11804.78,2686.53
HTTP Receiving (ms),3281.58,245.25,13504.05,315031.85,394.24,586.91,693.34,1225.19,2325.79,4970.47,7150.10,8063.51,11541.65,2667.46
HTTP Sending (ms),0.12,0.09,0.22,11.60,0.09,0.09,0.10,0.10,0.11,0.13,0.16,0.17,0.20,0.03
HTTP Total Time (ms),3450.35,339.87,13735.52,331233.83,527.26,708.01,903.30,1420.00,2455.29,5080.45,7331.19,8230.33,11804.78,2686.53
HTTP Waiting (TTFB) (ms),168.65,78.35,359.80,16190.38,82.40,93.72,98.25,129.33,157.30,205.48,246.86,286.02,359.74,62.05
Input Sequence Length (tokens),3134.44,393.00,10566.00,300906.00,393.95,626.00,761.00,1219.00,2229.50,4663.50,6934.50,9054.50,10417.80,2590.85
Inter Chunk Latency (ms),6.59,0.00,178.25,314418.74,3.88,5.38,5.54,5.72,5.86,6.01,6.17,6.32,10.13,8.57
Inter Token Latency (ms),6.54,5.17,7.74,628.17,5.61,5.81,5.83,6.29,6.59,6.84,7.15,7.34,7.73,0.49
OSL Mismatch Diff % (%),-75.63,-97.95,-4.64,-7260.89,-96.70,-95.24,-94.85,-91.41,-83.20,-64.11,-46.12,-38.61,-17.53,19.59
Output Sequence Length (tokens),499.01,42.00,1953.00,47905.00,67.65,97.50,105.50,176.00,344.00,735.00,1103.50,1257.25,1688.90,401.27
Output Token Count (tokens),499.01,42.00,1953.00,47905.00,67.65,97.50,105.50,176.00,344.00,735.00,1103.50,1257.25,1688.90,401.27
Output Token Throughput Per User (tokens/sec/user),153.70,129.21,193.38,14754.81,129.44,136.33,139.91,146.24,151.69,159.01,171.61,172.08,178.38,11.72
Prefill Throughput Per User (tokens/sec/user),18611.14,2352.97,93671.60,1786669.45,2794.42,4716.65,5279.09,7447.13,13838.82,23362.12,38090.15,46593.89,65464.03,15236.26
Request Latency (ms),3444.14,333.63,13728.89,330637.18,521.22,702.29,897.61,1413.85,2449.23,5074.14,7324.81,8223.99,11798.15,2686.42
Time to First Output Token (ms),168.94,78.52,360.00,16218.44,82.57,93.90,98.41,129.48,157.48,205.67,247.03,289.66,359.99,62.26
Time to First Token (ms),168.94,78.52,360.00,16218.44,82.57,93.90,98.41,129.48,157.48,205.67,247.03,289.66,359.99,62.26
Time to Second Token (ms),7.67,2.41,148.48,736.40,2.55,2.73,2.94,4.15,4.76,5.05,9.44,15.87,87.07,16.84

Metric,Value
Benchmark Duration (sec),84.70
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),565.56
Request Count,96.00
Request Throughput (requests/sec),1.13
Total Input Sequence Length (tokens),300906.00
Total Output Sequence Length (tokens),47905.00
Total Output Tokens (tokens),47905.00
Total Token Throughput (tokens/sec),4118.04


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
