Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),22.13,20.26,29.58,2212.55,20.58,20.97,21.26,21.74,22.06,22.53,22.76,22.84,23.09,0.94
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,224.11,33.00,913.00,22411.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.31
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.03,0.00,1.98,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.23
HTTP Connection Overhead (ms),0.05,0.00,3.25,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.39
HTTP Connection Reused (ratio),0.98,0.00,1.00,98.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),59.11,9.23,238.51,5910.68,13.40,21.51,24.13,30.40,46.63,79.78,109.20,118.51,175.75,38.38
HTTP Data Sent (KB),6.63,1.70,13.47,662.66,1.71,2.21,3.05,4.20,6.10,8.77,10.81,11.58,12.80,2.90
HTTP DNS Lookup (ms),0.02,0.00,1.27,2.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.15
HTTP Duration (excl. conn) (ms),10088.75,1628.54,41526.08,1008874.55,2231.62,3724.22,4076.05,5282.56,7954.31,13595.28,18630.04,20592.90,30907.03,6628.93
HTTP Receiving (ms),9916.96,1480.57,41326.75,991696.22,2120.57,3557.81,3915.39,5086.57,7771.05,13395.48,18501.62,20370.55,30711.68,6626.70
HTTP Sending (ms),0.26,0.15,2.39,25.71,0.16,0.16,0.18,0.19,0.22,0.26,0.28,0.30,1.54,0.25
HTTP Total Time (ms),10088.80,1628.54,41526.08,1008879.96,2231.62,3724.22,4076.05,5282.56,7954.31,13595.28,18630.04,20592.90,30907.03,6628.97
HTTP Waiting (TTFB) (ms),171.53,64.98,237.51,17152.62,105.16,130.38,132.91,147.38,166.30,199.00,214.33,221.95,229.23,32.75
Input Sequence Length (tokens),1610.83,387.00,3312.00,161083.00,387.99,473.70,661.20,998.50,1441.00,2234.50,2797.20,2989.10,3187.26,782.48
Inter Chunk Latency (ms),45.56,30.98,230.09,991463.43,33.25,39.66,41.09,42.97,44.60,45.93,47.10,48.12,116.79,10.83
Inter Token Latency (ms),44.45,33.07,46.92,4444.67,41.58,43.09,43.22,43.72,44.56,45.17,45.97,46.09,46.68,1.52
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),224.11,33.00,913.00,22411.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.31
Output Token Count (tokens),224.11,33.00,913.00,22411.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.31
Output Token Throughput Per User (tokens/sec/user),22.53,21.31,30.24,2253.01,21.42,21.70,21.75,22.14,22.44,22.87,23.14,23.21,24.07,0.92
Prefill Throughput Per User (tokens/sec/user),9721.50,2335.39,22527.91,972149.54,2405.80,2916.68,3593.42,5881.86,8841.01,12898.31,17727.04,20671.10,22138.70,5143.43
Request Latency (ms),10086.53,1628.66,41526.17,1008652.56,2231.73,3724.34,4076.16,5282.65,7954.42,13595.35,18630.11,20548.32,30907.16,6627.78
Time to First Output Token (ms),171.89,66.68,237.81,17189.13,105.48,130.63,133.23,147.72,166.60,199.37,214.62,222.31,229.60,32.73
Time to First Token (ms),171.89,66.68,237.81,17189.13,105.48,130.63,133.23,147.72,166.60,199.37,214.62,222.31,229.60,32.73
Time to Second Token (ms),44.30,36.10,139.18,4429.82,36.95,39.50,40.31,42.30,43.49,44.73,45.80,46.91,51.25,9.80
Usage Completion Tokens (tokens),224.11,33.00,913.00,22411.00,48.84,80.00,89.70,114.00,176.50,303.75,415.70,452.35,671.44,147.31
Usage Prompt Tokens (tokens),1610.83,387.00,3312.00,161083.00,387.99,473.70,661.20,998.50,1441.00,2234.50,2797.20,2989.10,3187.26,782.48
Usage Total Tokens (tokens),1834.94,557.00,3569.00,183494.00,567.89,723.50,834.00,1194.75,1679.00,2410.00,2956.30,3114.05,3532.37,806.84

Metric,Value
Benchmark Duration (sec),508.48
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),44.07
Request Count,100.00
Request Throughput (requests/sec),0.20
Total Input Sequence Length (tokens),161083.00
Total Output Sequence Length (tokens),22411.00
Total Output Tokens (tokens),22411.00
Total Token Throughput (tokens/sec),360.86
Total Usage Completion Tokens (tokens),22411.00
Total Usage Prompt Tokens (tokens),161083.00
Total Usage Total Tokens (tokens),183494.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
