Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),29.34,27.65,30.27,586.89,27.75,28.15,28.35,28.97,29.55,29.91,30.17,30.25,30.27,0.71
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.11,0.00,2.27,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.84,0.50
HTTP Connection Overhead (ms),0.19,0.00,3.74,3.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,3.03,0.82
HTTP Connection Reused (ratio),0.95,0.00,1.00,19.00,0.19,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.22
HTTP Data Received (KB),62.79,21.52,118.58,1255.83,23.01,28.97,30.32,35.83,40.74,92.05,114.46,114.70,117.80,33.99
HTTP Data Sent (KB),7.00,2.13,13.47,140.06,2.28,2.87,3.66,4.89,6.39,8.62,10.86,11.70,13.11,2.99
HTTP DNS Lookup (ms),0.07,0.00,1.47,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.19,0.32
HTTP Duration (excl. conn) (ms),8106.65,2820.42,15576.95,162132.91,3018.14,3809.01,3899.18,4579.92,5277.79,11749.42,14656.24,15042.44,15470.05,4415.83
HTTP Receiving (ms),7922.17,2591.97,15072.76,158443.46,2779.09,3527.59,3754.33,4445.53,5049.43,11645.48,14541.40,14677.71,14993.75,4395.82
HTTP Sending (ms),0.24,0.08,2.69,4.84,0.08,0.09,0.09,0.09,0.13,0.14,0.14,0.27,2.21,0.56
HTTP Total Time (ms),8106.83,2820.42,15576.95,162136.66,3018.14,3809.01,3899.18,4579.92,5277.79,11752.23,14656.24,15042.44,15470.05,4415.95
HTTP Waiting (TTFB) (ms),184.23,48.87,504.10,3684.61,49.91,54.09,63.06,87.47,123.55,278.35,357.83,369.97,477.28,128.55
Input Sequence Length (tokens),1658.00,462.00,3124.00,33160.00,498.29,643.45,797.90,1053.25,1579.50,2089.75,2903.30,2985.30,3096.26,760.80
Inter Chunk Latency (ms),34.96,19.03,103.69,158311.29,31.37,32.15,32.44,32.83,33.30,33.93,34.90,36.21,98.42,9.79
Inter Token Latency (ms),33.26,32.77,33.99,665.12,32.78,32.80,32.81,32.92,33.22,33.46,33.90,33.92,33.97,0.39
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Output Token Count (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Output Token Throughput Per User (tokens/sec/user),30.07,29.42,30.52,601.47,29.44,29.48,29.50,29.88,30.10,30.38,30.48,30.49,30.51,0.35
Prefill Throughput Per User (tokens/sec/user),14204.76,1998.93,54632.22,284095.12,2264.21,3325.34,3464.15,4694.45,11485.48,21425.36,23030.49,24959.36,48697.65,11877.23
Request Latency (ms),8100.11,2820.49,15576.99,162002.24,3018.21,3809.07,3899.25,4579.98,5277.85,11725.05,14626.51,15042.50,15470.09,4414.78
Time to First Output Token (ms),184.55,49.03,504.25,3690.96,50.07,54.24,63.23,87.71,123.70,278.53,358.02,370.12,477.42,128.45
Time to First Token (ms),184.55,49.03,504.25,3690.96,50.07,54.24,63.23,87.71,123.70,278.53,358.02,370.12,477.42,128.45
Time to Second Token (ms),28.92,19.03,33.79,578.47,19.20,19.87,21.61,22.50,31.76,32.41,32.74,33.43,33.72,5.12
Usage Completion Tokens (tokens),238.30,80.00,452.00,4766.00,85.70,108.50,113.60,134.75,153.50,352.50,436.00,436.80,448.96,130.39
Usage Prompt Tokens (tokens),1658.00,462.00,3124.00,33160.00,498.29,643.45,797.90,1053.25,1579.50,2089.75,2903.30,2985.30,3096.26,760.80
Usage Total Tokens (tokens),1896.30,725.00,3427.00,37926.00,732.22,761.10,880.90,1334.50,1791.00,2408.00,3076.00,3401.35,3421.87,824.70

Metric,Value
Benchmark Duration (sec),162.17
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),29.39
Request Count,20.00
Request Throughput (requests/sec),0.12
Total Input Sequence Length (tokens),33160.00
Total Output Sequence Length (tokens),4766.00
Total Output Tokens (tokens),4766.00
Total Token Throughput (tokens/sec),233.87
Total Usage Completion Tokens (tokens),4766.00
Total Usage Prompt Tokens (tokens),33160.00
Total Usage Total Tokens (tokens),37926.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
