Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),70.63,7.84,127.19,6780.92,9.08,32.50,58.94,65.95,70.38,79.40,88.38,90.95,104.04,17.43
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,198.94,2.00,740.00,19098.00,2.00,8.75,23.00,70.75,155.50,278.25,390.50,600.00,730.50,170.25
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),48.01,0.83,177.33,4608.99,0.83,2.45,5.88,17.29,37.64,67.07,93.80,144.00,175.41,40.75
HTTP Data Sent (KB),1.84,0.17,8.12,177.09,0.18,0.20,0.23,0.33,1.43,2.71,4.07,5.10,6.83,1.71
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2696.07,81.86,10179.44,258822.80,93.79,219.77,320.13,931.38,2193.93,3934.07,5396.59,7470.76,9533.17,2233.70
HTTP Receiving (ms),2577.01,8.33,10051.81,247392.65,8.38,77.59,225.41,785.22,2085.16,3747.32,5312.56,7380.87,9389.60,2230.89
HTTP Sending (ms),0.14,0.08,0.45,13.47,0.09,0.10,0.10,0.11,0.12,0.14,0.20,0.24,0.41,0.06
HTTP Total Time (ms),2696.07,81.86,10179.44,258822.80,93.79,219.77,320.13,931.38,2193.93,3934.07,5396.59,7470.76,9533.17,2233.70
HTTP Waiting (TTFB) (ms),118.92,28.55,297.56,11416.67,29.43,30.93,71.37,89.16,120.33,131.36,214.05,238.70,254.31,55.02
Input Sequence Length (tokens),367.28,4.00,1701.00,35259.00,6.85,10.50,15.50,41.00,282.50,558.50,854.00,1059.75,1470.15,372.42
Inter Chunk Latency (ms),13.05,0.48,147.16,247294.93,1.84,3.37,7.12,8.37,8.77,9.06,9.52,63.80,119.60,20.36
Inter Token Latency (ms),13.05,7.53,37.00,1213.67,7.87,8.85,10.17,11.30,13.25,14.23,14.87,15.48,30.30,3.63
OSL Mismatch Diff % (%),-7.78,-99.10,0.00,-746.77,-99.03,-84.51,-16.33,0.00,0.00,0.00,0.00,0.00,0.00,24.32
Output Sequence Length (tokens),198.80,1.00,740.00,19085.00,1.00,7.75,22.50,70.75,155.00,278.25,390.00,600.00,730.50,170.35
Output Token Count (tokens),198.80,1.00,740.00,19085.00,1.00,7.75,22.50,70.75,155.00,278.25,390.00,600.00,730.50,170.35
Output Token Throughput Per User (tokens/sec/user),80.54,27.03,132.75,7490.55,33.12,64.62,67.24,70.29,75.48,88.52,98.36,113.03,127.11,16.64
Prefill Throughput Per User (tokens/sec/user),2983.56,60.91,14687.24,286422.04,61.39,110.94,164.45,636.04,2370.27,4246.68,6391.70,8157.82,11941.22,2823.51
Request Latency (ms),2695.12,73.61,10179.53,258731.45,84.54,219.82,311.25,931.45,2189.72,3934.15,5396.66,7470.83,9533.22,2234.69
Time to First Output Token (ms),119.13,28.75,297.75,11436.52,29.61,31.10,71.52,89.33,120.51,131.71,214.24,238.86,254.49,55.03
Time to First Token (ms),119.13,28.75,297.75,11436.52,29.61,31.10,71.52,89.33,120.51,131.71,214.24,238.86,254.49,55.03
Time to Second Token (ms),8.19,1.37,84.57,761.70,1.55,3.44,5.35,7.39,8.06,8.36,8.73,9.06,16.42,8.16

Metric,Value
Benchmark Duration (sec),18.35
OSL Mismatch Count,11.00
Output Token Throughput (tokens/sec),1040.14
Request Count,96.00
Request Throughput (requests/sec),5.23
Total Input Sequence Length (tokens),35259.00
Total Output Sequence Length (tokens),19085.00
Total Output Tokens (tokens),19085.00
Total Token Throughput (tokens/sec),2961.78


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
