Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),2.72,1.14,5.39,38.03,1.17,1.30,1.62,2.27,2.60,3.10,3.40,4.17,5.15,0.97
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,210.43,111.00,394.00,2946.00,111.39,112.95,115.80,123.00,141.00,291.00,372.20,381.00,391.40,105.33
HTTP Chunks Sent,1.00,1.00,1.00,14.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),23.77,0.00,169.24,332.78,0.00,0.00,0.00,0.00,0.00,0.00,114.48,165.53,168.50,58.23
HTTP Connection Overhead (ms),23.98,0.00,170.77,335.67,0.00,0.00,0.00,0.00,0.00,0.00,115.43,166.96,170.00,58.74
HTTP Connection Reused (ratio),0.86,0.00,1.00,12.00,0.00,0.00,0.30,1.00,1.00,1.00,1.00,1.00,1.00,0.35
HTTP Data Received (KB),74.78,37.17,140.74,1046.96,37.32,37.90,39.91,44.11,50.03,103.53,135.05,137.52,140.10,38.30
HTTP Data Sent (KB),6.90,2.13,13.47,96.65,2.37,3.32,3.98,5.18,6.39,8.36,10.25,11.68,13.11,2.85
HTTP DNS Lookup (ms),0.21,0.00,1.53,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.96,1.42,1.51,0.51
HTTP Duration (excl. conn) (ms),92029.89,24864.70,160639.92,1288418.49,27227.71,36679.73,43659.71,49839.19,91784.38,129001.83,153535.90,156315.26,159774.98,44821.58
HTTP Receiving (ms),54640.59,11024.34,111378.28,764968.27,11566.97,13737.48,15718.24,19990.00,50917.13,85123.80,103733.06,108631.03,110828.83,34881.55
HTTP Sending (ms),23.93,0.09,169.65,334.97,0.09,0.09,0.09,0.12,0.13,0.15,114.73,165.86,168.89,58.31
HTTP Total Time (ms),92053.87,24864.70,160639.92,1288754.16,27227.71,36679.73,43659.71,49839.19,91784.38,129125.51,153587.12,156315.26,159774.98,44848.20
HTTP Waiting (TTFB) (ms),37365.37,8994.51,97223.23,523115.25,9069.97,9371.81,9602.32,15614.15,31479.48,55389.46,69580.91,82417.67,94262.12,26406.31
Input Sequence Length (tokens),1551.00,462.00,2978.00,21714.00,510.36,703.80,898.20,1097.00,1466.00,1892.00,2301.60,2612.05,2904.81,636.02
Inter Chunk Latency (ms),246.90,0.00,74162.91,764898.22,0.00,0.00,3.34,76.85,114.51,131.58,195.03,288.68,472.90,2401.88
Inter Token Latency (ms),238.45,82.00,655.64,3338.31,85.52,99.59,110.62,127.99,245.00,263.00,309.65,443.31,613.17,136.68
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),231.43,114.00,436.00,3240.00,114.39,115.95,122.10,135.50,153.50,320.50,419.60,426.90,434.18,119.58
Output Token Count (tokens),231.43,114.00,436.00,3240.00,114.39,115.95,122.10,135.50,153.50,320.50,419.60,426.90,434.18,119.58
Output Token Throughput Per User (tokens/sec/user),5.51,1.53,12.20,77.16,1.72,2.51,3.26,3.80,4.08,8.01,9.04,10.23,11.80,2.90
Prefill Throughput Per User (tokens/sec/user),69.40,10.76,175.77,971.63,12.67,20.32,25.52,26.53,40.59,115.47,145.42,159.43,172.50,53.68
Request Latency (ms),92024.97,24862.56,160639.22,1288349.51,27221.09,36655.23,43633.64,49832.08,91784.44,129001.93,153535.98,156315.05,159774.39,44826.39
Time to First Output Token (ms),37389.38,8994.70,97393.08,523451.29,9070.16,9372.00,9602.52,15614.31,31479.67,55512.46,69581.06,82477.21,94409.91,26442.70
Time to First Token (ms),37389.38,8994.70,97393.08,523451.29,9070.16,9372.00,9602.52,15614.31,31479.67,55512.46,69581.06,82477.21,94409.91,26442.70
Time to Second Token (ms),2971.92,48.77,39846.58,41606.87,52.70,68.42,84.46,112.69,149.71,170.45,187.78,14069.79,34691.22,10227.26
Usage Completion Tokens (tokens),231.43,114.00,436.00,3240.00,114.39,115.95,122.10,135.50,153.50,320.50,419.60,426.90,434.18,119.58
Usage Prompt Cache Read Tokens (tokens),723.93,3.00,1880.00,10135.00,3.00,3.00,6.90,16.00,649.00,1397.75,1621.60,1752.60,1854.52,698.90
Usage Prompt Tokens (tokens),1551.00,462.00,2978.00,21714.00,510.36,703.80,898.20,1097.00,1466.00,1892.00,2301.60,2612.05,2904.81,636.02
Usage Total Tokens (tokens),1782.43,725.00,3400.00,24954.00,758.41,892.05,1046.80,1380.50,1676.00,2116.50,2675.10,3028.85,3325.77,696.36

Metric,Value
Benchmark Duration (sec),646.02
Error Request Count,6.00
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),5.02
Overall Usage Prompt Cache Read % (%),46.67
Request Count,14.00
Request Throughput (requests/sec),0.02
Total Input Sequence Length (tokens),21714.00
Total Output Sequence Length (tokens),3240.00
Total Output Tokens (tokens),3240.00
Total Token Throughput (tokens/sec),38.63
Total Usage Completion Tokens (tokens),3240.00
Total Usage Prompt Cache Read Tokens (tokens),10135.00
Total Usage Prompt Tokens (tokens),21714.00
Total Usage Total Tokens (tokens),24954.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
