Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),21.19,10.81,27.86,2034.67,14.65,16.39,18.20,19.55,21.10,23.16,24.44,25.37,27.02,2.76
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,222.09,10.00,740.00,21321.00,17.60,48.25,60.50,112.00,202.00,319.00,417.00,487.00,655.45,146.07
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.46,0.00,1.72,44.46,0.00,0.00,0.00,0.00,0.00,1.06,1.27,1.32,1.60,0.57
HTTP Connection Overhead (ms),0.46,0.00,1.72,44.46,0.00,0.00,0.00,0.00,0.00,1.06,1.27,1.32,1.60,0.57
HTTP Connection Reused (ratio),0.58,0.00,1.00,56.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.49
HTTP Data Received (KB),53.51,2.75,177.47,5137.27,4.58,11.90,14.84,27.17,48.71,76.64,100.08,116.89,157.13,34.94
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),10242.64,924.88,32195.86,983293.52,977.76,2686.64,3139.96,5117.25,9278.43,13237.12,20278.05,22264.72,26681.81,6469.39
HTTP Receiving (ms),9987.64,474.25,32044.31,958813.14,790.20,2486.54,2781.19,4932.35,8954.79,13060.05,20087.11,22085.51,26534.29,6486.94
HTTP Sending (ms),0.82,0.12,2.20,78.31,0.12,0.25,0.28,0.33,0.40,1.48,1.68,1.77,1.96,0.61
HTTP Total Time (ms),10243.10,925.94,32195.86,983337.98,977.81,2687.57,3139.96,5117.25,9279.66,13238.24,20278.75,22264.72,26681.81,6469.38
HTTP Waiting (TTFB) (ms),254.19,89.94,737.66,24402.07,108.76,120.91,133.89,167.25,215.70,313.57,414.29,460.52,718.69,128.40
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),45.18,8.82,293.29,958472.25,21.90,28.98,29.81,40.72,42.10,43.38,53.33,79.92,142.10,20.29
Inter Token Latency (ms),46.10,35.44,59.76,4425.40,35.61,37.10,39.99,42.50,46.20,49.40,50.83,55.15,58.34,5.02
OSL Mismatch Diff % (%),-3.18,-88.50,1.15,-305.65,-70.96,-27.85,0.00,0.00,0.00,0.00,0.00,0.00,0.51,13.13
Output Sequence Length (tokens),222.03,10.00,739.00,21315.00,17.60,48.25,60.50,112.00,202.00,318.25,416.50,487.00,655.40,146.00
Output Token Count (tokens),222.03,10.00,739.00,21315.00,17.60,48.25,60.50,112.00,202.00,318.25,416.50,487.00,655.40,146.00
Output Token Throughput Per User (tokens/sec/user),21.96,16.73,28.21,2107.73,17.14,18.13,19.68,20.24,21.65,23.53,25.00,26.96,28.08,2.44
Prefill Throughput Per User (tokens/sec/user),2151.39,17.44,7564.94,206533.83,35.75,71.83,108.19,872.43,2331.29,3288.61,3869.57,4238.13,5395.71,1494.83
Request Latency (ms),10239.25,925.00,32196.01,982968.40,977.91,2686.79,3140.13,5117.37,9278.57,13237.28,20251.84,22264.90,26681.97,6468.42
Time to First Output Token (ms),255.17,91.33,739.43,24496.16,109.31,121.39,134.88,167.78,217.27,314.69,415.14,462.45,719.10,128.48
Time to First Token (ms),255.17,91.33,739.43,24496.16,109.31,121.39,134.88,167.78,217.27,314.69,415.14,462.45,719.10,128.48
Time to Second Token (ms),47.43,12.56,150.03,4553.11,15.71,28.55,30.66,41.29,42.35,44.32,55.91,97.84,148.89,22.52

Metric,Value
Benchmark Duration (sec),88.70
OSL Mismatch Count,7.00
Output Token Throughput (tokens/sec),240.30
Request Count,96.00
Request Throughput (requests/sec),1.08
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),21315.00
Total Output Tokens (tokens),21315.00
Total Token Throughput (tokens/sec),911.40


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
