Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),15.53,7.95,52.57,1490.92,8.18,9.22,10.83,11.52,12.92,18.52,22.43,24.86,51.26,7.36
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,429.03,78.00,1463.00,41187.00,85.60,91.75,119.00,179.75,315.00,540.00,1013.50,1178.00,1438.30,343.64
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.75,0.00,1.61,71.69,0.00,0.00,0.00,0.00,1.02,1.14,1.30,1.36,1.61,0.53
HTTP Connection Overhead (ms),0.75,0.00,1.61,71.69,0.00,0.00,0.00,0.00,1.02,1.14,1.30,1.36,1.61,0.53
HTTP Connection Reused (ratio),0.29,0.00,1.00,28.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),102.96,19.01,350.16,9884.21,20.83,22.32,28.89,43.39,75.71,129.44,242.59,282.03,344.25,82.15
HTTP Data Sent (KB),13.17,1.75,46.57,1264.05,1.93,2.92,3.34,5.51,9.95,18.09,28.43,35.40,41.98,10.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),31382.88,2282.71,110060.27,3012756.87,2526.61,4540.11,5650.75,13583.62,23136.56,41187.76,72122.07,86036.69,107860.02,25571.87
HTTP Receiving (ms),29869.07,2014.27,108876.57,2867430.50,2350.54,4260.94,5432.73,13130.80,19801.44,38366.98,71354.15,85413.06,107149.50,25456.11
HTTP Sending (ms),1.10,0.11,2.15,105.19,0.16,0.26,0.31,0.43,1.33,1.49,1.73,1.81,1.95,0.56
HTTP Total Time (ms),31383.63,2283.71,110060.83,3012828.56,2526.66,4540.39,5650.75,13584.52,23137.54,41188.05,72122.58,86036.97,107861.22,25571.84
HTTP Waiting (TTFB) (ms),1512.72,171.09,12109.23,145221.18,175.84,225.80,272.37,352.22,592.83,910.93,4351.84,8999.33,10506.30,2567.11
Input Sequence Length (tokens),3041.42,393.00,10855.00,291976.00,393.95,664.25,708.50,1284.75,2355.00,4149.50,6616.50,8175.50,9749.20,2376.05
Inter Chunk Latency (ms),69.81,11.39,649.54,2866799.51,17.20,22.97,31.54,47.74,60.55,71.13,75.32,176.00,291.95,50.67
Inter Token Latency (ms),68.68,16.93,90.90,6593.20,18.29,33.05,43.19,52.24,75.24,83.95,86.54,88.17,89.51,18.71
OSL Mismatch Diff % (%),-4.03,-80.62,0.00,-387.15,-77.56,-24.00,-2.56,0.00,0.00,0.00,0.00,0.00,0.00,15.45
Output Sequence Length (tokens),428.91,78.00,1462.00,41175.00,84.65,91.75,119.00,179.75,315.00,540.00,1013.50,1177.75,1437.30,343.53
Output Token Count (tokens),428.91,78.00,1462.00,41175.00,84.65,91.75,119.00,179.75,315.00,540.00,1013.50,1177.75,1437.30,343.53
Output Token Throughput Per User (tokens/sec/user),16.49,11.00,59.08,1583.50,11.17,11.34,11.56,11.91,13.29,19.19,23.15,30.28,54.70,7.99
Prefill Throughput Per User (tokens/sec/user),4910.45,49.13,18372.87,471403.44,72.07,472.79,584.86,2203.95,3981.38,6527.32,11072.69,13789.18,16233.86,4136.73
Request Latency (ms),31376.46,2282.84,110027.36,3012140.60,2526.67,4540.29,5650.92,13583.78,23136.72,41187.93,72122.21,85999.31,107824.66,25569.81
Time to First Output Token (ms),1513.97,171.27,12110.74,145341.09,177.42,227.38,274.02,353.95,594.17,912.72,4352.32,9000.38,10507.93,2567.08
Time to First Token (ms),1513.97,171.27,12110.74,145341.09,177.42,227.38,274.02,353.95,594.17,912.72,4352.32,9000.38,10507.93,2567.08
Time to Second Token (ms),80.87,11.39,459.16,7763.92,12.80,16.24,26.74,42.41,59.05,70.78,187.77,215.96,438.98,75.92

Metric,Value
Benchmark Duration (sec),165.03
OSL Mismatch Count,10.00
Output Token Throughput (tokens/sec),249.50
Request Count,96.00
Request Throughput (requests/sec),0.58
Total Input Sequence Length (tokens),291976.00
Total Output Sequence Length (tokens),41175.00
Total Output Tokens (tokens),41175.00
Total Token Throughput (tokens/sec),2018.72


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
