Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),2.14,0.63,10.23,205.69,0.64,0.66,0.74,0.85,1.32,2.82,4.97,5.84,9.45,1.93
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,5.51,2.00,79.00,529.00,2.00,2.00,2.00,2.00,2.00,4.00,11.50,23.75,39.10,9.96
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),1.67,0.83,19.41,160.79,0.83,0.83,0.83,0.83,0.83,1.31,3.12,6.07,9.76,2.40
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1609.08,471.89,14711.39,154471.23,489.54,686.62,837.77,1027.26,1250.13,1539.33,2156.92,3784.06,6478.83,1614.04
HTTP Receiving (ms),613.12,0.84,13195.57,58859.93,0.84,0.99,1.19,30.86,142.78,469.87,1292.00,2884.08,5291.41,1578.21
HTTP Sending (ms),0.13,0.10,0.21,12.70,0.10,0.10,0.11,0.12,0.13,0.14,0.15,0.16,0.20,0.02
HTTP Total Time (ms),1609.08,471.89,14711.39,154471.23,489.54,686.62,837.77,1027.26,1250.13,1539.33,2156.92,3784.06,6478.83,1614.04
HTTP Waiting (TTFB) (ms),995.82,345.01,1582.35,95598.60,361.93,528.80,573.96,724.57,986.26,1248.24,1411.40,1517.26,1558.28,311.96
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),135.53,0.80,662.64,45673.14,0.90,1.79,5.49,6.88,82.65,199.80,369.29,451.60,660.99,145.06
Inter Token Latency (ms),131.86,1.14,474.34,4614.96,1.32,3.12,5.58,73.62,126.43,170.95,224.14,298.40,445.72,101.54
OSL Mismatch Diff % (%),-99.78,-99.95,-96.19,-9578.86,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.49,-98.89,-98.14,0.49
Output Sequence Length (tokens),4.51,1.00,78.00,433.00,1.00,1.00,1.00,1.00,1.00,3.00,10.50,22.75,38.10,9.96
Output Token Count (tokens),4.51,1.00,78.00,433.00,1.00,1.00,1.00,1.00,1.00,3.00,10.50,22.75,38.10,9.96
Output Token Throughput Per User (tokens/sec/user),70.64,2.11,877.62,2472.47,2.26,3.47,4.46,5.86,7.91,13.63,180.36,365.66,781.81,177.34
Prefill Throughput Per User (tokens/sec/user),7169.41,1914.96,18887.55,688263.75,1980.28,2707.67,3396.98,4090.84,6397.97,9181.45,12869.50,14960.22,17644.51,3771.95
Request Latency (ms),1471.78,345.23,14048.93,141291.15,461.10,571.23,668.15,910.53,1182.23,1516.01,1873.46,3529.38,6238.85,1554.08
Time to First Output Token (ms),996.02,345.23,1582.50,95618.01,362.15,528.98,574.14,724.77,986.45,1248.42,1411.62,1517.45,1558.49,311.96
Time to First Token (ms),996.02,345.23,1582.50,95618.01,362.15,528.98,574.14,724.77,986.45,1248.42,1411.62,1517.45,1558.49,311.96
Time to Second Token (ms),121.61,0.80,660.98,4256.21,0.92,1.14,1.71,23.33,84.68,181.06,214.74,373.74,568.90,133.01

Metric,Value
Benchmark Duration (sec),19.53
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),22.17
Request Count,96.00
Request Throughput (requests/sec),4.92
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),433.00
Total Output Tokens (tokens),433.00
Total Token Throughput (tokens/sec),33219.03


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
