Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),20.98,0.35,73.74,2014.56,0.35,2.10,2.38,6.31,20.82,29.02,42.70,48.58,63.74,16.15
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,203.32,1.00,848.00,19519.00,2.90,3.00,3.00,20.00,52.00,364.00,541.00,587.50,782.45,224.85
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.03,0.00,0.53,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.44,0.10
HTTP Connection Overhead (ms),0.03,0.00,0.53,2.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.44,0.10
HTTP Connection Reused (ratio),0.94,0.00,1.00,90.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.24
HTTP Data Received (KB),48.99,0.60,203.03,4702.77,1.05,1.08,1.08,5.18,12.82,87.36,129.77,140.79,187.08,53.74
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),8822.75,151.90,35532.12,846983.83,163.71,426.23,627.98,1937.03,7044.68,13259.91,20099.28,27383.97,31333.64,8279.90
HTTP Receiving (ms),6969.19,0.00,29145.98,669042.14,15.57,18.96,66.42,717.51,4227.97,11339.02,17392.03,23622.13,29023.69,7636.05
HTTP Sending (ms),0.17,0.09,0.80,16.63,0.09,0.10,0.10,0.11,0.13,0.16,0.26,0.55,0.69,0.13
HTTP Total Time (ms),8822.77,151.90,35532.49,846986.29,163.71,426.23,627.98,1937.03,7044.68,13260.00,20099.28,27383.97,31333.66,8279.92
HTTP Waiting (TTFB) (ms),1853.39,133.50,10548.85,177925.06,134.71,178.18,230.26,366.21,868.81,1702.93,6610.20,8634.63,9951.34,2576.48
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),34.45,0.50,708.31,669009.34,3.42,7.65,8.87,10.30,11.16,13.04,114.28,185.07,339.23,72.63
Inter Token Latency (ms),68.10,8.19,437.49,6469.50,8.49,9.83,10.43,21.68,33.83,52.01,157.22,317.32,425.07,97.47
OSL Mismatch Diff % (%),-0.66,-41.19,0.00,-63.07,-17.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.51
Output Sequence Length (tokens),203.28,1.00,848.00,19515.00,2.90,3.00,3.00,20.00,52.00,364.00,541.00,587.50,781.50,224.79
Output Token Count (tokens),203.28,1.00,848.00,19515.00,2.90,3.00,3.00,20.00,52.00,364.00,541.00,587.50,781.50,224.79
Output Token Throughput Per User (tokens/sec/user),38.25,2.29,122.06,3634.20,2.35,3.20,6.56,19.23,29.56,46.13,95.87,101.76,117.82,30.71
Prefill Throughput Per User (tokens/sec/user),11082.86,205.90,46759.41,1063954.29,623.17,851.74,1112.75,3692.04,9154.57,18192.93,22180.77,25157.86,42991.91,9480.48
Request Latency (ms),8822.48,151.95,35521.76,846958.05,163.77,426.29,628.04,1937.09,7044.74,13253.46,20099.36,27384.04,31333.18,8279.55
Time to First Output Token (ms),1853.63,133.68,10549.49,177948.72,134.92,178.38,230.43,366.42,869.17,1703.15,6610.40,8635.39,9952.01,2576.55
Time to First Token (ms),1853.63,133.68,10549.49,177948.72,134.92,178.38,230.43,366.42,869.17,1703.15,6610.40,8635.39,9952.01,2576.55
Time to Second Token (ms),98.96,0.50,332.35,9401.19,0.93,1.71,4.07,7.87,10.91,222.10,264.04,313.67,332.33,116.82

Metric,Value
Benchmark Duration (sec),55.00
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),354.84
Request Count,96.00
Request Throughput (requests/sec),1.75
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),19515.00
Total Output Tokens (tokens),19515.00
Total Token Throughput (tokens/sec),16809.43


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
