Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),72.39,39.66,130.48,6949.79,44.02,50.86,53.95,66.34,70.93,75.86,86.10,103.75,125.91,15.52
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,217.29,10.00,646.00,20860.00,17.60,40.00,59.50,104.50,202.00,319.50,398.50,480.75,586.15,138.72
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),52.40,2.76,154.93,5030.36,4.57,9.95,14.60,25.38,48.71,76.72,95.80,115.36,140.42,33.21
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2976.10,252.11,7418.67,285705.56,305.01,693.34,889.78,1536.59,2574.32,4066.03,5669.69,6636.90,7314.51,1838.89
HTTP Receiving (ms),2783.44,65.04,7324.65,267209.86,205.83,520.55,775.38,1223.14,2419.27,3946.40,5439.09,6511.82,7064.28,1820.19
HTTP Sending (ms),0.13,0.09,0.25,12.66,0.09,0.10,0.10,0.11,0.12,0.14,0.19,0.22,0.25,0.04
HTTP Total Time (ms),2976.10,252.11,7418.67,285705.56,305.01,693.34,889.78,1536.59,2574.32,4066.03,5669.69,6636.90,7314.51,1838.89
HTTP Waiting (TTFB) (ms),192.53,26.29,502.48,18483.04,27.88,29.29,32.87,98.91,139.00,222.84,438.83,501.24,502.24,142.08
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),12.87,0.00,149.12,267127.00,1.89,4.00,6.67,7.59,7.97,8.30,8.82,67.60,125.40,21.84
Inter Token Latency (ms),12.99,7.23,20.31,1247.13,7.27,7.89,9.47,11.75,13.17,14.10,15.79,17.22,20.07,2.58
OSL Mismatch Diff % (%),-4.62,-89.88,0.41,-443.68,-72.05,-38.15,-0.64,0.00,0.00,0.00,0.00,0.00,0.02,16.30
Output Sequence Length (tokens),217.49,10.00,646.00,20879.00,17.60,39.75,59.50,104.50,202.00,319.25,398.50,481.00,585.20,138.86
Output Token Count (tokens),217.49,10.00,646.00,20879.00,17.60,39.75,59.50,104.50,202.00,319.25,398.50,481.00,585.20,138.86
Output Token Throughput Per User (tokens/sec/user),80.50,49.24,138.39,7727.89,49.83,58.08,63.35,70.92,75.91,85.13,105.56,126.85,137.54,18.64
Prefill Throughput Per User (tokens/sec/user),3322.64,22.78,9691.89,318973.49,52.36,203.28,325.87,811.82,3213.54,5159.45,6856.43,7480.28,9185.45,2491.48
Request Latency (ms),2975.30,252.17,7418.72,285628.98,305.08,690.99,885.80,1534.61,2574.38,4059.90,5669.76,6636.96,7314.60,1838.87
Time to First Output Token (ms),192.73,26.46,502.79,18501.98,28.04,29.46,33.04,99.11,139.18,223.01,439.17,501.50,502.59,142.12
Time to First Token (ms),192.73,26.46,502.79,18501.98,28.04,29.46,33.04,99.11,139.18,223.01,439.17,501.50,502.59,142.12
Time to Second Token (ms),14.18,1.00,139.55,1361.11,1.03,1.10,1.67,6.86,7.40,7.74,63.09,63.21,94.31,22.58

Metric,Value
Benchmark Duration (sec),19.43
OSL Mismatch Count,8.00
Output Token Throughput (tokens/sec),1074.55
Request Count,96.00
Request Throughput (requests/sec),4.94
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),20879.00
Total Output Tokens (tokens),20879.00
Total Token Throughput (tokens/sec),4138.15


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
