Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),154.58,120.77,169.86,14840.01,124.16,130.59,139.13,149.11,157.01,162.57,164.90,166.25,168.47,10.53
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,356.97,50.00,1426.00,34269.00,59.50,79.25,91.00,144.00,247.50,403.00,863.50,1006.75,1168.55,300.93
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),86.04,12.63,341.22,8259.71,14.78,19.48,22.51,35.19,59.89,97.07,207.00,241.37,279.95,71.92
HTTP Data Sent (KB),11.58,1.63,38.43,1111.94,1.64,2.83,3.29,4.98,8.80,15.14,26.42,31.76,36.77,8.96
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2250.44,402.78,8713.23,216042.58,436.82,558.44,673.48,951.67,1614.92,2581.58,5231.26,6116.54,7225.99,1816.33
HTTP Receiving (ms),2128.83,276.42,8588.56,204367.91,332.17,464.67,589.84,820.86,1478.32,2479.14,5109.12,5982.59,7076.15,1800.47
HTTP Sending (ms),0.12,0.09,0.19,11.22,0.09,0.09,0.09,0.10,0.12,0.13,0.14,0.16,0.17,0.02
HTTP Total Time (ms),2250.44,402.78,8713.23,216042.58,436.82,558.44,673.48,951.67,1614.92,2581.58,5231.26,6116.54,7225.99,1816.33
HTTP Waiting (TTFB) (ms),121.49,72.91,209.34,11663.44,76.81,77.87,78.45,83.69,125.39,154.53,162.44,165.95,206.63,37.36
Input Sequence Length (tokens),2977.44,405.00,10106.00,285834.00,405.95,666.75,802.00,1241.25,2281.00,4025.75,6453.00,7833.00,8958.40,2249.49
Inter Chunk Latency (ms),5.99,0.68,93.37,203997.86,4.41,5.28,5.47,5.63,5.75,5.88,6.04,6.20,7.26,3.86
Inter Token Latency (ms),5.97,5.52,7.45,572.93,5.57,5.65,5.68,5.73,5.89,6.09,6.34,6.50,7.30,0.33
OSL Mismatch Diff % (%),-11.62,-72.28,0.00,-1115.21,-63.69,-57.39,-40.45,-17.72,0.00,0.00,0.00,0.00,0.00,18.81
Output Sequence Length (tokens),356.97,50.00,1426.00,34269.00,59.50,79.25,91.00,144.00,247.50,403.00,863.50,1006.75,1168.55,300.93
Output Token Count (tokens),356.97,50.00,1426.00,34269.00,59.50,79.25,91.00,144.00,247.50,403.00,863.50,1006.75,1168.55,300.93
Output Token Throughput Per User (tokens/sec/user),168.03,134.24,181.18,16131.06,136.99,153.89,157.75,164.18,169.69,174.66,176.00,177.14,179.38,8.55
Prefill Throughput Per User (tokens/sec/user),24067.61,4814.65,84565.52,2310490.18,4928.21,6885.05,8178.99,11621.30,20185.88,32083.04,47986.00,57572.98,68945.38,16446.78
Request Latency (ms),2246.76,396.86,8713.29,215688.72,430.84,557.01,639.76,950.48,1614.96,2578.07,5231.32,6115.02,7226.08,1817.39
Time to First Output Token (ms),121.78,73.07,209.53,11690.86,76.96,78.02,78.61,83.88,125.57,154.94,162.63,166.15,206.81,37.46
Time to First Token (ms),121.78,73.07,209.53,11690.86,76.96,78.02,78.61,83.88,125.57,154.94,162.63,166.15,206.81,37.46
Time to Second Token (ms),4.63,0.68,15.91,444.14,0.84,1.76,2.54,3.66,4.45,4.78,5.12,12.56,15.21,2.66
Usage Completion Tokens (tokens),356.97,50.00,1426.00,34269.00,59.50,79.25,91.00,144.00,247.50,403.00,863.50,1006.75,1168.55,300.93
Usage Prompt Tokens (tokens),2977.44,405.00,10106.00,285834.00,405.95,666.75,802.00,1241.25,2281.00,4025.75,6453.00,7833.00,8958.40,2249.49
Usage Total Tokens (tokens),3334.41,508.00,10961.00,320103.00,525.10,753.50,979.00,1573.75,2600.50,4650.50,6778.00,8422.50,9974.90,2417.08

Metric,Value
Benchmark Duration (sec),108.20
OSL Mismatch Count,36.00
Output Token Throughput (tokens/sec),316.71
Request Count,96.00
Request Throughput (requests/sec),0.89
Total Input Sequence Length (tokens),285834.00
Total Output Sequence Length (tokens),34269.00
Total Output Tokens (tokens),34269.00
Total Token Throughput (tokens/sec),2958.39
Total Usage Completion Tokens (tokens),34269.00
Total Usage Prompt Tokens (tokens),285834.00
Total Usage Total Tokens (tokens),320103.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
