Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),22.29,17.09,26.73,2228.60,18.32,21.29,21.46,21.91,22.37,22.76,23.23,23.46,23.74,1.03
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
HTTP Chunks Sent,1.00,1.00,1.00,100.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.03,0.00,1.61,2.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.27,0.20
HTTP Connection Overhead (ms),0.05,0.00,2.60,4.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.33
HTTP Connection Reused (ratio),0.98,0.00,1.00,98.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),65.18,3.24,193.39,6518.24,5.32,13.96,20.61,35.49,62.82,85.85,117.25,127.99,170.93,38.61
HTTP Data Sent (KB),3.14,0.28,8.93,314.00,0.29,0.30,0.34,0.97,2.78,4.99,6.89,7.40,8.84,2.47
HTTP DNS Lookup (ms),0.02,0.00,0.99,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.13
HTTP Duration (excl. conn) (ms),10995.30,584.99,33602.95,1099529.58,902.27,2386.87,3520.42,6210.73,10478.26,14515.35,19628.49,21839.84,29465.00,6571.14
HTTP Receiving (ms),10820.08,387.22,33441.09,1082007.70,750.59,2204.73,3364.90,6016.50,10300.75,14301.56,19415.06,21650.11,29262.63,6566.60
HTTP Sending (ms),0.25,0.15,1.92,24.91,0.16,0.17,0.18,0.19,0.22,0.24,0.27,0.29,1.50,0.21
HTTP Total Time (ms),10995.34,584.99,33602.95,1099534.31,902.27,2386.87,3520.42,6210.73,10478.26,14515.35,19628.49,21839.84,29465.00,6571.15
HTTP Waiting (TTFB) (ms),174.97,106.85,254.70,17496.97,108.37,122.65,130.20,150.50,182.55,202.64,214.61,220.75,228.44,33.60
Input Sequence Length (tokens),632.51,13.00,1924.00,63251.00,15.97,19.90,24.90,167.25,534.50,1022.50,1458.60,1567.75,1809.16,537.12
Inter Chunk Latency (ms),44.19,30.01,220.36,1081915.70,33.46,39.08,40.47,42.31,44.10,45.48,46.43,47.21,50.47,6.91
Inter Token Latency (ms),43.96,36.85,47.30,4396.33,41.68,42.16,42.63,43.28,44.01,44.70,45.51,45.84,46.09,1.30
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Output Token Count (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Output Token Throughput Per User (tokens/sec/user),22.77,21.14,27.14,2276.71,21.70,21.82,21.97,22.37,22.72,23.11,23.46,23.72,24.00,0.71
Prefill Throughput Per User (tokens/sec/user),3833.68,62.94,13148.24,383368.07,69.96,113.43,137.15,915.30,3068.61,6546.66,8380.60,10458.30,12630.82,3416.53
Request Latency (ms),10994.48,585.10,33603.04,1099448.33,902.35,2386.98,3520.53,6210.82,10478.36,14515.47,19628.58,21839.96,29465.09,6572.28
Time to First Output Token (ms),175.33,107.23,256.81,17532.63,108.73,122.92,130.49,150.92,182.86,203.02,214.91,221.07,228.75,33.63
Time to First Token (ms),175.33,107.23,256.81,17532.63,108.73,122.92,130.49,150.92,182.86,203.02,214.91,221.07,228.75,33.63
Time to Second Token (ms),44.41,31.25,124.05,4440.55,38.31,39.17,40.71,42.41,43.86,45.12,45.99,47.13,51.39,8.38
Usage Completion Tokens (tokens),247.23,10.00,740.00,24723.00,17.92,51.00,76.60,133.75,238.50,325.75,446.10,487.80,651.89,147.88
Usage Prompt Tokens (tokens),632.51,13.00,1924.00,63251.00,15.97,19.90,24.90,167.25,534.50,1022.50,1458.60,1567.75,1809.16,537.12
Usage Total Tokens (tokens),879.74,60.00,2199.00,87974.00,97.62,145.80,206.40,487.25,776.50,1258.50,1638.50,1904.15,2090.10,543.10

Metric,Value
Benchmark Duration (sec),551.79
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),44.80
Request Count,100.00
Request Throughput (requests/sec),0.18
Total Input Sequence Length (tokens),63251.00
Total Output Sequence Length (tokens),24723.00
Total Output Tokens (tokens),24723.00
Total Token Throughput (tokens/sec),159.43
Total Usage Completion Tokens (tokens),24723.00
Total Usage Prompt Tokens (tokens),63251.00
Total Usage Total Tokens (tokens),87974.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
