Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),102.97,7.41,166.23,9884.69,15.27,34.89,50.73,75.68,103.86,136.21,150.26,155.27,158.96,38.38
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,686.77,14.00,2048.00,65930.00,14.00,20.00,33.00,65.00,137.50,1795.25,2047.00,2048.00,2048.00,846.47
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05
HTTP Connection Overhead (ms),0.01,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05
HTTP Connection Reused (ratio),0.99,0.00,1.00,95.00,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10
HTTP Data Received (KB),165.00,3.71,493.73,15839.56,3.71,5.14,8.21,15.94,33.31,430.31,491.29,492.23,493.33,203.02
HTTP Data Sent (KB),115.99,47.65,277.53,11134.80,47.69,48.21,48.81,70.91,112.03,138.17,203.69,220.25,262.97,56.08
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),5205.33,314.19,21250.37,499712.13,349.26,438.28,623.32,823.32,1641.74,12325.76,14335.69,15182.42,17101.70,5909.33
HTTP Receiving (ms),4664.83,76.71,20708.40,447823.95,77.65,110.08,186.87,418.13,943.14,11788.10,13720.71,14542.77,16282.67,5849.95
HTTP Sending (ms),0.13,0.09,0.70,12.94,0.09,0.10,0.10,0.11,0.13,0.14,0.16,0.17,0.23,0.06
HTTP Total Time (ms),5205.34,314.19,21250.37,499712.64,349.26,438.28,623.32,823.32,1641.74,12325.76,14335.69,15182.42,17101.70,5909.33
HTTP Waiting (TTFB) (ms),540.37,145.52,2315.83,51875.25,154.87,186.49,229.63,329.38,479.01,616.78,821.85,1200.16,1845.13,345.91
Input Sequence Length (tokens),29860.98,12621.00,74975.00,2866654.00,12640.00,12781.00,12884.50,18594.75,28800.00,33953.25,52121.50,57064.25,72433.75,14558.16
Inter Chunk Latency (ms),6.80,0.00,624.45,446944.14,4.38,5.35,5.72,5.95,6.20,6.48,6.69,6.83,7.76,11.96
Inter Token Latency (ms),6.64,5.32,25.58,637.58,5.42,5.58,5.66,5.81,6.11,6.63,7.61,8.83,13.02,2.24
OSL Mismatch Diff % (%),-66.48,-99.32,0.00,-6382.42,-99.32,-99.07,-98.44,-96.88,-93.33,-12.34,0.00,0.00,0.00,41.37
Output Sequence Length (tokens),686.42,14.00,2048.00,65896.00,14.00,19.00,32.00,64.00,136.50,1795.25,2048.00,2048.00,2048.00,847.34
Output Token Count (tokens),686.42,14.00,2048.00,65896.00,14.00,19.00,32.00,64.00,136.50,1795.25,2048.00,2048.00,2048.00,847.34
Output Token Throughput Per User (tokens/sec/user),157.35,39.09,188.05,15105.43,78.83,114.05,131.38,150.89,163.59,172.09,176.66,179.10,184.37,23.29
Prefill Throughput Per User (tokens/sec/user),70208.24,13355.20,209672.52,6739991.37,14787.22,21686.21,22673.90,38290.98,60941.07,94555.63,137201.90,164618.16,206211.49,44827.86
Request Latency (ms),5196.24,307.94,21250.43,498839.01,342.89,431.76,616.86,811.23,1635.36,12324.09,14331.91,15182.49,17101.75,5914.54
Time to First Output Token (ms),540.57,145.72,2316.09,51894.87,155.11,186.66,229.82,329.54,479.23,616.99,822.35,1200.33,1845.34,345.93
Time to First Token (ms),540.57,145.72,2316.09,51894.87,155.11,186.66,229.82,329.54,479.23,616.99,822.35,1200.33,1845.34,345.93
Time to Second Token (ms),2.70,0.00,93.52,258.88,0.06,0.08,0.10,0.12,0.21,1.19,2.85,3.18,81.00,12.46

Metric,Value
Benchmark Duration (sec),254.05
OSL Mismatch Count,74.00
Output Token Throughput (tokens/sec),259.38
Request Count,96.00
Request Throughput (requests/sec),0.38
Total Input Sequence Length (tokens),2866654.00
Total Output Sequence Length (tokens),65896.00
Total Output Tokens (tokens),65896.00
Total Token Throughput (tokens/sec),11543.26


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
