Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),52.80,40.01,66.82,5069.04,42.51,47.77,49.39,51.72,53.33,54.64,55.62,56.20,57.47,3.19
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,498.83,42.00,2048.00,47888.00,49.60,76.75,104.50,159.25,324.50,631.25,1138.50,1472.25,1843.75,451.61
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),119.74,10.45,490.55,11495.44,12.21,18.84,25.54,38.50,78.14,151.38,272.52,352.28,441.79,107.94
HTTP Data Sent (KB),12.11,1.59,45.77,1162.41,1.60,2.53,2.94,4.98,8.43,16.70,27.42,32.96,39.23,9.89
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),9297.23,899.16,38087.26,892534.33,1009.57,1573.08,2075.19,3064.42,6183.55,11887.79,20776.89,27327.76,34497.06,8343.42
HTTP Receiving (ms),9002.46,716.23,37266.43,864236.32,851.62,1402.80,1786.93,2908.13,5905.94,11452.68,20435.81,27062.04,33896.95,8262.19
HTTP Sending (ms),0.25,0.18,0.35,23.83,0.18,0.20,0.21,0.23,0.25,0.27,0.29,0.30,0.34,0.03
HTTP Total Time (ms),9297.23,899.16,38087.26,892534.33,1009.57,1573.08,2075.19,3064.42,6183.55,11887.79,20776.89,27327.76,34497.06,8343.42
HTTP Waiting (TTFB) (ms),294.52,133.47,834.58,28274.18,134.43,145.95,163.57,182.81,253.34,367.39,494.54,548.54,821.27,143.06
Input Sequence Length (tokens),3094.09,393.00,11647.00,297033.00,393.95,576.50,707.50,1137.00,2445.00,4480.25,6705.50,8114.00,9976.90,2484.42
Inter Chunk Latency (ms),18.12,10.05,436.93,862465.52,14.29,16.42,16.79,17.23,17.67,18.11,18.55,18.88,20.11,7.78
Inter Token Latency (ms),18.00,14.67,23.48,1728.41,16.93,17.15,17.23,17.50,17.91,18.31,18.82,19.13,19.86,0.88
OSL Mismatch Diff % (%),-75.69,-98.00,0.00,-7266.36,-97.63,-96.30,-94.95,-92.27,-84.20,-69.23,-44.46,-28.16,-10.02,22.05
Output Sequence Length (tokens),497.84,41.00,2048.00,47793.00,48.60,75.75,103.50,158.25,323.50,630.25,1137.50,1471.25,1842.80,451.65
Output Token Count (tokens),497.84,41.00,2048.00,47793.00,48.60,75.75,103.50,158.25,323.50,630.25,1137.50,1471.25,1842.80,451.65
Output Token Throughput Per User (tokens/sec/user),55.67,42.59,68.17,5343.94,50.42,52.29,53.12,54.62,55.83,57.13,58.03,58.32,59.12,2.57
Prefill Throughput Per User (tokens/sec/user),10253.50,2791.49,38775.67,984336.38,2921.85,3646.57,3929.05,4429.33,9108.24,13661.31,19228.11,23534.96,29629.78,6853.93
Request Latency (ms),9279.28,882.02,38087.38,890810.74,991.81,1555.07,2057.42,3046.02,6165.03,11869.31,20758.58,27308.76,34479.55,8343.95
Time to First Output Token (ms),295.26,133.92,834.95,28345.22,134.82,146.32,163.97,183.18,253.69,369.25,494.90,548.98,821.67,143.21
Time to First Token (ms),295.26,133.92,834.95,28345.22,134.82,146.32,163.97,183.18,253.69,369.25,494.90,548.98,821.67,143.21
Time to Second Token (ms),19.54,11.32,232.32,1876.31,11.56,13.06,13.79,15.05,16.06,17.13,17.72,26.49,64.07,23.03

Metric,Value
Benchmark Duration (sec),448.61
OSL Mismatch Count,95.00
Output Token Throughput (tokens/sec),106.54
Request Count,96.00
Request Throughput (requests/sec),0.21
Total Input Sequence Length (tokens),297033.00
Total Output Sequence Length (tokens),47793.00
Total Output Tokens (tokens),47793.00
Total Token Throughput (tokens/sec),768.66


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
