Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),53.43,20.96,58.91,5128.87,31.61,43.97,47.29,52.23,55.32,56.64,57.64,57.97,58.68,5.68
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,225.81,9.00,651.00,21678.00,9.95,48.25,59.50,104.50,202.00,322.25,440.50,491.00,641.50,151.59
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),54.39,2.50,155.73,5221.24,2.75,11.87,14.58,25.34,48.70,77.61,105.73,117.88,153.91,36.26
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4100.10,267.96,11175.71,393609.36,441.20,887.21,1166.96,1945.45,3796.34,5593.38,7692.95,8674.92,11113.00,2622.15
HTTP Receiving (ms),3930.72,142.17,11095.76,377348.74,158.67,793.03,991.15,1839.11,3542.25,5454.58,7568.83,8516.52,11025.66,2624.01
HTTP Sending (ms),0.23,0.11,0.29,21.81,0.14,0.18,0.19,0.21,0.23,0.26,0.27,0.27,0.28,0.03
HTTP Total Time (ms),4100.10,267.96,11175.71,393609.36,441.20,887.21,1166.96,1945.45,3796.34,5593.38,7692.95,8674.92,11113.00,2622.15
HTTP Waiting (TTFB) (ms),169.15,59.58,366.39,16238.81,62.11,64.85,69.91,100.47,140.16,226.63,315.36,348.03,363.23,92.56
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),17.49,1.54,166.40,377240.95,14.40,15.98,16.26,16.65,17.03,17.41,17.87,18.18,20.02,6.04
Inter Token Latency (ms),17.56,16.74,23.04,1685.82,16.78,16.84,16.90,17.07,17.31,17.67,18.53,19.16,20.62,0.89
OSL Mismatch Diff % (%),-2.65,-97.95,0.47,-254.34,-68.74,-3.42,0.00,0.00,0.00,0.00,0.00,0.00,0.34,13.57
Output Sequence Length (tokens),225.77,8.00,649.00,21674.00,9.90,48.25,59.50,104.50,202.00,322.25,440.00,491.00,644.25,151.61
Output Token Count (tokens),225.77,8.00,649.00,21674.00,9.90,48.25,59.50,104.50,202.00,322.25,440.00,491.00,644.25,151.61
Output Token Throughput Per User (tokens/sec/user),57.07,43.41,59.73,5478.94,48.54,52.20,53.96,56.60,57.77,58.57,59.19,59.38,59.60,2.52
Prefill Throughput Per User (tokens/sec/user),2958.64,117.47,10123.05,284029.30,122.49,159.43,250.83,1508.29,3460.79,4398.74,4715.46,4813.54,5362.94,1821.72
Request Latency (ms),4099.09,248.66,11175.84,393512.48,440.32,873.77,1167.08,1945.54,3796.45,5593.48,7693.06,8675.03,11113.13,2621.97
Time to First Output Token (ms),169.50,59.98,366.75,16271.53,62.44,65.20,70.24,100.84,140.48,227.00,315.74,348.40,363.40,92.56
Time to First Token (ms),169.50,59.98,366.75,16271.53,62.44,65.20,70.24,100.84,140.48,227.00,315.74,348.40,363.40,92.56
Time to Second Token (ms),17.49,14.18,87.22,1679.50,14.79,15.09,15.57,16.07,16.84,17.47,17.93,18.35,22.39,7.21

Metric,Value
Benchmark Duration (sec),197.08
OSL Mismatch Count,5.00
Output Token Throughput (tokens/sec),109.98
Request Count,96.00
Request Throughput (requests/sec),0.49
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),21674.00
Total Output Tokens (tokens),21674.00
Total Token Throughput (tokens/sec),412.03


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
