Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),153.99,67.03,171.90,14782.92,77.24,116.11,137.43,150.17,159.02,164.87,168.20,169.47,171.14,17.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,217.89,10.00,740.00,20917.00,17.60,31.00,56.50,104.50,192.00,314.50,427.50,481.00,655.45,149.17
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),52.54,2.76,176.95,5044.24,4.59,7.78,13.90,25.44,46.38,75.82,102.76,115.09,157.32,35.70
HTTP Data Sent (KB),2.71,0.19,8.25,259.80,0.19,0.20,0.24,0.74,2.03,4.18,6.24,7.01,7.71,2.29
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1366.01,128.52,4417.16,131136.68,158.90,261.82,416.33,662.68,1238.44,1907.49,2605.45,2935.54,3958.54,888.26
HTTP Receiving (ms),1289.05,50.74,4387.99,123749.10,94.29,211.93,313.35,605.87,1144.01,1855.52,2532.50,2891.06,3928.27,891.36
HTTP Sending (ms),0.12,0.09,0.19,11.81,0.09,0.09,0.10,0.12,0.12,0.13,0.14,0.15,0.15,0.02
HTTP Total Time (ms),1366.01,128.52,4417.16,131136.68,158.90,261.82,416.33,662.68,1238.44,1907.49,2605.45,2935.54,3958.54,888.26
HTTP Waiting (TTFB) (ms),76.83,27.62,163.43,7375.78,27.84,29.30,30.14,77.62,79.42,83.69,91.59,150.52,156.88,31.04
Input Sequence Length (tokens),581.51,8.00,1875.00,55825.00,8.00,9.75,17.50,112.00,465.00,896.25,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),5.95,0.00,75.01,123748.82,4.47,5.20,5.40,5.57,5.70,5.82,5.98,6.16,7.14,4.05
Inter Token Latency (ms),5.97,5.62,11.72,572.65,5.64,5.67,5.69,5.70,5.85,6.01,6.28,6.39,7.86,0.66
OSL Mismatch Diff % (%),-0.00,-0.31,0.00,-0.31,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03
Output Sequence Length (tokens),217.89,10.00,740.00,20917.00,17.60,31.00,56.50,104.50,192.00,314.50,427.50,481.00,655.45,149.17
Output Token Count (tokens),217.89,10.00,740.00,20917.00,17.60,31.00,56.50,104.50,192.00,314.50,427.50,481.00,655.45,149.17
Output Token Throughput Per User (tokens/sec/user),168.84,85.36,177.80,16208.64,128.35,156.54,159.30,166.49,171.03,175.43,175.86,176.51,177.41,11.31
Prefill Throughput Per User (tokens/sec/user),6664.93,102.72,22628.10,639833.35,221.54,293.96,573.04,1497.16,5958.24,9340.13,17733.14,19492.21,21401.68,5998.80
Request Latency (ms),1366.07,128.58,4417.23,131142.62,158.96,261.89,416.40,662.74,1238.51,1907.55,2605.52,2935.59,3958.60,888.26
Time to First Output Token (ms),77.02,27.81,163.62,7393.80,28.11,29.49,30.32,77.82,79.60,83.88,91.81,150.69,157.07,31.04
Time to First Token (ms),77.02,27.81,163.62,7393.80,28.11,29.49,30.32,77.82,79.60,83.88,91.81,150.69,157.07,31.04
Time to Second Token (ms),5.02,2.43,7.57,481.53,3.67,4.34,4.50,4.83,5.07,5.23,5.43,5.51,6.06,0.51

Metric,Value
Benchmark Duration (sec),65.73
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),318.21
Request Count,96.00
Request Throughput (requests/sec),1.46
Total Input Sequence Length (tokens),55825.00
Total Output Sequence Length (tokens),20917.00
Total Output Tokens (tokens),20917.00
Total Token Throughput (tokens/sec),1167.46


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
