Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),134.41,43.13,177.16,12903.41,75.61,94.75,109.96,122.42,138.31,149.25,155.05,160.24,173.81,21.34
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,222.49,10.00,651.00,21359.00,17.60,51.00,65.50,116.75,197.50,319.75,434.00,487.25,641.50,143.48
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),53.63,2.76,156.06,5148.31,4.58,12.59,16.02,28.29,47.71,76.93,104.18,116.88,154.16,34.32
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1604.43,188.67,4243.32,154025.08,229.65,442.41,557.68,790.26,1369.47,2142.45,3035.69,3366.27,4216.15,969.06
HTTP Receiving (ms),1487.23,50.12,4187.74,142773.76,92.17,371.17,440.93,680.79,1214.18,2019.64,2912.31,3291.61,4177.49,965.45
HTTP Sending (ms),0.12,0.09,0.20,11.38,0.09,0.09,0.10,0.11,0.11,0.13,0.14,0.16,0.17,0.02
HTTP Total Time (ms),1604.43,188.67,4243.32,154025.08,229.65,442.41,557.68,790.26,1369.47,2142.45,3035.69,3366.27,4216.15,969.06
HTTP Waiting (TTFB) (ms),117.08,25.62,297.87,11239.94,25.75,26.81,29.96,89.97,114.88,148.47,197.75,219.00,296.94,64.23
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),6.72,0.00,164.51,142737.90,2.34,5.06,5.24,5.42,5.55,5.69,5.86,6.00,78.06,10.49
Inter Token Latency (ms),6.74,5.46,10.27,647.44,5.49,5.55,5.62,6.16,6.66,7.13,7.91,8.33,9.02,0.87
OSL Mismatch Diff % (%),-2.76,-78.25,0.31,-265.34,-49.75,-20.04,0.00,0.00,0.00,0.00,0.00,0.00,0.02,11.66
Output Sequence Length (tokens),222.55,10.00,651.00,21365.00,17.60,51.00,65.50,116.75,197.50,319.75,434.00,487.00,643.40,143.58
Output Token Count (tokens),222.55,10.00,651.00,21365.00,17.60,51.00,65.50,116.75,197.50,319.75,434.00,487.00,643.40,143.58
Output Token Throughput Per User (tokens/sec/user),150.53,97.40,183.11,14451.11,111.01,119.98,126.35,140.30,150.14,162.44,177.85,180.20,182.22,17.84
Prefill Throughput Per User (tokens/sec/user),4395.98,168.38,12318.96,422014.56,244.45,306.79,478.74,1684.47,4350.13,6454.05,8494.17,9303.43,11347.66,3004.32
Request Latency (ms),1604.12,188.74,4243.38,153995.13,229.71,442.46,557.74,790.32,1366.59,2142.51,3035.74,3362.19,4216.21,969.09
Time to First Output Token (ms),117.26,25.80,298.07,11257.23,25.93,26.98,30.16,90.16,115.06,148.64,197.96,219.18,297.14,64.23
Time to First Token (ms),117.26,25.80,298.07,11257.23,25.93,26.98,30.16,90.16,115.06,148.64,197.96,219.18,297.14,64.23
Time to Second Token (ms),4.76,0.97,6.84,457.41,1.05,4.23,4.41,4.67,4.88,5.11,5.22,5.36,6.03,0.79

Metric,Value
Benchmark Duration (sec),38.77
OSL Mismatch Count,6.00
Output Token Throughput (tokens/sec),551.06
Request Count,96.00
Request Throughput (requests/sec),2.48
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),21365.00
Total Output Tokens (tokens),21365.00
Total Token Throughput (tokens/sec),2086.42


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
