Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),0.25,0.07,2.55,23.62,0.07,0.08,0.08,0.10,0.15,0.25,0.43,0.53,1.55,0.33
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,5.62,2.00,103.00,540.00,2.00,2.00,2.00,2.00,2.00,4.00,6.50,28.25,39.35,12.09
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.19,0.00,2.28,17.85,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.83,1.89,0.42
HTTP Connection Overhead (ms),0.19,0.00,2.28,17.85,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.83,1.89,0.42
HTTP Connection Reused (ratio),0.79,0.00,1.00,76.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.41
HTTP Data Received (KB),1.70,0.83,25.00,163.21,0.83,0.83,0.83,0.83,0.83,1.31,1.90,7.15,9.81,2.90
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),14131.08,4352.84,60861.22,1356584.08,5226.94,6727.12,7589.74,9531.80,12453.67,14477.88,21005.96,29307.86,59525.39,9283.98
HTTP Receiving (ms),5344.16,28.75,50560.89,513039.28,28.97,698.92,762.99,1444.47,1942.85,4851.11,10955.80,22590.85,49815.51,8942.66
HTTP Sending (ms),0.45,0.10,2.73,43.60,0.10,0.12,0.14,0.18,0.30,0.45,0.95,1.16,2.38,0.46
HTTP Total Time (ms),14131.27,4352.84,60861.22,1356601.94,5226.94,6727.28,7589.74,9531.80,12454.07,14477.88,21006.35,29307.86,59525.39,9284.00
HTTP Waiting (TTFB) (ms),8786.47,3363.44,13822.77,843501.20,3800.53,4717.33,5607.93,6736.08,9010.25,10958.69,12171.54,13126.05,13822.14,2536.49
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),1028.59,9.50,3815.46,357950.29,13.35,13.87,14.10,23.90,793.23,1788.68,2578.15,2902.06,3571.00,1041.43
Inter Token Latency (ms),1594.42,116.80,3174.10,57399.00,143.47,277.68,426.69,1170.29,1654.67,2273.92,2498.80,2612.89,2993.77,778.93
OSL Mismatch Diff % (%),-99.77,-99.95,-95.02,-9578.32,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.73,-98.67,-98.13,0.59
Output Sequence Length (tokens),4.62,1.00,102.00,444.00,1.00,1.00,1.00,1.00,1.00,3.00,5.50,27.25,38.35,12.09
Output Token Count (tokens),4.62,1.00,102.00,444.00,1.00,1.00,1.00,1.00,1.00,3.00,5.50,27.25,38.35,12.09
Output Token Throughput Per User (tokens/sec/user),1.17,0.32,8.56,42.07,0.34,0.38,0.40,0.44,0.60,0.86,2.42,3.75,7.38,1.58
Prefill Throughput Per User (tokens/sec/user),833.26,215.47,3398.67,79992.99,241.15,279.81,361.53,492.14,674.06,963.91,1335.03,2107.76,3084.47,565.77
Request Latency (ms),12515.70,3364.84,59106.47,1201507.31,3800.84,5539.08,6473.11,7631.04,9967.35,13127.11,19296.02,28831.16,58305.77,9400.48
Time to First Output Token (ms),8787.05,3364.84,13824.01,843557.02,3800.84,4717.62,5608.62,6736.60,9010.47,10958.93,12172.05,13127.04,13823.02,2536.56
Time to First Token (ms),8787.05,3364.84,13824.01,843557.02,3800.84,4717.62,5608.62,6736.60,9010.47,10958.93,12172.05,13127.04,13823.02,2536.56
Time to Second Token (ms),1662.92,116.80,3408.18,59865.16,197.96,532.32,730.84,865.45,1751.74,2354.63,2598.11,2852.19,3408.17,802.59

Metric,Value
Benchmark Duration (sec),87.16
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),5.09
Request Count,96.00
Request Throughput (requests/sec),1.10
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),444.00
Total Output Tokens (tokens),444.00
Total Token Throughput (tokens/sec),7442.66


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
