Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),50.93,2.41,102.01,4889.55,5.40,16.10,22.89,33.87,46.89,68.33,86.44,88.78,101.22,23.08
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,441.98,9.00,2048.00,42430.00,9.95,51.00,62.00,95.50,228.00,611.50,1156.50,1519.25,2048.00,498.77
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),106.02,2.50,489.62,10177.75,2.74,12.61,15.25,23.22,54.92,146.53,277.00,363.41,489.50,119.15
HTTP Data Sent (KB),127.92,54.20,325.06,12280.40,54.25,54.61,55.53,81.63,123.60,151.19,220.12,239.49,302.84,59.99
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),8031.13,670.44,34402.32,770988.95,980.59,1288.48,1413.87,2245.42,5092.71,11470.77,19488.67,22392.85,25604.57,7112.68
HTTP Receiving (ms),7119.83,88.08,33635.75,683504.06,190.52,654.91,777.64,1486.49,3806.22,9563.04,18455.13,21613.23,24880.82,7077.11
HTTP Sending (ms),0.13,0.09,0.21,12.30,0.09,0.10,0.10,0.11,0.13,0.14,0.16,0.17,0.19,0.02
HTTP Total Time (ms),8031.13,670.44,34402.32,770988.95,980.59,1288.48,1413.87,2245.42,5092.71,11470.77,19488.67,22392.85,25604.57,7112.68
HTTP Waiting (TTFB) (ms),911.17,176.64,3718.29,87472.58,202.08,261.37,325.00,465.20,647.39,965.74,1717.50,2999.88,3717.91,794.77
Input Sequence Length (tokens),29869.05,12621.00,76122.00,2867429.00,12640.00,12781.00,12981.00,19036.25,28825.00,35186.50,51481.50,55833.50,70652.85,14038.04
Inter Chunk Latency (ms),16.15,0.19,635.66,683334.38,2.20,7.58,8.22,8.61,8.96,9.49,10.46,11.90,209.62,40.86
Inter Token Latency (ms),19.22,8.19,92.35,1844.97,8.21,9.01,9.64,11.25,16.14,23.87,30.95,37.58,51.38,11.50
OSL Mismatch Diff % (%),-7.78,-94.68,0.61,-746.98,-88.33,-75.78,-37.30,0.00,0.00,0.00,0.00,0.00,0.48,22.62
Output Sequence Length (tokens),442.03,9.00,2048.00,42435.00,9.00,51.75,62.00,95.50,228.50,611.25,1155.50,1519.25,2048.00,498.71
Output Token Count (tokens),442.03,9.00,2048.00,42435.00,9.00,51.75,62.00,95.50,228.50,611.25,1155.50,1519.25,2048.00,498.71
Output Token Throughput Per User (tokens/sec/user),65.12,10.83,122.15,6251.05,19.84,26.61,32.31,41.89,61.94,88.90,103.74,111.04,121.78,27.32
Prefill Throughput Per User (tokens/sec/user),50696.14,4218.52,206167.71,4866829.67,5698.61,10580.52,15223.96,21866.84,37465.46,67121.82,106584.96,124696.25,179004.91,39324.39
Request Latency (ms),8029.44,661.09,34402.39,770826.05,970.99,1288.54,1412.65,2245.49,5092.76,11470.85,19488.73,22392.92,25604.64,7113.07
Time to First Output Token (ms),911.37,176.85,3718.61,87491.67,202.24,261.56,325.19,465.42,647.58,965.95,1717.70,3000.09,3718.15,794.78
Time to First Token (ms),911.37,176.85,3718.61,87491.67,202.24,261.56,325.19,465.42,647.58,965.95,1717.70,3000.09,3718.15,794.78
Time to Second Token (ms),34.72,0.19,427.62,3332.85,0.23,0.31,0.32,0.44,1.05,4.90,127.95,254.52,427.58,93.47

Metric,Value
Benchmark Duration (sec),98.92
OSL Mismatch Count,11.00
Output Token Throughput (tokens/sec),429.00
Request Count,96.00
Request Throughput (requests/sec),0.97
Total Input Sequence Length (tokens),2867429.00
Total Output Sequence Length (tokens),42435.00
Total Output Tokens (tokens),42435.00
Total Token Throughput (tokens/sec),29417.18


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
