Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),30.20,29.32,30.60,604.01,29.39,29.68,29.79,30.12,30.31,30.37,30.49,30.52,30.58,0.31
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.12,0.00,2.33,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,1.89,0.51
HTTP Connection Overhead (ms),0.19,0.00,3.88,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,3.14,0.85
HTTP Connection Reused (ratio),0.95,0.00,1.00,19.00,0.19,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.22
HTTP Data Received (KB),78.58,19.78,167.74,1571.69,25.29,47.36,49.85,64.60,75.91,86.92,112.24,121.94,158.58,29.68
HTTP Data Sent (KB),3.15,0.28,8.81,62.90,0.29,0.32,0.33,0.48,2.50,4.83,7.13,7.71,8.59,2.68
HTTP DNS Lookup (ms),0.08,0.00,1.55,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,1.26,0.34
HTTP Duration (excl. conn) (ms),9862.93,2490.03,21001.90,197258.60,3169.74,5888.60,6205.59,8135.68,9497.02,10864.26,13968.57,15266.62,19854.84,3710.35
HTTP Receiving (ms),9753.92,2338.39,20852.53,195078.43,3030.24,5797.66,6117.07,7991.50,9426.35,10752.17,13876.76,15147.35,19711.49,3710.14
HTTP Sending (ms),0.24,0.09,2.79,4.76,0.09,0.09,0.09,0.09,0.09,0.12,0.15,0.29,2.29,0.59
HTTP Total Time (ms),9863.12,2490.03,21001.90,197262.48,3169.74,5888.60,6205.59,8135.68,9497.02,10864.26,13968.57,15266.62,19854.84,3710.27
HTTP Waiting (TTFB) (ms),108.77,40.39,151.51,2175.41,41.92,48.03,70.79,88.76,100.37,139.07,145.19,149.38,151.09,32.50
Input Sequence Length (tokens),584.90,13.00,1639.00,11698.00,15.09,23.45,24.90,67.00,439.00,1002.00,1321.50,1444.25,1600.05,516.81
Inter Chunk Latency (ms),32.90,29.34,97.55,195078.21,31.28,31.68,31.90,32.22,32.63,33.14,33.88,34.69,36.28,2.37
Inter Token Latency (ms),32.79,32.48,33.31,655.78,32.48,32.50,32.52,32.57,32.73,32.98,33.13,33.20,33.28,0.25
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
Output Token Count (tokens),298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
Output Token Throughput Per User (tokens/sec/user),30.50,30.02,30.79,609.99,30.04,30.12,30.18,30.32,30.55,30.70,30.75,30.77,30.79,0.23
Prefill Throughput Per User (tokens/sec/user),6419.90,94.07,20939.81,128398.05,107.50,161.26,262.46,686.98,5229.29,10318.78,12104.61,16842.60,20120.37,5979.71
Request Latency (ms),9862.99,2490.09,21001.95,197259.79,3169.80,5888.64,6205.64,8135.73,9497.07,10864.31,13968.62,15266.67,19854.89,3710.34
Time to First Output Token (ms),109.08,40.54,151.70,2181.58,42.07,48.18,70.99,88.91,100.57,141.40,145.35,149.54,151.27,32.63
Time to First Token (ms),109.08,40.54,151.70,2181.58,42.07,48.18,70.99,88.91,100.57,141.40,145.35,149.54,151.27,32.63
Time to Second Token (ms),32.31,31.27,33.78,646.12,31.30,31.43,31.58,31.87,32.07,32.82,33.05,33.42,33.70,0.66
Usage Completion Tokens (tokens),298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
Usage Prompt Tokens (tokens),584.90,13.00,1639.00,11698.00,15.09,23.45,24.90,67.00,439.00,1002.00,1321.50,1444.25,1600.05,516.81
Usage Total Tokens (tokens),883.40,98.00,1904.00,17668.00,119.09,203.45,265.70,487.25,768.50,1314.25,1626.70,1680.75,1859.35,518.56

Metric,Value
Benchmark Duration (sec),197.29
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),30.26
Request Count,20.00
Request Throughput (requests/sec),0.10
Total Input Sequence Length (tokens),11698.00
Total Output Sequence Length (tokens),5970.00
Total Output Tokens (tokens),5970.00
Total Token Throughput (tokens/sec),89.55
Total Usage Completion Tokens (tokens),5970.00
Total Usage Prompt Tokens (tokens),11698.00
Total Usage Total Tokens (tokens),17668.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
