Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),68.88,2.92,123.46,6612.83,3.17,16.53,17.17,54.13,75.81,87.06,104.60,108.62,123.19,29.42
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,194.58,1.00,846.00,18680.00,1.95,3.00,3.00,20.00,52.00,354.25,522.50,584.50,749.10,214.00
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),46.95,0.60,202.80,4507.58,0.83,1.08,1.08,5.18,12.82,85.27,125.36,140.15,179.74,51.22
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2490.36,100.19,10084.36,239074.92,101.66,112.23,175.26,296.22,1053.12,4678.54,5807.31,6694.37,10037.39,2587.48
HTTP Receiving (ms),2108.37,0.00,9625.85,202403.35,0.45,10.40,11.10,148.58,570.91,3964.68,5453.20,6027.37,9195.85,2385.50
HTTP Sending (ms),0.12,0.08,0.19,11.70,0.08,0.09,0.09,0.10,0.12,0.13,0.16,0.17,0.19,0.02
HTTP Total Time (ms),2490.36,100.19,10084.36,239074.92,101.66,112.23,175.26,296.22,1053.12,4678.54,5807.31,6694.37,10037.39,2587.48
HTTP Waiting (TTFB) (ms),381.87,80.41,4289.31,36659.88,81.20,86.96,90.74,142.31,166.47,445.74,887.93,1026.15,2231.91,542.62
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),10.88,0.00,1342.82,202369.74,3.41,5.81,6.20,6.53,6.84,7.16,7.54,8.02,113.84,38.13
Inter Token Latency (ms),10.49,0.24,151.16,996.20,4.63,5.32,5.62,6.78,8.89,10.95,13.04,14.35,25.29,14.82
OSL Mismatch Diff % (%),-1.84,-62.65,0.00,-176.82,-59.10,-0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.04
Output Sequence Length (tokens),195.01,1.00,848.00,18721.00,2.90,3.00,3.00,20.00,52.00,355.00,521.00,584.00,750.15,214.34
Output Token Count (tokens),195.01,1.00,848.00,18721.00,2.90,3.00,3.00,20.00,52.00,355.00,521.00,584.00,750.15,214.34
Output Token Throughput Per User (tokens/sec/user),163.48,6.62,4233.37,15530.85,54.86,69.87,76.71,91.32,112.49,147.42,178.04,188.14,445.53,421.55
Prefill Throughput Per User (tokens/sec/user),30721.36,947.37,69612.38,2949250.87,6476.10,9220.71,11025.71,24327.25,27808.57,39574.69,48692.78,63936.98,69338.09,15003.99
Request Latency (ms),2490.08,100.24,10084.42,239047.69,101.72,112.30,175.33,296.30,1053.19,4678.59,5807.39,6687.43,10037.45,2587.12
Time to First Output Token (ms),382.06,80.59,4289.57,36677.95,81.39,87.12,90.91,142.51,166.65,445.91,888.14,1026.40,2232.07,542.63
Time to First Token (ms),382.06,80.59,4289.57,36677.95,81.39,87.12,90.91,142.51,166.65,445.91,888.14,1026.40,2232.07,542.63
Time to Second Token (ms),43.23,0.00,1342.58,4106.98,0.00,0.09,0.46,2.94,4.14,5.27,6.01,6.61,1220.19,219.24

Metric,Value
Benchmark Duration (sec),60.87
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),307.58
Request Count,96.00
Request Throughput (requests/sec),1.58
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),18721.00
Total Output Tokens (tokens),18721.00
Total Token Throughput (tokens/sec),15175.55


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
