Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),3.21,0.06,13.84,308.04,0.06,0.25,0.37,0.97,2.59,4.44,6.66,9.34,11.89,2.76
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,202.28,1.00,929.00,19419.00,2.90,3.00,3.00,20.00,52.00,364.00,529.00,587.50,852.05,227.62
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.39,0.00,2.00,37.08,0.00,0.00,0.00,0.00,0.00,0.80,1.07,1.21,1.64,0.49
HTTP Connection Overhead (ms),0.39,0.00,2.00,37.08,0.00,0.00,0.00,0.00,0.00,0.80,1.07,1.21,1.64,0.49
HTTP Connection Reused (ratio),0.55,0.00,1.00,53.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.50
HTTP Data Received (KB),48.75,0.60,222.59,4679.63,1.05,1.08,1.08,5.18,12.82,87.34,126.94,140.69,203.65,54.42
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),60058.83,874.06,193709.44,5765647.42,986.28,1324.97,3394.66,13017.55,53710.10,83137.26,148601.54,171514.23,192237.41,52916.90
HTTP Receiving (ms),44804.97,0.00,181011.34,4301276.96,151.68,183.19,375.76,8093.19,23991.76,75038.42,116134.62,138248.54,165380.46,46335.95
HTTP Sending (ms),0.64,0.11,2.25,61.23,0.11,0.14,0.20,0.28,0.39,1.01,1.39,1.52,1.89,0.49
HTTP Total Time (ms),60059.21,874.06,193709.44,5765684.50,986.28,1324.97,3395.04,13017.55,53710.49,83137.36,148602.78,171514.45,192238.19,52917.07
HTTP Waiting (TTFB) (ms),15253.22,669.25,51724.62,1464309.23,688.31,1043.33,1125.12,2600.70,5273.82,32647.89,48712.37,51243.17,51723.96,17772.85
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),222.61,13.74,7742.09,4301186.14,25.76,53.54,56.45,74.32,94.51,98.88,368.90,945.07,2639.33,520.33
Inter Token Latency (ms),493.20,66.92,6712.19,46853.77,77.71,87.01,92.24,164.36,241.54,450.15,957.13,1273.84,5365.26,887.99
OSL Mismatch Diff % (%),-0.81,-77.34,0.00,-78.14,-4.10,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.85
Output Sequence Length (tokens),202.23,1.00,929.00,19414.00,2.90,3.00,3.00,20.00,52.00,364.00,529.00,587.50,852.05,227.57
Output Token Count (tokens),202.23,1.00,929.00,19414.00,2.90,3.00,3.00,20.00,52.00,364.00,529.00,587.50,852.05,227.57
Output Token Throughput Per User (tokens/sec/user),4.83,0.15,14.94,459.02,0.19,0.80,1.05,2.23,4.14,6.09,10.84,11.51,12.89,3.50
Prefill Throughput Per User (tokens/sec/user),2072.18,27.60,9062.57,198929.56,28.00,80.26,110.05,295.90,1202.29,3536.15,5332.42,6132.66,7681.22,2128.72
Request Latency (ms),60058.00,874.21,193709.49,5765567.76,986.43,1325.06,3394.81,13017.71,53710.16,83137.35,148601.60,171514.30,192237.45,52917.23
Time to First Output Token (ms),15253.98,669.65,51725.56,1464381.62,688.75,1044.67,1125.53,2601.83,5274.19,32648.40,48713.06,51244.30,51725.42,17773.03
Time to First Token (ms),15253.98,669.65,51725.56,1464381.62,688.75,1044.67,1125.53,2601.83,5274.19,32648.40,48713.06,51244.30,51725.42,17773.03
Time to Second Token (ms),1719.56,69.09,7742.09,163357.96,69.34,73.08,77.48,89.40,383.40,2531.26,5782.86,7161.00,7740.68,2425.44

Metric,Value
Benchmark Duration (sec),193.71
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),100.22
Request Count,96.00
Request Throughput (requests/sec),0.50
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),19414.00
Total Output Tokens (tokens),19414.00
Total Token Throughput (tokens/sec),4771.85


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
