Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),154.52,76.36,174.49,14833.72,98.79,117.79,139.01,149.39,158.49,165.21,168.88,170.77,172.91,16.59
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),56.64,2.98,177.45,5437.86,4.81,12.81,16.31,28.88,50.04,78.05,106.40,118.21,157.73,36.68
HTTP Data Sent (KB),3.05,0.22,8.87,292.66,0.23,0.24,0.28,0.91,2.57,4.78,6.68,7.38,8.78,2.44
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1459.36,130.91,4432.28,140098.60,177.54,408.28,475.06,712.49,1311.34,1973.03,2620.01,2993.09,3842.86,893.09
HTTP Receiving (ms),1377.15,50.62,4401.71,132206.25,93.96,298.25,388.42,660.13,1213.85,1877.62,2536.22,2910.02,3811.26,898.70
HTTP Sending (ms),0.14,0.08,0.24,13.59,0.09,0.09,0.09,0.11,0.14,0.17,0.18,0.19,0.22,0.04
HTTP Total Time (ms),1459.36,130.91,4432.28,140098.60,177.54,408.28,475.06,712.49,1311.34,1973.03,2620.01,2993.09,3842.86,893.09
HTTP Waiting (TTFB) (ms),82.07,29.71,160.64,7878.75,30.14,30.58,31.28,78.82,83.32,85.39,141.40,152.73,160.42,34.82
Input Sequence Length (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Inter Chunk Latency (ms),5.92,0.84,75.75,132206.03,4.55,5.23,5.42,5.57,5.69,5.80,5.94,6.08,7.03,3.85
Inter Token Latency (ms),5.93,5.38,8.20,569.36,5.59,5.66,5.67,5.70,5.85,6.05,6.33,6.45,6.91,0.35
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Count (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Throughput Per User (tokens/sec/user),169.10,121.92,185.86,16233.99,145.04,155.02,158.03,165.38,170.84,175.45,176.27,176.54,178.79,8.54
Prefill Throughput Per User (tokens/sec/user),7100.77,635.74,22108.57,681673.54,635.82,684.93,917.07,2068.26,6168.55,9633.57,17615.62,19505.57,21861.99,5920.49
Request Latency (ms),1459.43,130.95,4432.34,140105.06,177.60,408.37,475.13,712.55,1311.41,1973.07,2620.07,2993.17,3842.91,893.09
Time to First Output Token (ms),82.28,29.97,160.83,7899.03,30.39,30.76,31.46,79.00,83.54,85.62,141.68,152.90,160.68,34.82
Time to First Token (ms),82.28,29.97,160.83,7899.03,30.39,30.76,31.46,79.00,83.54,85.62,141.68,152.90,160.68,34.82
Time to Second Token (ms),4.88,0.84,5.57,468.27,2.45,4.39,4.53,4.74,4.94,5.15,5.29,5.35,5.48,0.56
Usage Completion Tokens (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Usage Prompt Tokens (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Usage Total Tokens (tokens),888.08,64.00,2278.00,85256.00,88.70,149.00,195.50,494.75,784.00,1241.50,1705.50,1930.75,2168.75,557.20

Metric,Value
Benchmark Duration (sec),70.43
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),319.02
Request Count,96.00
Request Throughput (requests/sec),1.36
Total Input Sequence Length (tokens),62789.00
Total Output Sequence Length (tokens),22467.00
Total Output Tokens (tokens),22467.00
Total Token Throughput (tokens/sec),1210.59
Total Usage Completion Tokens (tokens),22467.00
Total Usage Prompt Tokens (tokens),62789.00
Total Usage Total Tokens (tokens),85256.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
