Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),27.37,22.27,39.19,2627.78,22.72,23.41,24.47,26.09,27.50,28.29,29.02,30.70,38.57,2.67
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,425.27,78.00,1854.00,40826.00,87.50,92.00,125.00,179.75,328.50,540.00,941.50,1146.50,1579.45,344.40
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,0.76,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.08
HTTP Connection Overhead (ms),0.01,0.00,0.76,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.08
HTTP Connection Reused (ratio),0.98,0.00,1.00,94.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),102.04,19.03,443.50,9795.76,21.30,22.40,30.32,43.37,78.92,129.38,225.57,274.25,377.90,82.29
HTTP Data Sent (KB),13.17,1.75,46.57,1264.05,1.93,2.92,3.34,5.51,9.95,18.09,28.43,35.40,41.98,10.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),15201.12,3159.81,67650.33,1459307.76,3180.42,3842.56,4630.94,6879.25,11797.88,20224.84,30284.71,36677.51,57493.51,11839.36
HTTP Receiving (ms),14679.78,2877.77,66762.34,1409258.58,2950.36,3382.57,4216.87,6665.91,10903.01,19560.76,29537.59,36071.59,56867.83,11749.06
HTTP Sending (ms),0.27,0.09,0.96,26.02,0.10,0.15,0.21,0.24,0.27,0.30,0.32,0.32,0.50,0.09
HTTP Total Time (ms),15201.13,3159.81,67650.33,1459308.87,3180.42,3842.56,4630.94,6879.25,11797.88,20224.84,30284.71,36677.51,57493.51,11839.36
HTTP Waiting (TTFB) (ms),521.07,157.70,1823.26,50023.16,165.70,195.26,209.40,290.68,389.34,588.40,897.09,1770.18,1773.28,403.89
Input Sequence Length (tokens),3041.42,393.00,10855.00,291976.00,393.95,664.25,708.50,1284.75,2355.00,4149.50,6616.50,8175.50,9749.20,2376.05
Inter Chunk Latency (ms),34.60,10.14,504.75,1408960.94,22.04,23.47,28.73,29.96,30.95,31.86,32.88,34.10,162.65,25.18
Inter Token Latency (ms),35.21,24.58,42.80,3379.77,25.12,31.22,31.43,34.11,35.16,37.02,38.91,39.96,42.15,3.07
OSL Mismatch Diff % (%),-4.03,-88.14,0.05,-386.83,-71.20,-28.13,-0.68,0.00,0.00,0.00,0.00,0.00,0.00,15.00
Output Sequence Length (tokens),425.11,78.00,1855.00,40811.00,87.50,92.00,125.00,179.75,328.50,539.75,941.00,1145.50,1579.50,344.30
Output Token Count (tokens),425.11,78.00,1855.00,40811.00,87.50,92.00,125.00,179.75,328.50,539.75,941.00,1145.50,1579.50,344.30
Output Token Throughput Per User (tokens/sec/user),28.64,23.36,40.69,2749.62,23.73,25.03,25.70,27.01,28.44,29.32,31.81,32.03,39.82,2.78
Prefill Throughput Per User (tokens/sec/user),6764.31,464.77,23993.50,649373.30,712.12,1289.14,2432.49,3679.15,4643.80,9154.85,13315.42,17498.12,20681.44,4819.84
Request Latency (ms),15198.15,3159.92,67650.44,1459022.43,3180.56,3842.67,4614.36,6879.37,11793.89,20224.96,30284.83,36669.41,57493.64,11837.57
Time to First Output Token (ms),521.47,158.09,1824.29,50061.50,166.06,195.57,209.80,291.01,389.74,588.79,897.51,1770.47,1773.48,403.88
Time to First Token (ms),521.47,158.09,1824.29,50061.50,166.06,195.57,209.80,291.01,389.74,588.79,897.51,1770.47,1773.48,403.88
Time to Second Token (ms),36.42,23.91,316.17,3495.91,23.93,25.74,26.41,27.98,29.62,30.60,32.07,53.81,316.13,41.23

Metric,Value
Benchmark Duration (sec),196.68
OSL Mismatch Count,8.00
Output Token Throughput (tokens/sec),207.50
Request Count,96.00
Request Throughput (requests/sec),0.49
Total Input Sequence Length (tokens),291976.00
Total Output Sequence Length (tokens),40811.00
Total Output Tokens (tokens),40811.00
Total Token Throughput (tokens/sec),1692.06


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
