Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),102.08,61.21,171.38,9799.34,61.74,77.62,84.48,96.24,103.14,109.53,117.58,122.36,130.33,14.73
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,228.27,10.00,740.00,21914.00,20.45,36.75,51.00,101.50,179.00,325.75,459.50,600.00,730.50,170.95
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),55.04,2.77,177.27,5284.06,5.26,9.17,12.61,24.73,43.28,78.49,110.44,143.91,175.42,40.91
HTTP Data Sent (KB),2.28,0.19,8.26,219.14,0.19,0.21,0.24,0.51,1.78,3.54,5.11,5.98,7.59,1.99
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2190.38,161.82,7347.24,210276.27,193.05,421.76,588.86,935.70,1789.13,3195.48,4279.90,5310.28,6452.30,1576.98
HTTP Receiving (ms),2072.38,63.91,7321.81,198948.53,135.42,339.31,470.61,752.68,1628.75,3076.71,4101.97,5199.25,6424.43,1581.03
HTTP Sending (ms),0.12,0.06,0.21,11.52,0.07,0.09,0.10,0.10,0.12,0.13,0.15,0.17,0.19,0.03
HTTP Total Time (ms),2190.38,161.82,7347.24,210276.27,193.05,421.76,588.86,935.70,1789.13,3195.48,4279.90,5310.28,6452.30,1576.98
HTTP Waiting (TTFB) (ms),117.88,25.34,320.19,11316.21,25.77,27.38,30.37,90.66,117.15,148.97,183.49,200.36,232.01,52.40
Input Sequence Length (tokens),467.48,8.00,1875.00,44878.00,8.00,12.75,17.50,69.50,345.00,758.00,1088.50,1420.50,1709.70,443.07
Inter Chunk Latency (ms),9.12,0.67,187.48,198836.29,2.01,5.22,6.36,6.77,7.00,7.22,7.49,7.92,109.83,14.92
Inter Token Latency (ms),9.05,5.55,13.57,868.82,6.71,7.08,7.38,8.22,9.11,9.65,10.45,11.08,12.46,1.29
OSL Mismatch Diff % (%),-0.50,-20.78,0.91,-48.15,-17.98,-0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.05,2.85
Output Sequence Length (tokens),228.24,10.00,740.00,21911.00,20.45,36.75,51.00,101.50,179.00,325.75,459.50,600.00,730.50,170.98
Output Token Count (tokens),228.24,10.00,740.00,21911.00,20.45,36.75,51.00,101.50,179.00,325.75,459.50,600.00,730.50,170.98
Output Token Throughput Per User (tokens/sec/user),112.76,73.71,180.04,10824.73,80.26,90.27,95.71,103.58,109.82,121.59,135.50,141.17,149.42,16.41
Prefill Throughput Per User (tokens/sec/user),3675.01,61.87,15294.34,352800.94,78.32,232.81,312.75,892.78,2993.50,5478.55,7007.96,10398.27,15214.71,3373.98
Request Latency (ms),2189.27,161.89,7347.28,210169.89,193.11,421.81,588.91,935.75,1789.18,3195.53,4279.95,5310.33,6452.36,1577.79
Time to First Output Token (ms),118.06,25.47,320.35,11333.60,25.92,27.50,30.54,90.83,117.34,149.17,183.68,200.53,232.27,52.41
Time to First Token (ms),118.06,25.47,320.35,11333.60,25.92,27.50,30.54,90.83,117.34,149.17,183.68,200.53,232.27,52.41
Time to Second Token (ms),7.24,1.21,111.83,694.88,1.80,2.64,5.25,5.92,6.32,6.53,6.75,7.03,26.45,10.91

Metric,Value
Benchmark Duration (sec),28.47
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),769.56
Request Count,96.00
Request Throughput (requests/sec),3.37
Total Input Sequence Length (tokens),44878.00
Total Output Sequence Length (tokens),21911.00
Total Output Tokens (tokens),21911.00
Total Token Throughput (tokens/sec),2345.76


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
