Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),145.58,81.32,179.52,13976.04,96.42,110.66,115.77,137.32,147.73,158.25,167.45,169.09,175.48,18.89
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,217.90,10.00,740.00,20918.00,17.60,31.00,56.50,104.50,192.00,314.50,427.50,481.00,655.45,149.18
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.89,0.00,3.39,85.08,0.00,0.00,0.00,0.00,0.00,2.86,3.10,3.19,3.33,1.34
HTTP Connection Overhead (ms),1.43,0.00,5.67,137.03,0.00,0.00,0.00,0.00,0.00,4.72,5.11,5.22,5.56,2.22
HTTP Connection Reused (ratio),0.66,0.00,1.00,63.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.47
HTTP Data Received (KB),52.55,2.78,177.14,5044.33,4.56,7.82,13.90,25.46,46.39,75.86,102.66,115.28,157.43,35.70
HTTP Data Sent (KB),2.71,0.19,8.26,260.59,0.19,0.20,0.24,0.74,2.00,4.15,6.24,7.05,7.85,2.30
HTTP DNS Lookup (ms),0.54,0.00,2.28,51.96,0.00,0.00,0.00,0.00,0.00,1.81,2.01,2.08,2.23,0.89
HTTP Duration (excl. conn) (ms),1444.16,122.91,4437.95,138639.76,169.87,258.16,417.83,704.84,1294.68,1892.68,2807.42,3221.76,4133.93,930.84
HTTP Receiving (ms),1358.87,46.90,4405.73,130451.93,94.61,170.88,314.81,622.90,1232.54,1811.06,2724.33,3173.76,4097.94,935.54
HTTP Sending (ms),1.14,0.10,3.94,109.34,0.12,0.13,0.14,0.15,0.20,3.28,3.53,3.69,3.83,1.47
HTTP Total Time (ms),1445.59,122.91,4442.89,138776.80,174.53,258.16,420.37,704.84,1297.24,1892.68,2807.42,3225.31,4139.38,931.13
HTTP Waiting (TTFB) (ms),84.15,24.42,222.52,8078.48,28.51,29.51,31.37,76.76,83.05,88.87,152.32,158.15,173.94,39.18
Input Sequence Length (tokens),581.51,8.00,1875.00,55825.00,8.00,9.75,17.50,112.00,465.00,896.25,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),6.27,1.62,76.71,130450.91,4.06,5.20,5.30,5.53,5.78,6.48,6.67,7.19,8.42,4.37
Inter Token Latency (ms),6.26,5.21,8.15,600.96,5.31,5.35,5.50,5.74,6.20,6.58,7.01,7.28,8.06,0.62
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),217.90,10.00,740.00,20918.00,17.60,31.00,56.50,104.50,192.00,314.50,427.50,481.00,655.45,149.18
Output Token Count (tokens),217.90,10.00,740.00,20918.00,17.60,31.00,56.50,104.50,192.00,314.50,427.50,481.00,655.45,149.18
Output Token Throughput Per User (tokens/sec/user),161.24,122.67,191.90,15479.39,124.14,137.38,142.61,152.07,161.22,174.30,181.85,186.93,188.22,15.28
Prefill Throughput Per User (tokens/sec/user),6023.81,212.31,21712.77,578285.76,217.33,314.15,517.80,1265.84,4808.68,8800.48,14099.82,18124.88,21539.80,5483.76
Request Latency (ms),1444.27,122.98,4438.13,138649.85,170.04,258.22,417.94,704.92,1294.80,1892.74,2807.50,3221.92,4134.14,930.85
Time to First Output Token (ms),85.41,28.13,222.71,8198.94,32.21,33.33,35.13,76.97,83.45,89.29,153.08,158.75,174.16,38.27
Time to First Token (ms),85.41,28.13,222.71,8198.94,32.21,33.33,35.13,76.97,83.45,89.29,153.08,158.75,174.16,38.27
Time to Second Token (ms),5.96,1.62,72.89,571.77,1.89,3.11,4.12,4.49,5.19,5.87,6.10,6.53,24.19,7.15

Metric,Value
Benchmark Duration (sec),95.17
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),219.80
Request Count,96.00
Request Throughput (requests/sec),1.01
Total Input Sequence Length (tokens),55825.00
Total Output Sequence Length (tokens),20918.00
Total Output Tokens (tokens),20918.00
Total Token Throughput (tokens/sec),806.41


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
