Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),39.76,1.13,93.04,3817.38,2.42,3.53,8.23,23.97,41.99,55.26,65.37,73.45,92.61,22.42
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,200.83,1.00,929.00,19280.00,2.90,3.00,3.00,20.00,52.00,371.25,540.50,587.25,852.05,229.57
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),48.41,0.60,222.42,4647.01,1.05,1.08,1.08,5.19,12.83,89.14,129.57,140.80,204.14,54.89
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4699.85,149.26,21006.49,451185.25,165.79,237.52,325.98,507.47,2739.25,7349.15,11038.00,13476.52,20192.20,4955.18
HTTP Receiving (ms),4126.55,0.00,19450.23,396148.62,3.12,12.57,13.53,265.37,2270.53,6539.77,10388.26,12713.90,19428.36,4695.36
HTTP Sending (ms),0.13,0.07,0.23,12.07,0.09,0.10,0.10,0.11,0.12,0.14,0.16,0.18,0.21,0.03
HTTP Total Time (ms),4699.85,149.26,21006.49,451185.25,165.79,237.52,325.98,507.47,2739.25,7349.15,11038.00,13476.52,20192.20,4955.18
HTTP Waiting (TTFB) (ms),573.17,94.12,6423.19,55024.56,96.65,128.53,150.20,210.73,329.30,683.06,1110.07,1504.94,2860.01,771.40
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),20.65,0.21,684.37,396124.81,3.17,5.87,7.02,7.57,8.16,8.99,10.37,118.03,298.99,53.98
Inter Token Latency (ms),34.36,1.64,317.97,3264.28,3.35,6.45,6.91,10.96,16.51,22.19,37.05,255.40,289.19,65.32
OSL Mismatch Diff % (%),-1.73,-65.47,0.00,-165.66,-56.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.73
Output Sequence Length (tokens),200.97,1.00,929.00,19293.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,229.63
Output Token Count (tokens),200.97,1.00,929.00,19293.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,229.63
Output Token Throughput Per User (tokens/sec/user),78.37,3.14,609.99,7445.42,3.46,3.92,27.02,45.07,60.56,91.27,144.71,155.02,308.21,72.29
Prefill Throughput Per User (tokens/sec/user),19959.92,2398.06,46484.25,1916152.59,2639.33,3460.55,6345.85,11664.93,19805.42,23814.34,38150.77,40816.31,45639.04,10882.46
Request Latency (ms),4699.66,149.31,21006.53,451167.79,165.86,237.58,326.04,507.52,2735.51,7349.21,11038.05,13476.58,20192.28,4955.20
Time to First Output Token (ms),573.36,94.28,6423.49,55042.99,96.80,128.70,150.38,210.90,329.49,683.25,1110.29,1505.12,2860.19,771.41
Time to First Token (ms),573.36,94.28,6423.49,55042.99,96.80,128.70,150.38,210.90,329.49,683.25,1110.29,1505.12,2860.19,771.41
Time to Second Token (ms),43.05,0.32,323.99,4089.96,0.34,0.69,1.18,4.06,5.66,7.62,213.27,282.94,323.97,88.30

Metric,Value
Benchmark Duration (sec),57.83
OSL Mismatch Count,3.00
Output Token Throughput (tokens/sec),333.62
Request Count,96.00
Request Throughput (requests/sec),1.66
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),19293.00
Total Output Tokens (tokens),19293.00
Total Token Throughput (tokens/sec),15982.33


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
