Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),13.76,13.64,13.85,275.11,13.64,13.65,13.67,13.71,13.77,13.80,13.83,13.83,13.85,0.06
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.11,0.00,2.12,2.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,1.72,0.46
HTTP Connection Overhead (ms),0.18,0.00,3.54,3.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,2.87,0.77
HTTP Connection Reused (ratio),0.95,0.00,1.00,19.00,0.19,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.22
HTTP Data Received (KB),77.45,19.46,165.56,1549.04,24.91,46.71,49.17,63.75,74.83,85.47,110.76,119.91,156.43,29.28
HTTP Data Sent (KB),3.14,0.28,8.80,62.82,0.28,0.32,0.32,0.48,2.50,4.82,7.13,7.70,8.58,2.68
HTTP DNS Lookup (ms),0.07,0.00,1.42,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.15,0.31
HTTP Duration (excl. conn) (ms),21702.04,5269.18,46443.64,434040.74,6809.05,12968.52,13670.55,17787.72,20952.38,23937.85,30955.26,33745.27,43903.97,8253.96
HTTP Receiving (ms),21623.06,5195.41,46367.03,432461.10,6734.94,12893.06,13591.38,17709.84,20874.48,23860.58,30878.98,33669.14,43827.45,8254.20
HTTP Sending (ms),0.23,0.09,2.50,4.54,0.09,0.09,0.09,0.09,0.10,0.14,0.15,0.27,2.06,0.52
HTTP Total Time (ms),21702.21,5269.18,46443.64,434044.28,6809.05,12968.52,13670.55,17787.72,20952.38,23937.85,30955.26,33745.27,43903.97,8253.88
HTTP Waiting (TTFB) (ms),78.76,73.67,88.79,1575.10,74.01,75.34,75.46,76.16,77.82,80.47,82.81,83.35,87.70,3.46
Input Sequence Length (tokens),608.80,40.00,1665.00,12176.00,42.09,50.45,51.90,94.00,462.00,1026.75,1346.00,1456.00,1623.20,514.59
Inter Chunk Latency (ms),72.68,68.73,80.82,432460.86,70.60,71.10,71.34,71.76,72.29,73.12,74.55,76.07,77.88,1.49
Inter Token Latency (ms),72.67,72.16,73.26,1453.50,72.18,72.27,72.31,72.45,72.63,72.91,73.13,73.20,73.25,0.31
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
Output Token Count (tokens),298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
Output Token Throughput Per User (tokens/sec/user),13.76,13.65,13.86,275.20,13.65,13.66,13.67,13.72,13.77,13.80,13.83,13.84,13.85,0.06
Prefill Throughput Per User (tokens/sec/user),7474.32,528.70,18720.20,149486.46,556.41,667.25,701.40,1229.89,5962.56,12588.60,16212.58,17432.47,18462.66,6072.14
Request Latency (ms),21702.09,5269.23,46443.70,434041.90,6809.10,12968.56,13670.61,17787.76,20952.43,23937.90,30955.31,33745.32,43904.03,8253.96
Time to First Output Token (ms),79.05,73.82,88.94,1581.03,74.16,75.52,75.65,76.31,78.41,80.77,83.02,83.50,87.85,3.46
Time to First Token (ms),79.05,73.82,88.94,1581.03,74.16,75.52,75.65,76.31,78.41,80.77,83.02,83.50,87.85,3.46
Time to Second Token (ms),72.00,70.79,76.54,1439.98,70.80,70.86,71.06,71.24,71.61,72.25,73.32,73.59,75.95,1.27
Usage Completion Tokens (tokens),298.50,73.00,641.00,5970.00,94.28,179.40,188.60,244.75,288.00,329.50,427.20,465.25,605.85,113.87
Usage Prompt Tokens (tokens),608.80,40.00,1665.00,12176.00,42.09,50.45,51.90,94.00,462.00,1026.75,1346.00,1456.00,1623.20,514.59
Usage Total Tokens (tokens),907.30,125.00,1930.00,18146.00,146.09,230.45,292.70,514.25,791.50,1339.00,1651.20,1692.50,1882.50,516.48

Metric,Value
Benchmark Duration (sec),434.08
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),13.75
Request Count,20.00
Request Throughput (requests/sec),0.05
Total Input Sequence Length (tokens),12176.00
Total Output Sequence Length (tokens),5970.00
Total Output Tokens (tokens),5970.00
Total Token Throughput (tokens/sec),41.80
Total Usage Completion Tokens (tokens),5970.00
Total Usage Prompt Tokens (tokens),12176.00
Total Usage Total Tokens (tokens),18146.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
