Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),29.16,0.76,55.55,2799.49,1.16,6.61,8.01,20.07,32.14,38.02,44.01,49.04,53.71,13.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,206.56,1.00,929.00,19830.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,230.60
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),49.76,0.60,222.74,4776.76,1.05,1.08,1.08,5.19,12.82,89.05,129.74,140.81,204.24,55.14
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),6411.39,258.05,30937.34,615493.47,258.18,279.99,402.33,656.56,3375.12,10506.61,15522.59,18435.24,30752.05,7200.60
HTTP Receiving (ms),5083.94,0.00,29234.28,488057.87,30.18,32.74,33.37,364.72,1507.47,9422.03,13088.89,14167.90,25491.30,6091.36
HTTP Sending (ms),0.24,0.09,0.33,23.01,0.09,0.17,0.20,0.22,0.24,0.26,0.28,0.30,0.31,0.04
HTTP Total Time (ms),6411.39,258.05,30937.34,615493.47,258.18,279.99,402.33,656.56,3375.12,10506.61,15522.59,18435.24,30752.05,7200.60
HTTP Waiting (TTFB) (ms),1327.21,193.21,20031.60,127412.59,194.65,213.37,223.91,260.98,401.98,1577.77,3064.63,4232.34,8986.79,2395.71
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),24.74,0.09,7006.18,488037.27,13.84,16.82,17.26,17.88,18.69,20.04,21.47,23.98,92.01,108.07
Inter Token Latency (ms),30.83,15.87,871.95,2928.40,15.94,16.44,16.89,17.85,18.67,23.13,29.37,37.18,147.40,87.33
OSL Mismatch Diff % (%),-0.12,-11.55,0.00,-11.68,-0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17
Output Sequence Length (tokens),206.56,1.00,929.00,19830.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,230.57
Output Token Count (tokens),206.56,1.00,929.00,19830.00,2.90,3.00,3.00,20.00,52.00,371.25,541.00,587.50,852.05,230.57
Output Token Throughput Per User (tokens/sec/user),49.06,1.15,63.01,4661.15,9.36,26.91,34.15,43.24,53.57,56.01,59.22,60.82,62.74,11.25
Prefill Throughput Per User (tokens/sec/user),11637.44,2468.02,31379.25,1117194.19,3780.78,4393.29,4932.01,6309.96,6674.61,17199.06,23185.37,27479.61,27848.89,7337.42
Request Latency (ms),6411.29,258.17,30937.41,615484.08,258.28,280.10,402.42,656.64,3375.20,10506.75,15522.71,18435.36,30752.12,7200.56
Time to First Output Token (ms),1327.57,193.52,20031.81,127446.82,194.99,213.73,224.25,261.32,402.34,1578.14,3065.02,4232.77,8987.17,2395.70
Time to First Token (ms),1327.57,193.52,20031.81,127446.82,194.99,213.73,224.25,261.32,402.34,1578.14,3065.02,4232.77,8987.17,2395.70
Time to Second Token (ms),13.69,0.10,48.15,1300.28,0.33,1.43,7.50,12.23,14.51,16.04,17.62,18.71,23.63,5.71

Metric,Value
Benchmark Duration (sec),308.31
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),64.32
Request Count,96.00
Request Throughput (requests/sec),0.31
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),19830.00
Total Output Tokens (tokens),19830.00
Total Token Throughput (tokens/sec),2999.52


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
