Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),102.76,64.67,127.09,9864.89,77.31,87.12,94.89,98.03,102.59,106.85,113.05,119.06,126.03,9.66
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,233.96,10.00,740.00,22460.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.17
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),56.62,2.96,177.55,5435.28,4.81,12.82,16.29,28.93,50.03,78.07,106.33,118.23,157.51,36.66
HTTP Data Sent (KB),3.05,0.22,8.87,292.66,0.23,0.24,0.28,0.91,2.57,4.78,6.68,7.38,8.78,2.44
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2238.02,154.55,6999.40,214849.99,216.34,576.07,670.54,1086.37,1977.80,3010.40,4211.48,4813.74,6233.02,1428.69
HTTP Receiving (ms),2140.44,70.26,6963.40,205482.58,128.57,449.01,585.88,992.27,1848.64,2937.33,4094.21,4730.82,6196.55,1426.20
HTTP Sending (ms),0.13,0.09,0.24,12.67,0.09,0.09,0.10,0.12,0.13,0.14,0.16,0.16,0.18,0.02
HTTP Total Time (ms),2238.02,154.55,6999.40,214849.99,216.34,576.07,670.54,1086.37,1977.80,3010.40,4211.48,4813.74,6233.02,1428.69
HTTP Waiting (TTFB) (ms),97.45,28.85,184.24,9354.74,34.65,35.96,36.37,83.30,84.51,137.47,159.26,184.02,184.17,43.17
Input Sequence Length (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Inter Chunk Latency (ms),9.20,2.08,83.64,205482.31,2.73,6.70,7.37,7.62,7.79,7.95,8.11,8.37,68.96,9.61
Inter Token Latency (ms),9.13,7.61,11.40,876.83,7.64,7.79,7.87,8.69,9.21,9.64,10.01,10.13,10.64,0.77
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Count (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Output Token Throughput Per User (tokens/sec/user),110.28,87.74,131.37,10587.00,94.00,98.73,99.88,103.70,108.55,115.04,127.13,128.43,130.96,9.54
Prefill Throughput Per User (tokens/sec/user),6494.07,119.50,23086.68,623430.96,245.11,547.73,682.28,1389.55,5924.85,9399.56,12488.19,18369.45,22156.91,5587.29
Request Latency (ms),2238.09,154.63,6999.45,214856.20,216.40,576.13,670.59,1086.43,1977.85,3010.47,4211.54,4813.81,6233.08,1428.69
Time to First Output Token (ms),97.64,29.01,184.46,9373.89,34.88,36.16,36.58,83.49,84.68,137.67,159.46,184.28,184.41,43.18
Time to First Token (ms),97.64,29.01,184.46,9373.89,34.88,36.16,36.58,83.49,84.68,137.67,159.46,184.28,184.41,43.18
Time to Second Token (ms),6.67,2.35,8.25,640.74,2.42,4.33,4.79,6.74,7.08,7.25,7.42,7.54,7.75,1.18
Usage Completion Tokens (tokens),234.03,10.00,740.00,22467.00,17.60,51.00,65.50,118.00,206.50,323.50,440.50,491.00,655.45,153.21
Usage Prompt Tokens (tokens),654.05,20.00,1947.00,62789.00,20.00,21.75,29.50,174.25,544.00,1034.00,1514.50,1661.25,1890.00,552.52
Usage Total Tokens (tokens),888.08,64.00,2278.00,85256.00,88.70,149.00,195.50,494.75,784.00,1241.50,1705.50,1930.75,2168.75,557.20

Metric,Value
Benchmark Duration (sec),27.82
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),807.51
Request Count,96.00
Request Throughput (requests/sec),3.45
Total Input Sequence Length (tokens),62789.00
Total Output Sequence Length (tokens),22467.00
Total Output Tokens (tokens),22467.00
Total Token Throughput (tokens/sec),3064.27
Total Usage Completion Tokens (tokens),22467.00
Total Usage Prompt Tokens (tokens),62789.00
Total Usage Total Tokens (tokens),85256.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
