Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),76.20,17.91,133.97,7315.15,20.21,27.74,32.13,63.57,80.78,93.79,103.85,112.96,131.89,26.32
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,894.94,15.00,2048.00,85914.00,15.95,29.00,55.00,86.75,546.00,2046.25,2048.00,2048.00,2048.00,841.54
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),214.52,3.95,491.31,20593.62,4.17,7.28,13.51,21.15,131.08,489.06,490.45,490.62,491.27,201.37
HTTP Data Sent (KB),115.93,47.65,303.29,11129.65,47.91,48.47,49.49,71.35,107.06,139.16,205.84,223.71,260.72,57.68
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),10562.77,306.17,27796.48,1014025.54,350.59,581.45,894.77,2029.30,5768.50,21157.89,23917.41,25433.49,27360.12,9446.50
HTTP Receiving (ms),9464.75,101.28,25709.27,908615.95,107.84,217.61,439.11,851.96,5294.08,19017.52,22850.90,23540.21,25432.30,9018.89
HTTP Sending (ms),0.13,0.09,0.24,12.34,0.09,0.10,0.10,0.11,0.12,0.14,0.16,0.18,0.22,0.03
HTTP Total Time (ms),10562.77,306.17,27796.48,1014025.54,350.59,581.45,894.77,2029.30,5768.50,21157.89,23917.41,25433.49,27360.12,9446.50
HTTP Waiting (TTFB) (ms),1097.89,182.48,5229.94,105397.26,184.97,195.75,236.18,390.70,661.88,1594.73,2203.41,3313.66,4473.65,1006.06
Input Sequence Length (tokens),29906.82,12621.00,78651.00,2871055.00,12656.15,12797.75,13041.00,18995.50,26862.50,35494.00,53363.00,58335.00,75096.10,15016.71
Inter Chunk Latency (ms),10.59,0.00,639.22,907761.28,4.81,6.43,6.87,7.28,7.60,7.85,8.09,8.34,151.09,30.11
Inter Token Latency (ms),10.97,6.34,43.07,1053.39,6.65,6.96,7.17,7.55,10.00,11.49,13.79,19.48,39.96,6.17
OSL Mismatch Diff % (%),-56.33,-99.32,0.00,-5407.23,-99.27,-98.63,-97.36,-95.80,-73.39,0.00,0.00,0.00,0.00,41.12
Output Sequence Length (tokens),894.46,14.00,2048.00,85868.00,14.95,28.00,54.00,86.00,545.00,2048.00,2048.00,2048.00,2048.00,842.18
Output Token Count (tokens),894.46,14.00,2048.00,85868.00,14.95,28.00,54.00,86.00,545.00,2048.00,2048.00,2048.00,2048.00,842.18
Output Token Throughput Per User (tokens/sec/user),105.01,23.22,157.62,10081.18,25.03,51.77,72.50,87.07,100.02,132.47,139.52,143.69,150.39,29.95
Prefill Throughput Per User (tokens/sec/user),48286.11,6918.30,180243.65,4635466.67,7353.94,15503.73,16789.57,19833.74,22240.55,60459.30,125306.85,143591.10,176529.76,43140.90
Request Latency (ms),10553.93,298.01,27796.54,1013177.49,342.24,573.01,829.60,2020.83,5760.33,21157.95,23917.48,25431.48,27360.17,9451.98
Time to First Output Token (ms),1098.09,182.73,5230.13,105416.21,185.12,195.95,236.35,390.96,662.06,1594.99,2203.60,3313.90,4473.90,1006.07
Time to First Token (ms),1098.09,182.73,5230.13,105416.21,185.12,195.95,236.35,390.96,662.06,1594.99,2203.60,3313.90,4473.90,1006.07
Time to Second Token (ms),9.22,0.11,273.12,885.18,0.12,0.17,0.21,0.29,0.79,2.54,3.98,5.91,243.76,41.46

Metric,Value
Benchmark Duration (sec),260.10
OSL Mismatch Count,69.00
Output Token Throughput (tokens/sec),330.14
Request Count,96.00
Request Throughput (requests/sec),0.37
Total Input Sequence Length (tokens),2871055.00
Total Output Sequence Length (tokens),85868.00
Total Output Tokens (tokens),85868.00
Total Token Throughput (tokens/sec),11368.52


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
