Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),14.44,13.84,14.61,288.73,13.91,14.19,14.37,14.40,14.49,14.52,14.54,14.57,14.60,0.16
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.02,0.00,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.32,0.09
HTTP Connection Overhead (ms),0.02,0.00,0.39,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.32,0.09
HTTP Connection Reused (ratio),0.95,0.00,1.00,19.00,0.19,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.22
HTTP Data Received (KB),78.86,19.46,165.56,1577.21,24.91,46.71,49.17,60.12,74.84,88.43,118.40,128.04,158.05,31.51
HTTP Data Sent (KB),3.22,0.28,8.80,64.49,0.28,0.29,0.32,0.48,3.07,4.82,7.13,7.70,8.58,2.68
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),21021.68,5135.76,44202.53,420433.53,6579.77,12355.81,12977.81,16071.74,19791.56,23681.80,31626.29,34137.85,42189.60,8394.81
HTTP Receiving (ms),20806.72,4924.12,43983.86,416134.35,6368.61,12146.58,12765.20,15835.52,19653.02,23439.25,31407.36,33852.67,41957.62,8388.25
HTTP Sending (ms),0.25,0.18,0.53,4.97,0.18,0.19,0.19,0.22,0.23,0.27,0.28,0.30,0.48,0.07
HTTP Total Time (ms),21021.70,5135.76,44202.53,420433.92,6579.77,12355.81,12977.81,16071.74,19791.76,23681.80,31626.29,34137.85,42189.60,8394.81
HTTP Waiting (TTFB) (ms),214.71,80.68,288.49,4294.21,93.59,145.20,201.62,211.12,215.59,235.13,244.34,247.13,280.22,39.83
Input Sequence Length (tokens),625.90,40.00,1665.00,12518.00,40.95,44.75,50.40,94.00,635.50,1026.75,1346.00,1456.00,1623.20,513.21
Inter Chunk Latency (ms),68.74,63.94,210.32,416134.19,66.60,67.17,67.39,67.79,68.27,68.96,70.69,71.85,73.45,3.39
Inter Token Latency (ms),68.70,68.04,71.57,1373.93,68.05,68.08,68.11,68.40,68.57,68.74,68.93,69.07,71.07,0.71
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Output Token Count (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Output Token Throughput Per User (tokens/sec/user),14.56,13.97,14.70,291.17,14.07,14.48,14.51,14.55,14.58,14.62,14.68,14.69,14.70,0.15
Prefill Throughput Per User (tokens/sec/user),3203.67,188.06,12648.26,64073.40,191.86,207.06,240.22,447.13,2421.00,4781.05,6345.63,7968.22,11712.25,3136.60
Request Latency (ms),21021.78,5135.88,44202.65,420435.70,6579.88,12355.90,12977.93,16071.86,19791.64,23681.93,31626.38,34137.96,42189.72,8394.81
Time to First Output Token (ms),215.08,80.96,288.81,4301.51,93.92,145.78,201.99,211.46,215.95,235.51,244.71,247.53,280.55,39.82
Time to First Token (ms),215.08,80.96,288.81,4301.51,93.92,145.78,201.99,211.46,215.95,235.51,244.71,247.53,280.55,39.82
Time to Second Token (ms),68.10,66.72,69.49,1362.02,66.75,66.89,67.03,67.40,68.09,68.64,69.27,69.33,69.46,0.84
Usage Completion Tokens (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Usage Prompt Tokens (tokens),625.90,40.00,1665.00,12518.00,40.95,44.75,50.40,94.00,635.50,1026.75,1346.00,1456.00,1623.20,513.21
Usage Total Tokens (tokens),929.90,125.00,1930.00,18598.00,146.09,230.45,247.70,514.25,923.50,1339.00,1651.20,1692.50,1882.50,522.45

Metric,Value
Benchmark Duration (sec),216.42
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),28.09
Request Count,20.00
Request Throughput (requests/sec),0.09
Total Input Sequence Length (tokens),12518.00
Total Output Sequence Length (tokens),6080.00
Total Output Tokens (tokens),6080.00
Total Token Throughput (tokens/sec),85.94
Total Usage Completion Tokens (tokens),6080.00
Total Usage Prompt Tokens (tokens),12518.00
Total Usage Total Tokens (tokens),18598.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
