Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),23.16,2.21,78.73,2223.77,2.66,5.25,7.20,14.49,20.47,26.47,46.95,59.32,66.88,15.31
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,386.08,10.00,2048.00,37064.00,19.50,57.25,68.50,95.75,214.50,398.50,1059.00,1603.75,1993.85,465.48
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,0.76,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.09
HTTP Connection Overhead (ms),0.01,0.00,0.76,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.09
HTTP Connection Reused (ratio),0.98,0.00,1.00,94.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.14
HTTP Data Received (KB),92.68,2.74,490.64,8896.97,5.01,14.08,16.76,23.26,51.71,95.69,253.09,383.78,476.81,111.27
HTTP Data Sent (KB),127.92,54.20,325.06,12280.40,54.25,54.61,55.53,81.63,123.60,151.19,220.12,239.49,302.84,59.99
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),15283.61,1012.82,65141.02,1467227.02,1328.41,2968.48,4393.29,7254.58,12478.56,18690.66,30746.48,35138.48,62325.95,11679.03
HTTP Receiving (ms),10333.97,107.65,61445.51,992061.04,241.18,1117.68,1728.16,3569.84,6916.38,12841.36,22498.85,27138.06,58470.06,10928.71
HTTP Sending (ms),0.16,0.10,1.04,15.24,0.10,0.10,0.11,0.12,0.14,0.16,0.22,0.24,0.58,0.11
HTTP Total Time (ms),15283.63,1012.82,65141.02,1467228.15,1328.41,2968.48,4393.29,7254.58,12478.56,18690.66,30746.48,35138.48,62325.95,11679.04
HTTP Waiting (TTFB) (ms),4949.49,271.56,12978.15,475150.74,421.54,707.01,806.41,2719.71,4298.89,7072.40,9843.55,10521.09,12294.54,3189.24
Input Sequence Length (tokens),29869.05,12621.00,76122.00,2867429.00,12640.00,12781.00,12981.00,19036.25,28825.00,35186.50,51481.50,55833.50,70652.85,14038.04
Inter Chunk Latency (ms),26.84,0.28,974.47,991600.97,4.94,7.07,8.46,10.98,12.10,12.88,13.77,163.77,366.50,65.14
Inter Token Latency (ms),33.18,11.16,104.48,3185.25,11.57,11.96,12.46,22.13,32.88,38.26,45.21,74.21,94.85,17.40
OSL Mismatch Diff % (%),-11.18,-97.44,1.04,-1073.57,-96.02,-76.51,-58.80,0.00,0.00,0.00,0.00,0.00,0.14,25.73
Output Sequence Length (tokens),385.89,9.00,2047.00,37045.00,18.50,57.25,68.50,95.50,214.50,398.50,1059.50,1604.00,1993.80,465.42
Output Token Count (tokens),385.89,9.00,2047.00,37045.00,18.50,57.25,68.50,95.50,214.50,398.50,1059.50,1604.00,1993.80,465.42
Output Token Throughput Per User (tokens/sec/user),39.23,9.57,89.62,3766.30,10.55,13.48,22.12,26.14,30.41,45.20,80.27,83.62,86.41,21.70
Prefill Throughput Per User (tokens/sec/user),11575.68,1240.16,87446.42,1111265.48,1682.83,1949.19,2783.44,4105.71,5845.58,11261.21,28622.19,42847.26,68331.86,14597.82
Request Latency (ms),15278.90,999.05,65141.10,1466774.26,1327.77,2965.11,4386.56,7254.64,12478.64,18541.21,30742.38,35138.54,62326.01,11678.66
Time to First Output Token (ms),4949.72,271.73,12978.35,475173.29,421.73,707.24,806.58,2719.92,4299.06,7072.68,9843.76,10521.64,12294.75,3189.26
Time to First Token (ms),4949.72,271.73,12978.35,475173.29,421.73,707.24,806.58,2719.92,4299.06,7072.68,9843.76,10521.64,12294.75,3189.26
Time to Second Token (ms),133.94,0.45,522.72,12858.69,0.48,0.60,0.91,4.19,42.11,278.33,355.65,384.26,514.39,152.74

Metric,Value
Benchmark Duration (sec),101.03
OSL Mismatch Count,20.00
Output Token Throughput (tokens/sec),366.66
Request Count,96.00
Request Throughput (requests/sec),0.95
Total Input Sequence Length (tokens),2867429.00
Total Output Sequence Length (tokens),37045.00
Total Output Tokens (tokens),37045.00
Total Token Throughput (tokens/sec),28747.22


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
