Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),93.87,30.98,155.95,9011.32,35.66,41.51,47.45,69.59,89.58,115.07,146.08,151.03,155.67,32.57
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,406.18,16.00,2046.00,38993.00,16.00,29.50,40.00,50.00,79.50,254.25,2028.50,2043.25,2046.00,688.46
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),98.12,4.64,492.30,9419.58,4.64,7.89,10.18,12.72,19.86,61.95,486.56,490.29,492.25,165.07
HTTP Data Sent (KB),114.71,47.69,268.18,11012.45,47.73,48.34,49.25,71.61,107.90,140.54,199.07,213.31,262.63,54.11
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3281.68,347.60,19149.78,315041.55,348.61,392.85,527.84,701.85,1056.32,2137.51,13374.58,13733.72,17452.67,4854.32
HTTP Receiving (ms),2833.85,87.84,17809.05,272049.87,88.44,207.92,244.12,329.81,507.12,1997.52,12858.82,13409.28,17053.89,4806.63
HTTP Sending (ms),0.13,0.09,0.20,12.48,0.09,0.09,0.10,0.11,0.13,0.14,0.17,0.19,0.20,0.03
HTTP Total Time (ms),3281.68,347.60,19149.78,315041.55,348.61,392.85,527.84,701.85,1056.32,2137.51,13374.58,13733.72,17452.67,4854.32
HTTP Waiting (TTFB) (ms),447.70,122.74,1542.79,42979.20,127.30,137.88,192.92,269.70,403.03,516.29,736.36,1044.50,1511.76,282.54
Input Sequence Length (tokens),29645.64,12632.00,76884.00,2845981.00,12651.95,12793.00,12992.50,18938.00,27835.00,36269.00,51127.00,55375.50,70402.15,14129.93
Inter Chunk Latency (ms),6.98,0.00,685.88,271725.83,4.28,5.91,6.04,6.17,6.31,6.48,6.86,7.01,8.29,11.64
Inter Token Latency (ms),6.79,5.10,12.08,652.19,5.17,5.84,5.96,6.19,6.37,6.75,8.14,9.04,11.87,1.25
OSL Mismatch Diff % (%),-14.91,-97.61,0.00,-1431.21,-96.35,-81.66,-61.11,-13.30,0.00,0.00,0.00,0.00,0.00,27.17
Output Sequence Length (tokens),408.16,17.00,2048.00,39183.00,17.00,30.50,41.00,51.75,80.50,256.25,2037.50,2048.00,2048.00,689.98
Output Token Count (tokens),408.16,17.00,2048.00,39183.00,17.00,30.50,41.00,51.75,80.50,256.25,2037.50,2048.00,2048.00,689.98
Output Token Throughput Per User (tokens/sec/user),150.89,82.81,196.23,14485.38,84.27,111.02,122.91,148.20,157.03,161.56,167.76,171.29,193.28,20.59
Prefill Throughput Per User (tokens/sec/user),84788.30,17756.38,233505.19,8139677.12,20160.12,27113.11,27778.60,45657.39,72525.61,117939.71,149600.55,206598.59,227935.71,52626.77
Request Latency (ms),3278.37,341.81,19149.83,314723.98,347.37,386.08,527.23,701.88,1056.38,2130.49,13374.66,13733.79,17452.73,4855.04
Time to First Output Token (ms),447.90,122.92,1542.96,42998.15,127.45,138.03,193.11,269.97,403.24,516.48,736.59,1044.68,1511.96,282.54
Time to First Token (ms),447.90,122.92,1542.96,42998.15,127.45,138.03,193.11,269.97,403.24,516.48,736.59,1044.68,1511.96,282.54
Time to Second Token (ms),2.98,0.00,93.92,286.37,0.00,0.00,0.00,0.00,0.23,1.06,3.32,19.20,27.51,10.74
Usage Completion Tokens (tokens),408.16,17.00,2048.00,39183.00,17.00,30.50,41.00,51.75,80.50,256.25,2037.50,2048.00,2048.00,689.98
Usage Prompt Tokens (tokens),29645.64,12632.00,76884.00,2845981.00,12651.95,12793.00,12992.50,18938.00,27835.00,36269.00,51127.00,55375.50,70402.15,14129.93
Usage Total Tokens (tokens),30053.79,12705.00,78932.00,2885164.00,12724.00,12878.00,13081.00,19067.00,27977.50,36645.00,51652.00,55459.75,70555.85,14394.45

Metric,Value
Benchmark Duration (sec),157.89
OSL Mismatch Count,32.00
Output Token Throughput (tokens/sec),248.17
Request Count,96.00
Request Throughput (requests/sec),0.61
Total Input Sequence Length (tokens),2845981.00
Total Output Sequence Length (tokens),39183.00
Total Output Tokens (tokens),39183.00
Total Token Throughput (tokens/sec),18273.42
Total Usage Completion Tokens (tokens),39183.00
Total Usage Prompt Tokens (tokens),2845981.00
Total Usage Total Tokens (tokens),2885164.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
