Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),24.87,12.64,34.94,2387.36,14.79,18.97,19.70,21.27,23.77,29.13,31.87,33.16,34.89,4.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,225.61,10.00,651.00,21659.00,17.60,51.00,65.50,116.75,203.50,319.75,434.00,481.00,641.50,143.72
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.64,0.00,1.50,61.70,0.00,0.00,0.00,0.00,0.87,1.08,1.23,1.30,1.47,0.53
HTTP Connection Overhead (ms),0.64,0.00,1.50,61.70,0.00,0.00,0.00,0.00,0.87,1.08,1.23,1.30,1.47,0.53
HTTP Connection Reused (ratio),0.38,0.00,1.00,36.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),54.35,2.75,156.08,5217.61,4.58,12.61,16.03,28.29,49.05,76.88,104.23,115.30,154.01,34.38
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),9065.33,791.23,23496.09,870272.00,883.69,2219.51,2897.05,4312.31,7893.40,11562.06,18568.16,21124.35,23415.10,5834.32
HTTP Receiving (ms),8828.73,391.03,23394.11,847557.65,736.57,2115.39,2589.37,4142.09,7645.54,11263.45,18335.82,20990.06,23314.86,5844.85
HTTP Sending (ms),0.99,0.15,1.98,95.23,0.18,0.24,0.28,0.37,1.19,1.47,1.64,1.76,1.86,0.56
HTTP Total Time (ms),9065.98,791.23,23496.99,870333.70,884.79,2220.63,2897.63,4313.09,7894.51,11562.27,18568.60,21125.10,23416.13,5834.38
HTTP Waiting (TTFB) (ms),235.62,73.17,718.45,22619.12,85.95,100.54,123.06,147.98,185.92,305.28,402.50,433.13,696.20,129.49
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),39.32,8.85,290.99,847431.49,20.59,26.93,28.43,29.61,40.46,42.52,44.13,55.86,130.53,18.15
Inter Token Latency (ms),40.01,25.65,54.60,3841.21,27.73,29.56,30.41,33.24,41.57,45.56,47.76,48.96,53.00,6.84
OSL Mismatch Diff % (%),-1.74,-76.68,0.00,-166.92,-64.43,-0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.22
Output Sequence Length (tokens),225.54,10.00,651.00,21652.00,17.60,51.00,65.50,116.75,203.50,319.75,434.00,480.75,641.50,143.69
Output Token Count (tokens),225.54,10.00,651.00,21652.00,17.60,51.00,65.50,116.75,203.50,319.75,434.00,480.75,641.50,143.69
Output Token Throughput Per User (tokens/sec/user),25.79,18.31,38.99,2476.14,18.87,20.42,20.94,21.95,24.06,30.09,32.89,33.83,36.07,4.74
Prefill Throughput Per User (tokens/sec/user),2304.16,18.43,8347.46,221199.27,41.71,87.21,133.44,1123.63,2439.99,3612.85,4024.23,4486.06,5410.73,1577.37
Request Latency (ms),9064.18,791.36,23496.25,870160.83,883.88,2197.53,2897.18,4312.45,7893.59,11562.17,18546.66,21124.49,23415.23,5833.85
Time to First Output Token (ms),236.76,75.11,719.21,22729.34,86.32,101.79,124.09,149.05,186.46,306.08,403.60,434.45,697.65,129.51
Time to First Token (ms),236.76,75.11,719.21,22729.34,86.32,101.79,124.09,149.05,186.46,306.08,403.60,434.45,697.65,129.51
Time to Second Token (ms),42.39,12.19,148.69,4069.25,16.47,20.61,26.79,29.64,41.40,43.05,52.62,101.14,146.18,23.39

Metric,Value
Benchmark Duration (sec),101.51
OSL Mismatch Count,4.00
Output Token Throughput (tokens/sec),213.30
Request Count,96.00
Request Throughput (requests/sec),0.95
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),21652.00
Total Output Tokens (tokens),21652.00
Total Token Throughput (tokens/sec),799.74


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
