Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),1.44,0.21,8.68,138.18,0.22,0.34,0.41,0.59,1.02,1.66,3.10,3.70,6.57,1.35
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,3.58,2.00,26.00,344.00,2.00,2.00,2.00,2.00,2.00,4.00,6.00,8.75,22.20,3.80
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),1.21,0.83,6.59,116.19,0.83,0.83,0.83,0.83,0.83,1.31,1.79,2.45,5.69,0.91
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1903.50,593.10,5333.12,182736.46,624.45,741.75,909.30,1279.59,1686.02,2385.24,2930.46,3742.28,4732.60,956.60
HTTP Receiving (ms),260.69,7.04,1836.10,25026.59,7.12,12.13,13.19,16.31,72.26,337.98,759.27,1331.83,1712.59,414.73
HTTP Sending (ms),0.26,0.11,0.63,24.67,0.13,0.15,0.19,0.23,0.26,0.29,0.30,0.31,0.43,0.06
HTTP Total Time (ms),1903.50,593.10,5333.12,182736.46,624.45,741.75,909.30,1279.59,1686.02,2385.24,2930.46,3742.28,4732.60,956.60
HTTP Waiting (TTFB) (ms),1642.55,492.86,4689.00,157685.20,495.66,646.01,763.80,1056.15,1412.61,1959.85,2689.94,3467.47,4599.89,887.18
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),100.11,2.90,967.12,15216.59,7.06,12.98,13.61,15.09,18.38,91.79,315.11,504.90,862.51,173.94
Inter Token Latency (ms),106.61,13.14,575.35,3731.34,13.68,14.98,15.40,16.51,64.25,128.33,266.89,366.42,551.69,132.17
OSL Mismatch Diff % (%),-99.87,-99.95,-98.78,-9587.89,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.76,-99.62,-98.96,0.19
Output Sequence Length (tokens),2.58,1.00,25.00,248.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,7.75,21.20,3.80
Output Token Count (tokens),2.58,1.00,25.00,248.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,7.75,21.20,3.80
Output Token Throughput Per User (tokens/sec/user),30.32,1.74,76.08,1061.06,1.82,2.88,3.77,8.01,15.56,60.59,64.95,66.79,73.33,26.19
Prefill Throughput Per User (tokens/sec/user),4507.48,1243.58,23185.94,432717.65,1558.20,1937.47,2209.40,3149.83,4345.99,5566.35,6197.88,6431.15,9949.03,2482.95
Request Latency (ms),1801.44,493.23,5025.03,172938.30,496.05,646.40,802.47,1161.06,1591.58,2283.86,2869.05,3626.00,4706.14,947.72
Time to First Output Token (ms),1642.93,493.23,4689.36,157721.70,496.05,646.40,764.17,1056.61,1412.95,1960.49,2690.32,3467.85,4600.40,887.18
Time to First Token (ms),1642.93,493.23,4689.36,157721.70,496.05,646.40,764.17,1056.61,1412.95,1960.49,2690.32,3467.85,4600.40,887.18
Time to Second Token (ms),114.79,2.90,967.12,4017.52,4.29,8.85,12.52,13.23,15.90,90.23,337.25,526.64,833.92,204.49

Metric,Value
Benchmark Duration (sec),91.55
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),2.71
Request Count,96.00
Request Throughput (requests/sec),1.05
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),248.00
Total Output Tokens (tokens),248.00
Total Token Throughput (tokens/sec),7083.11


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
