Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),22.70,21.19,28.17,453.99,21.21,21.29,21.73,22.09,22.48,22.88,23.18,23.49,27.23,1.37
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
HTTP Chunks Sent,1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,20.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),80.02,19.77,167.87,1600.31,25.30,47.42,49.86,61.12,75.93,89.77,120.34,129.79,160.25,31.94
HTTP Data Sent (KB),3.23,0.28,8.81,64.57,0.28,0.30,0.32,0.48,3.07,4.83,7.13,7.71,8.59,2.68
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),13446.39,3427.77,28617.20,268927.71,4152.36,7050.74,8191.25,10555.90,12412.88,15514.33,20099.43,22113.69,27316.50,5529.74
HTTP Receiving (ms),13210.04,3222.09,28352.73,264200.86,3944.47,6833.99,8035.08,10232.91,12224.71,15170.06,19920.15,21753.33,27032.85,5516.08
HTTP Sending (ms),0.22,0.12,0.30,4.33,0.12,0.13,0.18,0.21,0.21,0.25,0.27,0.29,0.30,0.04
HTTP Total Time (ms),13446.39,3427.77,28617.20,268927.71,4152.36,7050.74,8191.25,10555.90,12412.88,15514.33,20099.43,22113.69,27316.50,5529.74
HTTP Waiting (TTFB) (ms),236.13,94.92,365.20,4722.52,100.61,123.39,142.46,157.22,215.12,315.42,353.68,355.33,363.23,83.73
Input Sequence Length (tokens),602.00,13.00,1639.00,12040.00,13.95,17.75,23.40,67.00,613.00,1002.00,1321.50,1444.25,1600.05,515.34
Inter Chunk Latency (ms),43.82,21.51,289.16,264200.71,31.01,33.25,37.62,41.65,43.76,45.37,47.15,51.67,56.56,10.15
Inter Token Latency (ms),43.44,34.60,46.56,868.83,36.08,41.97,42.65,43.12,43.85,44.37,44.80,45.13,46.27,2.24
OSL Mismatch Diff % (%),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Output Sequence Length (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Output Token Count (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Output Token Throughput Per User (tokens/sec/user),23.09,21.48,28.90,461.85,21.62,22.16,22.32,22.54,22.80,23.19,23.45,23.87,27.90,1.42
Prefill Throughput Per User (tokens/sec/user),2952.84,60.88,11319.00,59056.81,65.04,81.68,110.67,395.31,1884.61,3667.80,7045.63,10536.18,11162.44,3218.09
Request Latency (ms),13446.48,3427.84,28617.31,268929.56,4152.44,7050.85,8191.38,10555.99,12412.96,15514.42,20099.54,22113.78,27316.60,5529.74
Time to First Output Token (ms),236.44,95.09,365.51,4728.85,100.80,123.63,142.83,157.58,215.50,315.73,354.04,355.64,363.53,83.74
Time to First Token (ms),236.44,95.09,365.51,4728.85,100.80,123.63,142.83,157.58,215.50,315.73,354.04,355.64,363.53,83.74
Time to Second Token (ms),42.93,27.21,136.48,858.54,27.34,27.86,28.86,32.17,39.55,44.72,45.53,50.62,119.31,22.41
Usage Completion Tokens (tokens),304.00,73.00,641.00,6080.00,94.28,179.40,188.60,231.25,288.00,341.50,459.10,494.70,611.74,122.49
Usage Prompt Tokens (tokens),602.00,13.00,1639.00,12040.00,13.95,17.75,23.40,67.00,613.00,1002.00,1321.50,1444.25,1600.05,515.34
Usage Total Tokens (tokens),906.00,98.00,1904.00,18120.00,119.09,203.45,220.70,487.25,901.00,1314.25,1626.70,1680.75,1859.35,524.37

Metric,Value
Benchmark Duration (sec),137.25
OSL Mismatch Count,0.00
Output Token Throughput (tokens/sec),44.30
Request Count,20.00
Request Throughput (requests/sec),0.15
Total Input Sequence Length (tokens),12040.00
Total Output Sequence Length (tokens),6080.00
Total Output Tokens (tokens),6080.00
Total Token Throughput (tokens/sec),132.02
Total Usage Completion Tokens (tokens),6080.00
Total Usage Prompt Tokens (tokens),12040.00
Total Usage Total Tokens (tokens),18120.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
