Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),63.82,1.05,125.28,6126.66,3.71,8.84,13.59,39.92,68.64,88.24,103.42,110.28,124.73,32.98
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,202.83,1.00,928.00,19472.00,1.95,3.00,3.00,20.00,52.00,364.00,539.00,587.50,851.05,228.97
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),48.88,0.60,222.13,4692.77,0.83,1.08,1.08,5.18,12.86,87.44,129.27,140.83,204.11,54.74
HTTP Data Sent (KB),40.41,4.05,374.20,3879.65,4.08,4.74,8.93,14.43,27.88,41.90,85.05,111.63,205.27,47.74
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2804.52,123.82,12879.55,269233.96,131.79,154.77,220.89,360.34,1030.74,5116.95,6509.20,8223.72,12356.84,3077.72
HTTP Receiving (ms),2332.89,0.00,12552.08,223957.61,3.14,9.38,9.74,128.87,569.83,4321.02,5913.16,6924.32,11512.85,2870.49
HTTP Sending (ms),0.12,0.08,0.18,11.60,0.08,0.09,0.10,0.11,0.12,0.13,0.15,0.16,0.18,0.02
HTTP Total Time (ms),2804.52,123.82,12879.55,269233.96,131.79,154.77,220.89,360.34,1030.74,5116.95,6509.20,8223.72,12356.84,3077.72
HTTP Waiting (TTFB) (ms),471.51,81.31,6188.16,45264.75,88.40,111.40,124.35,169.40,269.08,498.04,867.62,1227.56,2644.32,705.32
Input Sequence Length (tokens),9426.46,898.00,87169.00,904940.00,898.00,1062.75,2025.00,3372.00,6522.50,9800.00,19835.00,26205.25,47984.35,11143.80
Inter Chunk Latency (ms),11.56,0.00,696.57,223941.23,3.05,5.34,5.65,5.89,6.14,6.54,6.95,7.43,172.32,35.14
Inter Token Latency (ms),12.03,1.65,245.59,1142.52,4.32,4.74,4.90,6.15,8.22,11.74,14.88,21.07,39.70,24.57
OSL Mismatch Diff % (%),-0.95,-69.65,0.11,-91.15,-22.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.35
Output Sequence Length (tokens),203.03,1.00,930.00,19491.00,2.90,3.00,3.00,20.00,52.00,364.00,541.00,587.50,852.10,229.12
Output Token Count (tokens),203.03,1.00,930.00,19491.00,2.90,3.00,3.00,20.00,52.00,364.00,541.00,587.50,852.10,229.12
Output Token Throughput Per User (tokens/sec/user),129.88,4.07,605.76,12338.65,35.64,47.60,67.20,85.17,121.67,162.48,203.91,211.13,245.64,70.88
Prefill Throughput Per User (tokens/sec/user),23215.19,2327.65,55473.79,2228657.83,5418.59,7769.73,8942.47,14057.15,21858.54,29514.36,38724.04,43992.27,51477.57,11101.25
Request Latency (ms),2804.42,123.88,12879.61,269224.04,131.84,154.83,220.95,360.39,1030.81,5117.02,6509.27,8223.78,12356.89,3077.55
Time to First Output Token (ms),471.70,81.49,6188.34,45282.81,88.58,111.55,124.58,169.59,269.25,498.24,867.82,1227.77,2644.54,705.32
Time to First Token (ms),471.70,81.49,6188.34,45282.81,88.58,111.55,124.58,169.59,269.25,498.24,867.82,1227.77,2644.54,705.32
Time to Second Token (ms),14.78,0.16,335.29,1404.42,0.19,0.29,0.58,2.33,3.62,4.87,5.55,6.56,288.28,54.95

Metric,Value
Benchmark Duration (sec),68.42
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),284.89
Request Count,96.00
Request Throughput (requests/sec),1.40
Total Input Sequence Length (tokens),904940.00
Total Output Sequence Length (tokens),19491.00
Total Output Tokens (tokens),19491.00
Total Token Throughput (tokens/sec),13511.81


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
