Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),157.06,54.88,187.66,15078.16,68.53,109.00,131.08,150.19,163.65,172.04,177.38,182.10,184.57,23.62
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,217.05,10.00,740.00,20837.00,17.60,31.00,56.50,104.50,186.50,314.00,427.00,479.50,655.45,149.39
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),52.36,2.75,177.00,5026.16,4.60,7.82,13.91,25.48,45.04,75.91,102.67,115.26,157.28,35.76
HTTP Data Sent (KB),2.70,0.19,8.13,259.08,0.19,0.20,0.24,0.75,2.00,4.10,6.21,6.85,7.91,2.28
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1326.55,144.34,4226.78,127348.36,149.61,335.86,421.60,638.17,1185.72,1871.58,2578.55,2761.94,3766.90,851.56
HTTP Receiving (ms),1225.33,47.53,4199.24,117632.08,87.66,249.25,292.27,587.51,1076.21,1751.25,2507.02,2724.88,3740.29,855.14
HTTP Sending (ms),0.12,0.08,0.21,11.73,0.09,0.09,0.10,0.10,0.11,0.13,0.16,0.18,0.19,0.03
HTTP Total Time (ms),1326.55,144.34,4226.78,127348.36,149.61,335.86,421.60,638.17,1185.72,1871.58,2578.55,2761.94,3766.90,851.56
HTTP Waiting (TTFB) (ms),101.09,23.45,233.54,9704.55,24.20,26.60,27.38,85.49,104.35,131.03,156.51,167.90,194.86,46.15
Input Sequence Length (tokens),580.72,8.00,1875.00,55749.00,8.00,9.75,17.50,112.00,465.00,874.00,1452.50,1576.75,1808.50,533.69
Inter Chunk Latency (ms),5.68,0.00,169.08,117625.87,3.74,4.89,5.05,5.20,5.30,5.41,5.55,5.66,7.01,6.19
Inter Token Latency (ms),5.72,4.81,13.46,548.86,5.22,5.28,5.30,5.32,5.50,5.77,6.24,6.43,8.61,0.93
OSL Mismatch Diff % (%),-0.41,-38.34,0.00,-39.49,-3.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.89
Output Sequence Length (tokens),217.11,10.00,740.00,20843.00,17.60,31.00,56.50,104.50,186.50,314.50,427.50,481.00,655.45,149.50
Output Token Count (tokens),217.11,10.00,740.00,20843.00,17.60,31.00,56.50,104.50,186.50,314.50,427.50,481.00,655.45,149.50
Output Token Throughput Per User (tokens/sec/user),177.46,74.28,207.80,17036.33,117.42,155.43,160.30,173.39,181.67,188.14,188.71,189.32,191.46,16.79
Prefill Throughput Per User (tokens/sec/user),4897.03,76.63,15823.14,470114.49,237.61,332.80,525.19,1524.13,3947.03,6763.39,11296.40,14842.48,15253.67,4248.81
Request Latency (ms),1326.55,144.40,4226.83,127348.65,149.66,335.92,421.67,638.23,1185.78,1871.64,2578.62,2762.01,3766.96,851.60
Time to First Output Token (ms),101.28,23.60,233.78,9722.78,24.37,26.78,27.59,85.67,104.56,131.22,156.70,168.11,195.03,46.14
Time to First Token (ms),101.28,23.60,233.78,9722.78,24.37,26.78,27.59,85.67,104.56,131.22,156.70,168.11,195.03,46.14
Time to Second Token (ms),4.62,1.46,5.22,443.26,2.98,4.05,4.29,4.52,4.70,4.86,4.98,5.05,5.16,0.45

Metric,Value
Benchmark Duration (sec),63.97
OSL Mismatch Count,1.00
Output Token Throughput (tokens/sec),325.83
Request Count,96.00
Request Throughput (requests/sec),1.50
Total Input Sequence Length (tokens),55749.00
Total Output Sequence Length (tokens),20843.00
Total Output Tokens (tokens),20843.00
Total Token Throughput (tokens/sec),1197.33


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
