Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),39.45,29.02,53.18,3787.16,32.57,34.92,36.64,38.33,39.88,40.84,41.74,42.24,43.32,2.72
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,474.91,67.00,1905.00,45591.00,76.50,92.50,99.50,199.50,315.00,570.50,1180.50,1343.50,1570.60,414.89
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),114.05,16.36,456.32,10948.89,18.80,22.55,24.37,48.06,75.82,136.46,283.03,321.41,375.92,99.21
HTTP Data Sent (KB),11.95,1.59,41.88,1146.85,1.60,2.35,2.94,4.78,8.34,17.01,27.12,34.46,40.67,9.92
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),11859.19,1631.03,48153.72,1138482.49,1930.38,2311.59,2703.21,5141.61,7685.08,14636.52,28672.00,32285.56,39761.12,10174.06
HTTP Receiving (ms),11527.35,1464.83,47592.45,1106625.63,1712.36,2141.92,2425.23,4900.43,7355.47,14317.59,28281.86,31875.03,38911.16,10090.82
HTTP Sending (ms),0.27,0.12,0.36,25.79,0.15,0.20,0.21,0.24,0.27,0.30,0.32,0.34,0.35,0.04
HTTP Total Time (ms),11859.19,1631.03,48153.72,1138482.49,1930.38,2311.59,2703.21,5141.61,7685.08,14636.52,28672.00,32285.56,39761.12,10174.06
HTTP Waiting (TTFB) (ms),331.57,139.07,1205.22,31831.06,144.69,157.68,169.66,201.49,281.76,382.43,486.51,684.07,1205.16,203.02
Input Sequence Length (tokens),3019.91,393.00,10387.00,289911.00,393.95,533.00,754.00,1120.25,2099.00,4329.75,6696.00,8358.50,10168.50,2474.51
Inter Chunk Latency (ms),24.36,9.88,598.11,1104150.99,14.13,21.33,21.91,22.58,23.18,23.76,24.34,24.81,87.57,13.04
Inter Token Latency (ms),24.39,18.45,31.00,2341.60,21.66,22.80,22.93,23.29,24.34,25.15,26.19,26.53,27.60,1.48
OSL Mismatch Diff % (%),-76.86,-96.78,-7.03,-7378.76,-96.31,-95.53,-95.19,-90.31,-84.67,-72.19,-42.41,-34.45,-23.36,20.26
Output Sequence Length (tokens),473.86,66.00,1904.00,45491.00,75.50,91.50,98.50,198.50,314.00,569.50,1179.50,1342.50,1569.60,414.85
Output Token Count (tokens),473.86,66.00,1904.00,45491.00,75.50,91.50,98.50,198.50,314.00,569.50,1179.50,1342.50,1569.60,414.85
Output Token Throughput Per User (tokens/sec/user),41.15,32.26,54.19,3950.31,36.26,37.70,38.18,39.77,41.08,42.94,43.62,43.85,46.24,2.53
Prefill Throughput Per User (tokens/sec/user),9384.16,1019.33,43658.18,900879.68,1650.81,2540.53,3467.36,4035.30,8709.04,13842.74,17163.24,19908.71,31554.75,6853.93
Request Latency (ms),11834.48,1607.58,48129.75,1136110.53,1906.04,2287.76,2677.61,5117.94,7660.92,14612.97,28647.34,32261.10,39735.33,10174.67
Time to First Output Token (ms),332.91,139.53,1205.57,31959.54,145.08,158.08,170.11,201.90,282.18,382.83,491.33,684.48,1205.56,203.60
Time to First Token (ms),332.91,139.53,1205.57,31959.54,145.08,158.08,170.11,201.90,282.18,382.83,491.33,684.48,1205.56,203.60
Time to Second Token (ms),33.46,16.60,598.11,3211.70,16.64,18.07,19.35,20.59,22.13,23.20,65.83,69.62,149.47,60.90

Metric,Value
Benchmark Duration (sec),293.86
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),154.80
Request Count,96.00
Request Throughput (requests/sec),0.33
Total Input Sequence Length (tokens),289911.00
Total Output Sequence Length (tokens),45491.00
Total Output Tokens (tokens),45491.00
Total Token Throughput (tokens/sec),1141.35


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
