Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),20.28,12.51,32.78,1946.63,14.42,17.72,18.51,19.00,20.10,20.67,21.16,24.76,32.57,2.86
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,215.33,10.00,651.00,20672.00,17.60,51.00,63.00,112.00,194.50,289.00,398.50,475.25,641.50,136.67
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.24,0.00,1.23,22.86,0.00,0.00,0.00,0.00,0.00,0.46,0.96,1.12,1.17,0.41
HTTP Connection Overhead (ms),0.24,0.00,1.23,22.86,0.00,0.00,0.00,0.00,0.00,0.46,0.96,1.12,1.17,0.41
HTTP Connection Reused (ratio),0.73,0.00,1.00,70.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.44
HTTP Data Received (KB),51.89,2.76,156.19,4981.09,4.58,12.57,15.48,27.15,46.89,69.53,95.70,113.92,153.72,32.68
HTTP Data Sent (KB),2.80,0.19,8.29,268.43,0.19,0.21,0.23,0.80,2.34,4.30,6.31,6.87,8.06,2.27
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),10510.67,798.96,32983.86,1009024.15,938.99,2830.95,3363.94,5358.66,9685.79,13562.84,20086.08,23169.61,25976.80,6493.14
HTTP Receiving (ms),10043.30,403.86,31415.96,964157.19,756.10,2256.14,3030.46,5124.51,9030.96,13244.54,19107.51,23014.66,24846.67,6367.55
HTTP Sending (ms),0.53,0.10,1.64,51.00,0.12,0.14,0.22,0.25,0.32,0.62,1.36,1.49,1.56,0.45
HTTP Total Time (ms),10510.91,799.85,32983.86,1009047.00,939.83,2830.95,3364.40,5358.66,9685.79,13563.07,20086.61,23169.61,25977.24,6493.11
HTTP Waiting (TTFB) (ms),466.83,143.22,1727.97,44815.96,143.54,147.47,148.75,180.69,234.75,395.40,1567.55,1607.54,1727.90,507.14
Input Sequence Length (tokens),620.07,8.00,1875.00,59527.00,8.00,9.75,17.50,152.25,512.00,987.00,1452.50,1576.75,1808.50,534.16
Inter Chunk Latency (ms),46.89,11.60,849.77,963888.32,20.83,29.20,39.50,41.21,42.25,43.41,51.90,93.39,138.53,21.73
Inter Token Latency (ms),47.20,30.08,55.57,4531.63,30.09,39.42,43.33,46.11,47.96,49.24,51.59,52.87,53.47,4.45
OSL Mismatch Diff % (%),-3.85,-86.08,0.00,-369.99,-74.69,-23.61,-0.08,0.00,0.00,0.00,0.00,0.00,0.00,15.55
Output Sequence Length (tokens),215.22,10.00,651.00,20661.00,17.60,51.00,62.50,111.25,194.00,289.00,398.50,475.25,640.55,136.67
Output Token Count (tokens),215.22,10.00,651.00,20661.00,17.60,51.00,62.50,111.25,194.00,289.00,398.50,475.25,640.55,136.67
Output Token Throughput Per User (tokens/sec/user),21.43,17.99,33.24,2057.10,18.70,18.92,19.38,20.31,20.85,21.69,23.08,25.44,33.24,2.63
Prefill Throughput Per User (tokens/sec/user),1758.06,6.38,4244.55,168774.11,30.61,53.82,81.16,309.50,1486.54,3164.88,3648.76,3776.06,4019.16,1373.38
Request Latency (ms),10508.00,799.06,32983.95,1008768.00,939.12,2831.09,3364.10,5326.78,9664.57,13562.92,20086.16,23169.75,25976.89,6494.55
Time to First Output Token (ms),467.50,143.93,1728.24,44879.68,144.86,148.00,149.42,181.18,236.15,395.96,1567.93,1607.96,1728.24,507.04
Time to First Token (ms),467.50,143.93,1728.24,44879.68,144.86,148.00,149.42,181.18,236.15,395.96,1567.93,1607.96,1728.24,507.04
Time to Second Token (ms),68.99,26.64,849.77,6623.15,26.69,34.58,39.41,40.74,42.15,44.33,160.14,160.27,194.89,89.90

Metric,Value
Benchmark Duration (sec),68.60
OSL Mismatch Count,7.00
Output Token Throughput (tokens/sec),301.17
Request Count,96.00
Request Throughput (requests/sec),1.40
Total Input Sequence Length (tokens),59527.00
Total Output Sequence Length (tokens),20661.00
Total Output Tokens (tokens),20661.00
Total Token Throughput (tokens/sec),1168.86


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
