Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),3.48,0.44,24.46,333.68,0.63,0.82,0.97,1.32,2.12,4.19,8.39,10.91,13.38,3.63
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,5.78,2.00,45.00,555.00,2.00,2.00,2.00,2.00,2.00,4.00,13.00,29.00,44.05,9.08
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),1.74,0.83,11.20,167.00,0.83,0.83,0.83,0.83,0.83,1.31,3.48,7.33,10.93,2.18
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),1063.22,229.49,5242.25,102069.34,356.43,438.77,471.49,667.66,838.46,1098.51,1815.95,2394.69,3821.60,784.78
HTTP Receiving (ms),298.14,0.50,4342.04,28621.70,0.59,1.56,2.23,3.96,30.87,239.76,768.31,1622.66,3157.73,692.35
HTTP Sending (ms),0.12,0.09,0.19,11.90,0.10,0.10,0.10,0.11,0.12,0.13,0.15,0.16,0.18,0.02
HTTP Total Time (ms),1063.22,229.49,5242.25,102069.34,356.43,438.77,471.49,667.66,838.46,1098.51,1815.95,2394.69,3821.60,784.78
HTTP Waiting (TTFB) (ms),764.96,224.94,2294.54,73435.74,352.32,432.85,469.05,576.14,699.81,906.94,1133.55,1282.99,1600.76,301.69
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),65.60,0.44,312.67,23812.00,0.94,1.45,2.41,4.22,5.75,138.94,198.80,204.48,286.64,85.47
Inter Token Latency (ms),58.05,0.97,224.00,2263.90,1.09,1.32,2.45,4.39,50.49,93.39,134.34,171.40,205.25,58.69
OSL Mismatch Diff % (%),-99.77,-99.95,-97.85,-9577.59,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.41,-98.63,-97.90,0.44
Output Sequence Length (tokens),4.78,1.00,44.00,459.00,1.00,1.00,1.00,1.00,1.00,3.00,12.00,28.00,43.05,9.08
Output Token Count (tokens),4.78,1.00,44.00,459.00,1.00,1.00,1.00,1.00,1.00,3.00,12.00,28.00,43.05,9.08
Output Token Throughput Per User (tokens/sec/user),155.61,4.46,1029.74,6068.65,4.94,5.83,7.54,10.74,19.81,228.41,408.37,759.13,932.07,237.19
Prefill Throughput Per User (tokens/sec/user),8962.99,3129.25,22080.08,860446.77,3181.93,4250.49,4989.29,6180.07,8408.52,11448.98,14231.68,15101.25,17824.50,3667.97
Request Latency (ms),1013.19,225.12,5047.62,97266.17,352.53,433.08,469.25,602.81,794.50,1043.59,1808.28,2387.47,3806.35,769.88
Time to First Output Token (ms),765.15,225.12,2294.76,73454.17,352.53,433.08,469.25,576.32,699.99,907.14,1133.72,1283.25,1600.95,301.69
Time to First Token (ms),765.15,225.12,2294.76,73454.17,352.53,433.08,469.25,576.32,699.99,907.14,1133.72,1283.25,1600.95,301.69
Time to Second Token (ms),64.61,0.52,306.19,2519.91,0.69,1.17,1.30,1.89,4.12,131.52,174.64,199.40,267.60,82.99

Metric,Value
Benchmark Duration (sec),25.74
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),17.83
Request Count,96.00
Request Throughput (requests/sec),3.73
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),459.00
Total Output Tokens (tokens),459.00
Total Token Throughput (tokens/sec),25204.92


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
