Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),78.75,60.79,115.70,7560.39,61.14,65.04,69.68,74.80,77.39,81.87,87.41,93.28,111.19,8.71
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,509.18,47.00,2047.00,48881.00,55.55,95.50,111.00,229.00,430.50,662.50,995.00,1269.25,1918.75,406.76
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.11,0.00,1.41,10.86,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.85,0.96,0.30
HTTP Connection Overhead (ms),0.11,0.00,1.41,10.86,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.85,0.96,0.30
HTTP Connection Reused (ratio),0.86,0.00,1.00,83.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.34
HTTP Data Received (KB),122.30,11.63,490.16,11741.00,13.69,23.35,27.04,55.42,103.47,158.80,238.24,304.16,459.32,97.31
HTTP Data Sent (KB),13.50,1.60,38.71,1295.69,1.60,2.67,3.04,5.46,10.34,21.66,26.33,32.00,35.31,9.62
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),6352.07,716.40,26814.55,609798.42,787.66,1184.50,1521.24,3005.67,5539.54,7736.35,11575.21,16478.49,22599.61,4922.56
HTTP Receiving (ms),6126.77,625.27,26168.15,588170.34,654.48,1070.23,1334.66,2752.43,5318.10,7474.88,11446.94,16106.41,21953.18,4871.87
HTTP Sending (ms),0.27,0.11,1.72,25.89,0.11,0.12,0.12,0.13,0.14,0.17,0.97,1.10,1.24,0.33
HTTP Total Time (ms),6352.18,716.40,26815.46,609809.28,787.66,1184.50,1521.24,3006.30,5539.93,7736.56,11575.21,16478.49,22600.52,4922.60
HTTP Waiting (TTFB) (ms),225.02,83.12,680.36,21602.19,85.81,86.66,87.34,89.48,154.10,178.10,645.36,678.20,680.17,202.48
Input Sequence Length (tokens),3354.62,394.00,10841.00,322044.00,394.95,664.50,905.50,1420.00,2518.00,5283.00,6286.50,7602.25,9605.05,2415.97
Inter Chunk Latency (ms),12.07,1.31,196.36,586919.39,3.54,7.19,8.61,9.79,10.18,10.49,10.80,11.60,68.49,11.87
Inter Token Latency (ms),12.10,8.50,14.66,1161.15,8.92,10.06,10.82,11.65,12.16,12.77,13.11,13.40,14.02,1.00
OSL Mismatch Diff % (%),-75.18,-97.75,0.00,-7217.14,-97.34,-95.39,-94.63,-88.87,-79.03,-67.70,-51.42,-38.04,-6.31,19.87
Output Sequence Length (tokens),508.34,46.00,2048.00,48801.00,54.55,94.50,110.00,228.00,429.50,661.50,995.00,1269.00,1918.80,406.96
Output Token Count (tokens),508.34,46.00,2048.00,48801.00,54.55,94.50,110.00,228.00,429.50,661.50,995.00,1269.00,1918.80,406.96
Output Token Throughput Per User (tokens/sec/user),83.31,68.19,117.63,7997.69,71.32,74.63,76.27,78.30,82.22,85.82,92.41,99.37,112.14,7.72
Prefill Throughput Per User (tokens/sec/user),23175.39,578.60,68394.01,2224837.89,609.39,1200.01,1847.68,9005.63,17160.79,33745.61,51784.14,63901.30,66853.96,18314.94
Request Latency (ms),6339.70,705.86,26814.63,608611.58,776.97,1174.34,1510.91,2995.56,5521.81,7728.59,11563.71,16467.38,22589.43,4923.42
Time to First Output Token (ms),225.96,83.36,681.49,21692.19,86.03,86.86,87.80,89.94,154.33,182.31,646.50,678.49,681.40,202.45
Time to First Token (ms),225.96,83.36,681.49,21692.19,86.03,86.86,87.80,89.94,154.33,182.31,646.50,678.49,681.40,202.45
Time to Second Token (ms),13.13,1.42,67.43,1260.94,2.16,2.39,6.43,7.38,8.87,9.48,35.03,35.09,66.71,13.20

Metric,Value
Benchmark Duration (sec),42.51
OSL Mismatch Count,95.00
Output Token Throughput (tokens/sec),1147.96
Request Count,96.00
Request Throughput (requests/sec),2.26
Total Input Sequence Length (tokens),322044.00
Total Output Sequence Length (tokens),48801.00
Total Output Tokens (tokens),48801.00
Total Token Throughput (tokens/sec),8723.52


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
