Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),13.07,9.09,25.77,1255.01,9.40,9.93,11.47,12.51,12.80,13.16,14.72,17.06,19.83,2.07
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,208.95,7.00,740.00,20059.00,7.00,9.00,17.50,67.75,171.00,295.75,431.50,600.00,730.50,176.72
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.25,0.00,1.97,23.55,0.00,0.00,0.00,0.00,0.00,0.39,0.88,1.03,1.73,0.41
HTTP Connection Overhead (ms),0.25,0.00,1.97,23.55,0.00,0.00,0.00,0.00,0.00,0.39,0.88,1.03,1.73,0.41
HTTP Connection Reused (ratio),0.65,0.00,1.00,62.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.48
HTTP Data Received (KB),50.41,2.03,177.16,4838.95,2.03,2.51,4.55,16.62,41.34,71.32,103.81,144.32,175.27,42.33
HTTP Data Sent (KB),1.18,0.17,4.98,113.02,0.18,0.19,0.21,0.27,0.81,1.84,2.67,3.28,3.89,1.07
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),15219.75,648.89,51342.70,1461095.95,732.34,880.15,1463.08,5306.15,13341.56,21590.28,31475.14,36939.08,48498.26,12082.01
HTTP Receiving (ms),14850.56,418.30,50884.73,1425653.70,463.99,593.68,1199.74,4741.49,12972.05,21303.26,31213.91,36668.74,47862.47,12045.42
HTTP Sending (ms),0.52,0.04,2.21,49.96,0.15,0.24,0.27,0.30,0.35,0.55,1.08,1.29,1.94,0.39
HTTP Total Time (ms),15219.99,648.89,51344.42,1461119.50,732.34,880.15,1463.87,5306.45,13342.09,21590.28,31476.00,36939.08,48498.60,12082.09
HTTP Waiting (TTFB) (ms),368.67,179.02,645.47,35392.29,204.89,221.37,229.50,262.23,312.94,456.95,644.22,644.87,645.33,146.64
Input Sequence Length (tokens),219.70,4.00,1018.00,21091.00,6.85,7.75,11.50,23.75,138.00,342.75,550.00,680.00,855.55,232.38
Inter Chunk Latency (ms),71.74,8.91,381.93,1424555.41,13.69,42.43,57.61,66.46,70.60,72.49,86.95,126.06,153.02,22.64
Inter Token Latency (ms),72.97,38.39,83.33,7005.05,50.02,58.21,65.83,69.44,75.59,77.22,78.70,78.96,80.44,6.93
OSL Mismatch Diff % (%),-9.48,-96.88,0.00,-909.96,-95.15,-91.71,-36.70,0.00,0.00,0.00,0.00,0.00,0.00,26.35
Output Sequence Length (tokens),208.79,6.00,740.00,20044.00,6.00,8.00,16.50,67.75,171.00,295.75,431.50,600.00,730.50,176.82
Output Token Count (tokens),208.79,6.00,740.00,20044.00,6.00,8.00,16.50,67.75,171.00,295.75,431.50,600.00,730.50,176.82
Output Token Throughput Per User (tokens/sec/user),13.87,12.00,26.05,1331.56,12.43,12.67,12.71,12.95,13.23,14.40,15.20,17.18,20.06,1.80
Prefill Throughput Per User (tokens/sec/user),691.05,6.20,2888.49,66340.68,12.09,21.19,30.95,56.19,498.41,1150.12,1699.94,2069.27,2539.68,722.74
Request Latency (ms),15208.43,578.37,51342.77,1460009.71,624.02,806.76,1430.51,5306.21,13341.74,21590.47,31454.92,36939.26,48498.31,12091.00
Time to First Output Token (ms),369.32,179.35,645.96,35454.29,205.40,222.14,230.22,262.68,313.39,457.83,644.90,645.32,645.78,146.69
Time to First Token (ms),369.32,179.35,645.96,35454.29,205.40,222.14,230.22,262.68,313.39,457.83,644.90,645.32,645.78,146.69
Time to Second Token (ms),91.19,38.09,278.57,8754.36,38.17,38.26,38.36,68.17,71.87,102.83,188.39,188.70,193.59,51.77

Metric,Value
Benchmark Duration (sec),56.99
OSL Mismatch Count,13.00
Output Token Throughput (tokens/sec),351.72
Request Count,96.00
Request Throughput (requests/sec),1.68
Total Input Sequence Length (tokens),21091.00
Total Output Sequence Length (tokens),20044.00
Total Output Tokens (tokens),20044.00
Total Token Throughput (tokens/sec),721.81


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
