Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),133.55,93.18,164.53,12821.07,93.48,100.37,109.97,124.42,137.05,145.03,150.50,153.62,160.52,15.85
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,414.20,78.00,1564.00,39763.00,87.50,92.00,125.00,182.50,325.00,540.00,846.00,1130.50,1351.20,315.75
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),99.45,19.08,374.41,9547.19,21.30,22.41,30.27,44.02,78.12,129.52,202.68,270.73,323.09,75.47
HTTP Data Sent (KB),13.17,1.75,46.57,1264.05,1.93,2.92,3.34,5.51,9.95,18.09,28.43,35.40,41.98,10.21
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),3003.78,648.90,11929.82,288362.72,649.34,774.13,1082.90,1427.47,2389.53,3893.41,5682.13,7516.95,9227.22,2139.60
HTTP Receiving (ms),2795.76,495.58,11664.24,268393.08,501.98,537.95,908.26,1260.77,2224.65,3638.81,5450.74,7335.11,9085.01,2117.46
HTTP Sending (ms),0.12,0.09,0.28,11.58,0.09,0.10,0.10,0.11,0.11,0.13,0.15,0.16,0.19,0.03
HTTP Total Time (ms),3003.78,648.90,11929.82,288362.72,649.34,774.13,1082.90,1427.47,2389.53,3893.41,5682.13,7516.95,9227.22,2139.60
HTTP Waiting (TTFB) (ms),207.90,71.42,482.08,19958.06,75.29,103.10,124.00,147.12,192.60,255.65,308.43,343.05,480.83,83.91
Input Sequence Length (tokens),3041.42,393.00,10855.00,291976.00,393.95,664.25,708.50,1284.75,2355.00,4149.50,6616.50,8175.50,9749.20,2376.05
Inter Chunk Latency (ms),6.77,0.00,202.18,268309.76,3.57,5.26,5.40,5.57,5.72,5.87,6.05,6.20,66.01,10.32
Inter Token Latency (ms),6.87,5.62,9.79,659.44,5.63,5.71,5.81,6.34,6.66,7.25,7.89,8.81,9.53,0.89
OSL Mismatch Diff % (%),-4.70,-80.15,0.10,-451.51,-76.45,-40.92,-7.33,0.00,0.00,0.00,0.00,0.00,0.00,15.80
Output Sequence Length (tokens),414.36,78.00,1565.00,39779.00,87.50,92.00,125.00,181.75,324.50,539.75,846.50,1131.75,1351.25,315.83
Output Token Count (tokens),414.36,78.00,1565.00,39779.00,87.50,92.00,125.00,181.75,324.50,539.75,846.50,1131.75,1351.25,315.83
Output Token Throughput Per User (tokens/sec/user),147.81,102.18,177.90,14190.10,104.90,113.47,126.73,137.88,150.12,157.71,172.23,175.26,177.59,17.46
Prefill Throughput Per User (tokens/sec/user),14445.68,2670.70,52865.52,1386785.19,2676.47,4565.22,5309.27,6873.30,11158.28,18680.78,28313.82,34392.02,46462.02,9991.52
Request Latency (ms),3002.97,648.97,11929.88,288285.47,649.40,774.19,1082.95,1426.15,2389.59,3893.47,5678.76,7514.96,9227.28,2139.01
Time to First Output Token (ms),208.08,71.61,482.35,19975.71,75.48,103.27,124.15,147.30,192.77,255.82,308.62,343.24,481.02,83.92
Time to First Token (ms),208.08,71.61,482.35,19975.71,75.48,103.27,124.15,147.30,192.77,255.82,308.62,343.24,481.02,83.92
Time to Second Token (ms),8.11,0.91,138.13,778.29,1.41,2.13,2.62,3.57,4.33,4.74,5.31,6.86,119.71,20.29

Metric,Value
Benchmark Duration (sec),73.77
OSL Mismatch Count,11.00
Output Token Throughput (tokens/sec),539.23
Request Count,96.00
Request Throughput (requests/sec),1.30
Total Input Sequence Length (tokens),291976.00
Total Output Sequence Length (tokens),39779.00
Total Output Tokens (tokens),39779.00
Total Token Throughput (tokens/sec),4497.16


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
