Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),41.02,26.82,69.08,3937.70,32.07,36.40,37.63,39.69,41.36,42.41,43.21,43.56,48.45,3.91
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,207.36,10.00,740.00,19907.00,17.60,31.00,49.00,88.50,167.00,304.75,434.00,488.25,655.45,154.17
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.01,0.00,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05
HTTP Connection Overhead (ms),0.01,0.00,0.49,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.05
HTTP Connection Reused (ratio),0.99,0.00,1.00,95.00,0.95,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.10
HTTP Data Received (KB),50.03,2.77,177.27,4802.54,4.59,7.81,12.10,21.53,40.47,73.53,104.40,117.13,157.41,36.90
HTTP Data Sent (KB),2.45,0.19,8.22,235.03,0.19,0.20,0.23,0.44,1.66,3.72,6.14,6.91,7.98,2.26
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),4955.69,372.71,17769.78,475746.31,487.75,775.83,1257.09,2080.32,4032.32,7124.22,10110.64,11249.45,15716.20,3592.53
HTTP Receiving (ms),4802.58,207.90,17682.83,461047.78,368.52,660.39,1115.17,1978.87,3876.52,6979.42,10010.64,11109.90,15623.93,3594.72
HTTP Sending (ms),0.26,0.10,0.63,25.41,0.13,0.19,0.21,0.24,0.27,0.29,0.32,0.32,0.36,0.06
HTTP Total Time (ms),4955.70,372.71,17769.78,475746.80,487.75,775.83,1257.09,2080.32,4032.32,7124.22,10110.64,11249.45,15716.20,3592.53
HTTP Waiting (TTFB) (ms),152.85,79.41,330.97,14673.12,80.34,85.65,89.97,108.11,141.67,185.05,215.31,295.14,327.05,58.92
Input Sequence Length (tokens),516.45,8.00,1875.00,49579.00,8.00,10.50,15.50,62.75,333.50,784.00,1398.50,1538.00,1735.35,517.92
Inter Chunk Latency (ms),23.28,5.77,176.35,461001.54,13.18,20.59,21.12,21.69,22.22,22.73,23.30,23.76,82.41,9.15
Inter Token Latency (ms),23.28,14.25,25.59,2234.71,19.36,21.91,22.17,22.72,23.38,23.97,24.76,25.01,25.55,1.36
OSL Mismatch Diff % (%),-0.23,-13.18,0.00,-21.79,-8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57
Output Sequence Length (tokens),207.32,10.00,740.00,19903.00,17.60,31.00,49.00,88.50,167.00,304.75,434.00,488.25,655.45,154.16
Output Token Count (tokens),207.32,10.00,740.00,19903.00,17.60,31.00,49.00,88.50,167.00,304.75,434.00,488.25,655.45,154.16
Output Token Throughput Per User (tokens/sec/user),43.15,39.08,70.19,4142.31,39.14,39.99,40.39,41.71,42.77,44.02,45.12,45.64,51.90,3.35
Prefill Throughput Per User (tokens/sec/user),2809.08,60.08,9460.15,269671.82,76.66,123.31,176.82,512.88,2363.64,3843.09,8401.40,8847.13,9334.15,2605.11
Request Latency (ms),4955.33,372.82,17769.88,475711.95,487.88,775.94,1257.17,2080.44,4032.43,7124.32,10110.78,11249.55,15716.30,3592.81
Time to First Output Token (ms),153.23,79.81,331.40,14710.41,80.75,86.08,90.42,108.50,142.03,185.43,215.68,295.54,327.43,58.91
Time to First Token (ms),153.23,79.81,331.40,14710.41,80.75,86.08,90.42,108.50,142.03,185.43,215.68,295.54,327.43,58.91
Time to Second Token (ms),21.85,17.92,29.85,2097.36,17.92,20.08,20.49,21.23,21.75,22.62,23.13,23.45,24.75,1.41

Metric,Value
Benchmark Duration (sec),123.56
OSL Mismatch Count,2.00
Output Token Throughput (tokens/sec),161.09
Request Count,96.00
Request Throughput (requests/sec),0.78
Total Input Sequence Length (tokens),49579.00
Total Output Sequence Length (tokens),19903.00
Total Output Tokens (tokens),19903.00
Total Token Throughput (tokens/sec),562.36


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
