Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),153.49,112.95,169.24,14735.38,120.14,135.63,138.48,147.49,155.79,161.60,164.38,165.88,168.14,10.78
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,364.40,33.00,2048.00,34982.00,54.85,81.50,95.00,150.00,262.00,411.25,801.50,1016.50,1250.95,323.53
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Overhead (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Connection Reused (ratio),1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Data Received (KB),87.83,8.46,490.22,8431.50,13.79,20.20,23.36,36.70,63.41,99.12,192.16,243.77,300.03,77.36
HTTP Data Sent (KB),11.58,1.63,38.43,1111.94,1.64,2.83,3.29,4.98,8.80,15.14,26.42,31.76,36.77,8.96
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),2299.43,267.55,12448.34,220745.20,431.02,548.62,696.53,1087.73,1696.16,2548.61,4887.07,6278.38,7545.11,1942.95
HTTP Receiving (ms),2180.36,183.21,12240.67,209314.77,312.42,465.03,573.55,952.33,1602.94,2445.99,4732.03,6123.82,7455.68,1925.50
HTTP Sending (ms),0.14,0.09,0.20,13.35,0.09,0.10,0.10,0.13,0.14,0.15,0.17,0.18,0.20,0.02
HTTP Total Time (ms),2299.43,267.55,12448.34,220745.20,431.02,548.62,696.53,1087.73,1696.16,2548.61,4887.07,6278.38,7545.11,1942.95
HTTP Waiting (TTFB) (ms),118.93,76.05,210.20,11417.08,76.19,77.40,78.38,83.31,104.44,153.63,161.03,166.38,207.66,37.59
Input Sequence Length (tokens),2977.44,405.00,10106.00,285834.00,405.95,666.75,802.00,1241.25,2281.00,4025.75,6453.00,7833.00,8958.40,2249.49
Inter Chunk Latency (ms),6.02,0.00,92.30,208998.19,4.54,5.32,5.49,5.65,5.77,5.88,6.03,6.21,7.29,3.93
Inter Token Latency (ms),6.03,5.54,8.05,578.50,5.59,5.68,5.70,5.78,5.98,6.19,6.40,6.55,6.84,0.34
OSL Mismatch Diff % (%),-10.81,-64.09,0.00,-1037.89,-61.78,-54.83,-36.38,-14.81,0.00,0.00,0.00,0.00,0.00,17.50
Output Sequence Length (tokens),364.42,33.00,2048.00,34984.00,54.85,81.50,95.00,150.00,262.00,411.25,801.50,1016.50,1252.85,323.59
Output Token Count (tokens),364.42,33.00,2048.00,34984.00,54.85,81.50,95.00,150.00,262.00,411.25,801.50,1016.50,1252.85,323.59
Output Token Throughput Per User (tokens/sec/user),166.43,124.22,180.56,15977.48,146.45,152.71,156.35,161.66,167.27,173.16,175.30,176.11,178.90,8.56
Prefill Throughput Per User (tokens/sec/user),24531.26,4984.86,90343.10,2355001.44,5053.44,7273.96,8634.29,12018.72,20461.70,32454.22,48320.65,56630.60,70413.93,16782.61
Request Latency (ms),2296.20,261.62,12448.41,220435.15,425.53,548.68,690.77,1081.51,1695.50,2548.67,4880.55,6276.82,7539.46,1942.95
Time to First Output Token (ms),119.13,76.22,210.40,11436.96,76.33,77.60,78.58,83.47,104.64,153.83,161.29,166.65,207.88,37.60
Time to First Token (ms),119.13,76.22,210.40,11436.96,76.33,77.60,78.58,83.47,104.64,153.83,161.29,166.65,207.88,37.60
Time to Second Token (ms),5.12,0.83,16.85,491.04,1.35,2.57,3.29,3.85,4.55,4.89,5.45,14.15,16.20,3.08
Usage Completion Tokens (tokens),364.42,33.00,2048.00,34984.00,54.85,81.50,95.00,150.00,262.00,411.25,801.50,1016.50,1252.85,323.59
Usage Prompt Tokens (tokens),2977.44,405.00,10106.00,285834.00,405.95,666.75,802.00,1241.25,2281.00,4025.75,6453.00,7833.00,8958.40,2249.49
Usage Total Tokens (tokens),3341.85,526.00,10842.00,320818.00,606.75,770.25,977.00,1479.00,2591.00,4608.00,7172.00,8451.75,9530.05,2407.82

Metric,Value
Benchmark Duration (sec),110.67
OSL Mismatch Count,36.00
Output Token Throughput (tokens/sec),316.11
Request Count,96.00
Request Throughput (requests/sec),0.87
Total Input Sequence Length (tokens),285834.00
Total Output Sequence Length (tokens),34984.00
Total Output Tokens (tokens),34984.00
Total Token Throughput (tokens/sec),2898.85
Total Usage Completion Tokens (tokens),34984.00
Total Usage Prompt Tokens (tokens),285834.00
Total Usage Total Tokens (tokens),320818.00


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
