Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
E2E Output Token Throughput (tokens/sec/user),0.34,0.05,6.54,32.16,0.05,0.06,0.06,0.07,0.12,0.29,0.76,1.39,2.21,0.74
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,4.32,2.00,47.00,415.00,2.00,2.00,2.00,2.00,2.00,4.00,6.00,14.75,34.65,6.41
HTTP Chunks Sent,1.00,1.00,1.00,96.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.69,0.00,2.56,66.68,0.00,0.00,0.00,0.00,0.72,1.04,1.38,1.61,2.20,0.55
HTTP Connection Overhead (ms),0.69,0.00,2.56,66.68,0.00,0.00,0.00,0.00,0.72,1.04,1.38,1.61,2.20,0.55
HTTP Connection Reused (ratio),0.28,0.00,1.00,27.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.45
HTTP Data Received (KB),1.39,0.83,11.68,133.33,0.83,0.83,0.83,0.83,0.83,1.31,1.79,3.89,8.64,1.54
HTTP Data Sent (KB),30.03,11.74,103.02,2883.00,11.84,13.66,15.61,19.62,24.59,34.31,51.57,67.43,88.85,17.48
HTTP DNS Lookup (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Duration (excl. conn) (ms),18174.66,164.76,68742.54,1744767.46,723.78,2430.87,3933.03,7276.21,18625.21,23902.97,30583.91,38378.16,65253.19,12246.33
HTTP Receiving (ms),6388.41,11.97,65011.61,613287.59,13.55,98.46,289.34,1295.36,3765.55,5809.75,16838.92,20968.59,56955.07,9960.03
HTTP Sending (ms),0.99,0.13,3.06,95.00,0.14,0.18,0.19,0.48,0.96,1.34,1.79,2.11,2.73,0.64
HTTP Total Time (ms),18175.36,165.26,68743.27,1744834.14,724.88,2431.95,3933.74,7277.62,18625.64,23903.65,30583.91,38378.16,65253.76,12246.21
HTTP Waiting (TTFB) (ms),11785.26,152.16,20975.65,1131384.88,658.38,1799.80,2611.97,4545.33,13770.49,16378.65,18021.57,19585.07,20766.42,6039.93
Input Sequence Length (tokens),6752.54,2378.00,23682.00,648244.00,2691.50,3043.75,3280.00,4306.75,5680.50,7661.25,11863.50,15738.75,22920.10,4114.20
Inter Chunk Latency (ms),1731.38,13.53,4909.70,386097.03,13.53,14.94,25.07,34.42,269.59,3879.20,4536.01,4610.39,4908.14,1978.57
Inter Token Latency (ms),2642.08,14.80,4908.31,89830.88,28.64,88.23,160.53,860.18,2953.10,4382.52,4552.74,4692.03,4908.23,1797.52
OSL Mismatch Diff % (%),-99.84,-99.95,-97.75,-9584.42,-99.95,-99.95,-99.95,-99.95,-99.95,-99.85,-99.76,-99.33,-98.36,0.31
Output Sequence Length (tokens),3.32,1.00,46.00,319.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,13.75,33.65,6.41
Output Token Count (tokens),3.32,1.00,46.00,319.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,13.75,33.65,6.41
Output Token Throughput Per User (tokens/sec/user),3.68,0.20,67.59,125.08,0.20,0.21,0.22,0.23,0.34,1.16,6.23,12.35,51.10,11.65
Prefill Throughput Per User (tokens/sec/user),1227.60,157.14,24587.82,117849.79,160.92,210.09,260.35,326.53,481.10,1243.19,2865.98,3905.98,6115.70,2633.74
Request Latency (ms),15808.23,152.88,68726.88,1517589.72,659.20,1945.41,3083.63,5142.55,15352.36,19897.68,28305.41,35379.13,65227.86,11909.54
Time to First Output Token (ms),11786.38,152.88,20976.48,1131492.69,659.20,1802.00,2613.68,4546.86,13772.24,16379.23,18022.29,19585.40,20768.07,6039.73
Time to First Token (ms),11786.38,152.88,20976.48,1131492.69,659.20,1802.00,2613.68,4546.86,13772.24,16379.23,18022.29,19585.40,20768.07,6039.73
Time to Second Token (ms),3188.28,17.94,4908.31,108401.52,46.72,105.31,425.00,1828.98,3765.41,4501.87,4581.09,4908.00,4908.23,1647.44

Metric,Value
Benchmark Duration (sec),91.28
OSL Mismatch Count,96.00
Output Token Throughput (tokens/sec),3.49
Request Count,96.00
Request Throughput (requests/sec),1.05
Total Input Sequence Length (tokens),648244.00
Total Output Sequence Length (tokens),319.00
Total Output Tokens (tokens),319.00
Total Token Throughput (tokens/sec),7105.16


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
